strategy,window_start,window_end,min_history_days,min_daily_dollar_volume,rebalance_frequency,leader_pool,regime_mode,risk_off_asset,initial_asset,btc_stop_lookback_days,btc_stop_confirm_days,weight_momentum_rank,weight_ret_21_rank,weight_ret_42_rank,weight_near_high_rank,multiple,total_return,cagr,sharpe,max_drawdown,annualized_turnover,monthly_win_rate,ending_equity
MOMENTUM_LEAD_TOP1_EXBTC_14D_STOP11_CONFIRM2_BTC_PARK,2022-11-21,2026-04-21,30,5000000,14D,top20 eligible universe excluding BTC,always_on,BTC,BTC,11,2,0.607681,0.268948,0.017319,0.106052,224.02414365193303,223.02414365193303,3.8683961085381524,2.2753040086613283,-0.5078751285123513,39.559604762317655,0.6190476190476191,22402414.365193304
