,equity
2025-05-22,25159730.674190566
2025-05-23,24700572.286016513
2025-05-24,24819051.994086854
2025-05-25,25486724.755927958
2025-05-26,26370461.168121878
2025-05-27,25403990.281112544
2025-05-28,23507663.793243397
2025-05-29,21948523.163477797
2025-05-30,21407550.561838195
2025-05-31,20558562.902020913
2025-06-01,20609351.144440718
2025-06-02,20811455.884985786
2025-06-03,20845690.675102443
2025-06-04,20757045.576061916
2025-06-05,20634677.287126105
2025-06-06,20012129.23373371
2025-06-07,20555304.249601196
2025-06-08,20805668.73411638
2025-06-09,20807793.54462543
2025-06-10,21707371.175500035
2025-06-11,21697755.433246702
2025-06-12,21395996.93336377
2025-06-13,20864292.503301878
2025-06-14,20877352.155644964
2025-06-15,20766579.87712385
2025-06-16,20780673.571901564
2025-06-17,20957007.54969923
2025-06-18,20837450.751903538
2025-06-19,20587546.36499886
2025-06-20,22394621.14994408
2025-06-21,22006481.14031026
2025-06-22,21630522.35231345
2025-06-23,21485065.016899284
2025-06-24,22481691.501731507
2025-06-25,22581041.997674085
2025-06-26,22851098.00755343
2025-06-27,22796653.48721785
2025-06-28,22816954.42401258
2025-06-29,22871003.627039324
2025-06-30,23098826.855881963
2025-07-01,21785150.572634753
2025-07-02,21587446.91203116
2025-07-03,21379093.136260778
2025-07-04,21456020.50134977
2025-07-05,22015711.281094965
2025-07-06,22147117.147654172
2025-07-07,22059988.393458758
2025-07-08,22077769.066724192
2025-07-09,22030028.1464994
2025-07-10,22936398.90492596
2025-07-11,22890359.748496726
2025-07-12,22876359.94587959
2025-07-13,22590730.940816678
2025-07-14,22661989.634816803
2025-07-15,21901033.41215076
2025-07-16,21564087.758569054
2025-07-17,21702080.147652943
2025-07-18,24055346.754446115
2025-07-19,21880719.421755858
2025-07-20,22086043.643714577
2025-07-21,22097851.56927602
2025-07-22,22623397.8845284
2025-07-23,22568916.299782667
2025-07-24,20415088.85908442
2025-07-25,20294782.4234849
2025-07-26,20624314.900210313
2025-07-27,20614820.083285112
2025-07-28,20870888.950561695
2025-07-29,19350795.731627528
2025-07-30,18850692.278939873
2025-07-31,18771936.74382121
2025-08-01,18430724.2503349
2025-08-02,18036382.790079534
2025-08-03,17927664.005104076
2025-08-04,18190655.744037274
2025-08-05,18340941.442384534
2025-08-06,18179338.356359523
2025-08-07,18322292.758998916
2025-08-08,18712792.43890097
2025-08-09,18588813.56853507
2025-08-10,18560297.166732796
2025-08-11,19001255.22117137
2025-08-12,18922541.44283098
2025-08-13,19150163.333999205
2025-08-14,19685223.09471937
2025-08-15,18863880.296294726
2025-08-16,18694079.558856577
2025-08-17,18719797.2557268
2025-08-18,18726428.086314674
2025-08-19,18521478.786169317
2025-08-20,17967363.247799102
2025-08-21,18202202.713284846
2025-08-22,17909380.789111644
2025-08-23,18613532.31337093
2025-08-24,18378658.56121774
2025-08-25,18066330.44794197
2025-08-26,17554258.81808351
2025-08-27,17818301.607532445
2025-08-28,17718470.36467436
2025-08-29,17927096.305993233
2025-08-30,17282617.908536114
2025-08-31,17330675.59240865
2025-09-01,17246461.88469264
2025-09-02,17391331.594864838
2025-09-03,17714343.65777891
2025-09-04,17797400.944222517
2025-09-05,17640190.83870854
2025-09-06,17630224.803969726
2025-09-07,17558056.01035824
2025-09-08,17705073.122112464
2025-09-09,17847363.787745066
2025-09-10,17771260.38734571
2025-09-11,18158060.681145355
2025-09-12,18401469.883985315
2025-09-13,18506136.616596125
2025-09-14,18475936.958329804
2025-09-15,18380820.80286373
2025-09-16,18384596.13425497
2025-09-17,18602157.193835557
2025-09-18,18553262.689611632
2025-09-19,18663118.620839916
2025-09-20,18425788.445703756
2025-09-21,18435300.375237443
2025-09-22,18369815.979685172
2025-09-23,18614742.61409121
2025-09-24,18628958.587427538
2025-09-25,18769348.477702625
2025-09-26,18044785.6421551
2025-09-27,18168956.11152733
2025-09-28,18159743.49701156
2025-09-29,18573451.27799247
2025-09-30,18933746.661168363
2025-10-01,18886364.870059475
2025-10-02,19631212.24582119
2025-10-03,19981845.405499004
2025-10-04,20254311.980801683
2025-10-05,20276061.179787565
2025-10-06,20463186.65073793
2025-10-07,21414625.686803445
2025-10-08,22944586.678350594
2025-10-09,22852730.018223528
2025-10-10,21964261.97515689
2025-10-11,19417253.607044414
2025-10-12,19896765.096644737
2025-10-13,20592225.685056243
2025-10-14,20598097.005539183
2025-10-15,20227326.93463771
2025-10-16,19787959.153523702
2025-10-17,19315558.25778453
2025-10-18,19022433.9889024
2025-10-19,19150299.449994653
2025-10-20,19413272.452433117
2025-10-21,19768307.543726295
2025-10-22,19388970.074793648
2025-10-23,19233895.00814937
2025-10-24,19668212.237515472
2025-10-25,19837873.046964392
2025-10-26,19949130.02489556
2025-10-27,20459514.47771437
2025-10-28,20407109.22564671
2025-10-29,20186840.803283278
2025-10-30,19667881.773069967
2025-10-31,19345122.248782035
2025-11-01,19583387.253967594
2025-11-02,19662066.184071265
2025-11-03,19775747.245368984
2025-11-04,20196354.512343325
2025-11-05,20975280.34900822
2025-11-06,21352202.9477674
2025-11-07,20824841.354297146
2025-11-08,21252754.477533426
2025-11-09,21024511.37931456
2025-11-10,21523851.408035167
2025-11-11,21771379.915021885
2025-11-12,21162916.38341545
2025-11-13,20865924.663612798
2025-11-14,20496249.07277933
2025-11-15,19407799.39694678
2025-11-16,19624891.779983167
2025-11-17,19398499.137184307
2025-11-18,18910426.693517264
2025-11-19,19071314.998357024
2025-11-20,18772054.917550996
2025-11-21,17803621.794572547
2025-11-22,17475249.001366816
2025-11-23,17399394.84135535
2025-11-24,17831128.83019134
2025-11-25,18128134.704145335
2025-11-26,17939304.386456534
2025-11-27,18589383.336371332
2025-11-28,18754750.85855681
2025-11-29,18687216.921558462
2025-11-30,18664836.45675161
2025-12-01,18575423.374800723
2025-12-02,17727918.83794191
2025-12-03,18768242.325880803
2025-12-04,19235616.957502622
2025-12-05,18931787.44551808
2025-12-06,18349576.20870084
2025-12-07,18336769.619160417
2025-12-08,18525417.269941557
2025-12-09,18618934.404965285
2025-12-10,19051473.375932954
2025-12-11,18903933.012218922
2025-12-12,19004414.086202394
2025-12-13,18555076.94294293
2025-12-14,18544838.36431441
2025-12-15,18128429.506812397
2025-12-16,17755127.45349098
2025-12-17,18044417.536961548
2025-12-18,17683425.58096646
2025-12-19,17557142.861117646
2025-12-20,18102353.123629805
2025-12-21,18152503.762038495
2025-12-22,18199653.554145735
2025-12-23,18181921.797082428
2025-12-24,17959056.082237538
2025-12-25,18007581.518086966
2025-12-26,17922759.33012216
2025-12-27,17938410.892045658
2025-12-28,18041358.97323957
2025-12-29,18044626.927356645
2025-12-30,17907715.516297296
2025-12-31,18166205.35973484
2026-01-01,17982426.638410304
2026-01-02,18230524.759549208
2026-01-03,18476798.27056828
2026-01-04,18613962.3128947
2026-01-05,18774094.63904432
2026-01-06,19298768.61227338
2026-01-07,19245361.45455845
2026-01-08,18750248.15758895
2026-01-09,18694024.495060902
2026-01-10,18595684.292937428
2026-01-11,18582765.301105622
2026-01-12,18660297.284001436
2026-01-13,18173784.367721897
2026-01-14,18970313.001708142
2026-01-15,17140010.1482686
2026-01-16,16902489.862657033
2026-01-17,15865093.601222727
2026-01-18,15095772.265026007
2026-01-19,15052586.874549925
2026-01-20,14809133.21230303
2026-01-21,15848225.292721065
2026-01-22,18526166.460067023
2026-01-23,18470305.64516595
2026-01-24,18463878.519923177
2026-01-25,18413802.27892125
2026-01-26,17870058.978001695
2026-01-27,18233208.018001214
2026-01-28,18418284.134153605
2026-01-29,18409586.299014393
2026-01-30,17461517.83818589
2026-01-31,17373016.38631155
2026-02-01,16254764.6630673
2026-02-02,15885423.44495634
2026-02-03,16263395.235676717
2026-02-04,15617396.814427141
2026-02-05,15108092.393067831
2026-02-06,12977559.813432008
2026-02-07,14561277.011525253
2026-02-08,14307901.83549918
2026-02-09,14565080.098969312
2026-02-10,14472999.87982978
2026-02-11,14201179.058355238
2026-02-12,13820788.387081388
2026-02-13,13665313.606159257
2026-02-14,14213353.745056596
2026-02-15,14404696.50829168
2026-02-16,14188103.872530615
2026-02-17,14227581.50182939
2026-02-18,13934735.345618445
2026-02-19,13721427.975266147
2026-02-20,13816886.621996203
2026-02-21,14034015.435214313
2026-02-22,14035587.727653844
2026-02-23,13954486.900898628
2026-02-24,13333506.808412334
2026-02-25,13229559.695612866
2026-02-26,14029286.757125715
2026-02-27,13930524.333282735
2026-02-28,13603250.642415034
2026-03-01,13835421.723418174
2026-03-02,13568048.691064794
2026-03-03,14218549.009837613
2026-03-04,14106554.237430697
2026-03-05,15004329.325662408
2026-03-06,14633755.43299037
2026-03-07,14070765.392263558
2026-03-08,13889669.642003372
2026-03-09,13634668.956989262
2026-03-10,15364955.433872681
2026-03-11,15062255.999456035
2026-03-12,16010953.234450102
2026-03-13,16498364.721143972
2026-03-14,16090324.700524803
2026-03-15,16732106.392865676
2026-03-16,16464308.539122313
2026-03-17,18008861.358797986
2026-03-18,18209740.340522166
2026-03-19,18627670.23883662
2026-03-20,17299024.345708705
2026-03-21,17466918.05671206
2026-03-22,17412031.79396635
2026-03-23,16955932.551174987
2026-03-24,17645643.05822226
2026-03-25,17553598.064053923
2026-03-26,17749713.42347369
2026-03-27,17120408.46505442
2026-03-28,16503113.655165534
2026-03-29,16503125.939907294
2026-03-30,16415499.326536302
2026-03-31,16597643.139616158
2026-04-01,16980640.170055587
2026-04-02,16944959.62428461
2026-04-03,16645722.863849327
2026-04-04,16657725.076110434
2026-04-05,16748830.883156696
2026-04-06,17168994.323935434
2026-04-07,17138665.671791337
2026-04-08,17913022.14407391
2026-04-09,17699349.10682244
2026-04-10,17862033.255568814
2026-04-11,18161175.253527153
2026-04-12,18181379.14909027
2026-04-13,17609671.79728283
2026-04-14,18544925.998577647
2026-04-15,18461919.641694453
2026-04-16,18624287.36745668
2026-04-17,18702854.891014062
2026-04-18,19195447.169138674
2026-04-19,18847021.027473155
2026-04-20,18381021.01865342
2026-04-21,22402414.365193304
