candidate_id,family_id,strategy_kind,top_n,frequency,score_family,liquidity_label,min_history_days,min_daily_dollar_volume,include_btc,overlay_set,risk_off_asset,initial_asset,stop_kind,stop_lookback,stop_confirm_days,ma_window,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings,multiple,median_rolling_start_multiple,cost_survival_100bps,stability_score,trial_count_estimate,best_rolling_3y_multiple,median_rolling_3y_multiple,hundred_x_hit_rate_3y,best_rolling_5y_multiple,median_rolling_5y_multiple,hundred_x_hit_rate_5y,raw_convexity_score,robust_convexity_score
focus__medium__14D__ctrend_lite_relative_strength__btc0__ma125__c1__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,medium,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,125,0.05707358029736076,0.011820520624166386,0.7613465626125083,0.37633062346114343,0.6936587820378269,-0.8095813012404622,0.01460078265895552,0.3157894736842105,24.770881670533644,1.6027397260273972,0.4701449275362319,1.0570735802973608,1.0570735802973608,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.2772767118373185,-0.1576504060264572
focus__strict__14D__ctrend_lite_relative_strength__btc1__ma125__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,True,btc_ma_defensive,cash,cash,ma,,2,125,0.055556986549462506,0.01151300381922149,0.8161967565011261,0.3909253077680704,0.7542975027809427,-0.8295601252975348,0.013878444091188895,0.3157894736842105,25.19431554524362,1.6081081081081081,0.4915942028985507,1.0555569865494625,1.0555569865494625,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.280919618404725,-0.16228860974779027
focus__medium__14D__ctrend_lite_relative_strength__btc1__ma125__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,medium,90,25000000,True,btc_ma_defensive,cash,cash,ma,,2,125,0.055556986549462506,0.01151300381922149,0.8161967565011261,0.3909253077680704,0.7542975027809427,-0.8295601252975348,0.013878444091188895,0.3157894736842105,25.19431554524362,1.6081081081081081,0.4915942028985507,1.0555569865494625,1.0555569865494625,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.280919618404725,-0.16228860974779027
focus__medium__14D__ctrend_lite_relative_strength__btc0__ma150__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,medium,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,150,0.0483983868903195,0.010056748629196699,0.7804059516850579,0.3825050890902061,0.7105364723073883,-0.8361362153508834,0.012027643874959295,0.2982456140350877,25.617749419953597,1.6575342465753424,0.5008695652173913,1.0483983868903195,1.0483983868903195,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.284968247317354,-0.16585702163223257
focus__strict__21D__ctrend_lite_relative_strength__btc0__ma125__c2__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,125,0.03612273232238872,0.007541196133606709,0.7056828113596824,0.344818056534901,0.625934581159863,-0.8430396047982975,0.008945245384303134,0.22807017543859648,16.302204176334108,1.54,0.4533333333333333,1.0361227323223887,1.0361227323223887,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.291303878015396,-0.16611334175385897
focus__strict__21D__ctrend_lite_relative_strength__btc0__ma150__c2__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,150,0.03224976628231824,0.006742665290849548,0.7113535355917188,0.3465067770762797,0.6295000533862971,-0.8603702677475928,0.007836934333518421,0.19298245614035087,15.87877030162413,1.6666666666666667,0.4573913043478261,1.0322497662823182,1.0322497662823182,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.295588702683023,-0.17049124088985146
focus__strict__14D__ctrend_lite_balanced__btc0__ma75__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_balanced,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,75,0.0030712925295233173,0.0006494589493546421,0.7767670270761091,0.35828435495366256,0.6863936338891183,-0.7771742909778302,0.0008356670529303042,0.2631578947368421,24.347447795823665,1.4743589743589745,0.4255072463768116,1.0030712925295233,1.0030712925295233,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.296012639297832,-0.16668860636984775
focus__medium__14D__ctrend_lite_balanced__btc0__ma75__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_balanced,medium,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,75,0.0030712925295233173,0.0006494589493546421,0.7767670270761091,0.35828435495366256,0.6863936338891183,-0.7771742909778302,0.0008356670529303042,0.2631578947368421,24.347447795823665,1.4743589743589745,0.4255072463768116,1.0030712925295233,1.0030712925295233,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.296012639297832,-0.16668860636984775
focus__strict__21D__ctrend_lite_relative_strength__btc0__ma150__c1__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,150,0.018375099549256202,0.0038624493001089277,0.7097780038658733,0.3416595718031631,0.6206994120381869,-0.8616532104451096,0.00448260303946837,0.21052631578947367,15.87877030162413,1.6666666666666667,0.4533333333333333,1.0183750995492562,1.0183750995492562,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.3018706979726,-0.1748075320193216
focus__medium__14D__ctrend_lite_relative_strength__btc0__ma150__c1__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,medium,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,150,-0.028790846699336736,-0.006165891164844561,0.7769991195593476,0.3601619426958579,0.667055373705166,-0.8514940902381484,-0.007241261255401158,0.2631578947368421,25.617749419953597,1.6575342465753424,0.49971014492753624,0.9712091533006633,0.9712091533006633,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-5.321686618067079,-0.19187172295410934
