cycle_days,target_volatility,vol_window,stop_mode,gate_mode,offset_days,cost_bps,multiple,cagr,sharpe,max_drawdown,annualized_turnover,average_exposure,average_holdings
14,0.5,60,own75,btc_ma100,0,2.0,3.6310929982467526,0.3139214336231866,0.7737134544124541,-0.43317720704438956,15.670236047499293,0.2849024699662817,0.43420289855072464
14,0.5,60,own75,btc_ma100,0,20.0,3.177380443545432,0.2773107204335079,0.7167249876389276,-0.4430338127718,15.670236047499293,0.2849024699662817,0.43420289855072464
14,0.5,60,own75,btc_ma100,0,100.0,1.7495972828642903,0.1257296620981796,0.46150315698920624,-0.4849442472624945,15.670236047499293,0.2849024699662817,0.43420289855072464
14,0.6,60,own75,btc_ma100,0,2.0,4.141296643864292,0.3510089183686833,0.797638121525009,-0.4950956759587818,17.58407985088945,0.3215575426507875,0.43420289855072464
14,0.6,60,own75,btc_ma100,0,20.0,3.5651662305773733,0.30883421942322675,0.739975579976463,-0.5052886348676624,17.58407985088945,0.3215575426507875,0.43420289855072464
14,0.6,60,own75,btc_ma100,0,100.0,1.8242680654476182,0.13573468853370052,0.48159809491239336,-0.5483149315547449,17.58407985088945,0.3215575426507875,0.43420289855072464
14,0.5,60,own75,btc_ma100,1,2.0,1.4594605672805465,0.08333382844278492,0.40001220983548597,-0.4214605085453378,16.137453735608638,0.2907188012633133,0.4318840579710145
14,0.5,60,own75,btc_ma100,1,20.0,1.2720266162382758,0.05226134099175028,0.3204784203735555,-0.44258966514810305,16.137453735608638,0.2907188012633133,0.4318840579710145
14,0.5,60,own75,btc_ma100,1,100.0,0.6880938826787816,-0.07609510599537106,-0.03159696092065333,-0.5647297775055908,16.137453735608638,0.2907188012633133,0.4318840579710145
14,0.6,60,own75,btc_ma100,1,2.0,1.41715814835517,0.07660854530376171,0.3833710530777676,-0.47361134060053955,18.110662396102896,0.3284095578590288,0.4318840579710145
14,0.6,60,own75,btc_ma100,1,20.0,1.2145447715482947,0.0420097287401795,0.30534508513633396,-0.49507737509814687,18.110662396102896,0.3284095578590288,0.4318840579710145
14,0.6,60,own75,btc_ma100,1,100.0,0.6091275625512987,-0.09963399226892677,-0.039927286867755755,-0.6332270966133984,18.110662396102896,0.3284095578590288,0.4318840579710145
14,0.5,60,own75,btc_ma100,2,2.0,5.206302219141305,0.41808219681186065,0.9271408802370802,-0.4101403408102693,17.342614577656594,0.30078858512745243,0.4226086956521739
14,0.5,60,own75,btc_ma100,2,20.0,4.491250156534529,0.37441281296253215,0.8642614595507983,-0.4181028507543595,17.342614577656594,0.30078858512745243,0.4226086956521739
14,0.5,60,own75,btc_ma100,2,100.0,2.319522091406878,0.19498114855289894,0.5821509943539684,-0.46427677032352965,17.342614577656594,0.30078858512745243,0.4226086956521739
14,0.6,60,own75,btc_ma100,2,2.0,5.72726615271628,0.4470058768263967,0.9247778476583519,-0.44624447526481525,19.316253799623382,0.3360498400685474,0.4226086956521739
14,0.6,60,own75,btc_ma100,2,20.0,4.858179210728668,0.39745577776154106,0.8611515297250075,-0.4544581053194382,19.316253799623382,0.3360498400685474,0.4226086956521739
14,0.6,60,own75,btc_ma100,2,100.0,2.325968940461194,0.19568355811513083,0.5756608087943382,-0.530307414395081,19.316253799623382,0.3360498400685474,0.4226086956521739
14,0.5,60,own75,btc_ma100,3,2.0,10.942232061913126,0.6595728571387451,1.2141072297073778,-0.46663762226261674,15.032559739468955,0.2823174658970642,0.41739130434782606
14,0.5,60,own75,btc_ma100,3,20.0,9.6271231622776,0.6151872316971208,1.1620689108932498,-0.4775301525845893,15.032559739468955,0.2823174658970642,0.41739130434782606
14,0.5,60,own75,btc_ma100,3,100.0,5.431333338389356,0.430843531340404,0.9273249902376067,-0.523479865170373,15.032559739468955,0.2823174658970642,0.41739130434782606
14,0.6,60,own75,btc_ma100,3,2.0,13.840760460201636,0.7442265390870164,1.2286566655616673,-0.5207067082876382,16.96965126392084,0.31853388596310284,0.41739130434782606
14,0.6,60,own75,btc_ma100,3,20.0,11.977758498757758,0.6916494398296473,1.1759377791144403,-0.5320326682672885,16.96965126392084,0.31853388596310284,0.41739130434782606
14,0.6,60,own75,btc_ma100,3,100.0,6.273732148096898,0.4751961030070633,0.9379843718713293,-0.5794118624284578,16.96965126392084,0.31853388596310284,0.41739130434782606
14,0.5,60,own75,btc_ma100,4,2.0,6.97585155650747,0.5087032364399888,1.1525776426494019,-0.39645410643871193,15.553673508795681,0.28060156787434115,0.4197101449275362
14,0.5,60,own75,btc_ma100,4,20.0,6.110259803625146,0.4669730900826101,1.0885368713471029,-0.40695001737199143,15.553673508795681,0.28060156787434115,0.4197101449275362
14,0.5,60,own75,btc_ma100,4,100.0,3.3794169649644314,0.29409083659227364,0.8005272933542806,-0.45159841261260325,15.553673508795681,0.28060156787434115,0.4197101449275362
14,0.6,60,own75,btc_ma100,4,2.0,8.891365866766714,0.5882274596643551,1.156589831200125,-0.44020873940307015,17.355920553959056,0.3158454170061008,0.4197101449275362
14,0.6,60,own75,btc_ma100,4,20.0,7.669291582800795,0.539280160206441,1.0949493420593028,-0.45150950386255284,17.355920553959056,0.3158454170061008,0.4197101449275362
14,0.6,60,own75,btc_ma100,4,100.0,3.9584052683839337,0.33815110977614826,0.8177540212128931,-0.49923514592072615,17.355920553959056,0.3158454170061008,0.4197101449275362
14,0.5,60,own75,btc_ma100,5,2.0,2.2372710810001375,0.18588166055185185,0.5675930890774067,-0.6418277389626398,16.191299856751918,0.2855665673440404,0.416231884057971
14,0.5,60,own75,btc_ma100,5,20.0,1.9490336979633178,0.15175382899215895,0.5090573146534542,-0.6585177749683104,16.191299856751918,0.2855665673440404,0.416231884057971
14,0.5,60,own75,btc_ma100,5,100.0,1.0519246358081549,0.01077506048575505,0.2472336980294181,-0.7241086115346343,16.191299856751918,0.2855665673440404,0.416231884057971
