candidate_id,total_cost_bps,total_return,cagr,sharpe,max_drawdown
CTREND_balanced_top3__btc_ma100,50.0,79.33696030166988,1.1519682709599115,1.4301776999973235,-0.5635847918422656
CTREND_balanced_top3__btc_ma100,100.0,41.327194989332035,0.9240248697970725,1.2703082861982788,-0.5836730811029043
CTREND_balanced_top3__btc_ma100,150.0,21.19496646679727,0.7187945897694923,1.1088970101057578,-0.6418908105623337
CTREND_balanced_top3__asset_ma50_btc_ma100,50.0,71.70149377394158,1.1147434633879696,1.405327886604476,-0.5423409152216968
CTREND_balanced_top3__asset_ma50_btc_ma100,100.0,33.472672837796786,0.8562434132301848,1.219351045674387,-0.6207016887789063
CTREND_balanced_top3__asset_ma50_btc_ma100,150.0,15.260498655909199,0.6278525316592094,1.0318034505995626,-0.6955813596838777
CTREND_balanced_top3__asset_ma100_btc_ma100,50.0,63.72229889927347,1.0722203942734176,1.384439841415515,-0.5774627833118573
CTREND_balanced_top3__asset_ma100_btc_ma100,100.0,30.97679348996863,0.8320271347077817,1.2062811607996518,-0.646915256583428
CTREND_balanced_top3__asset_ma100_btc_ma100,150.0,14.719921264707997,0.618264434855194,1.026852740378429,-0.7053124726100646
CTREND_balanced_top1__vol50_trend100,50.0,19.935783850183388,0.701343624647041,1.2714553853832924,-0.4268790868999206
CTREND_balanced_top1__vol50_trend100,100.0,10.842135677367711,0.540120822810018,1.0780934442104566,-0.4471119020383252
CTREND_balanced_top1__vol50_trend100,150.0,5.67547499475055,0.3933410764921783,0.8840107952809028,-0.4769902072964216
CTREND_balanced_top5__btc_ma100,50.0,22.144617691709342,0.7314230119659433,1.2568026161747778,-0.4925818762376579
CTREND_balanced_top5__btc_ma100,100.0,12.418907394604014,0.5741281905673346,1.0870187818196242,-0.5362567314932837
CTREND_balanced_top5__btc_ma100,150.0,6.754037989068265,0.4302848649816404,0.9156343973834206,-0.592138630894412
CTREND_balanced_top3__btc_ma200,50.0,32.59139109486798,0.8478631372247598,1.2106466917578917,-0.6875187443837021
CTREND_balanced_top3__btc_ma200,100.0,16.80111348916547,0.653804111716094,1.0542845791490252,-0.7066135700790918
CTREND_balanced_top3__btc_ma200,150.0,8.387901975597565,0.4788761150473928,0.8967931373245628,-0.7246797171053919
CTREND_breakout_top3__btc_ma100,50.0,26.06611371013306,0.7794273266591445,1.194565929867895,-0.600519750374733
CTREND_breakout_top3__btc_ma100,100.0,12.676170264184472,0.579359916489343,1.0130580876345778,-0.6416650268265784
CTREND_breakout_top3__btc_ma100,150.0,5.873187093607238,0.40046496971675416,0.8305018125416336,-0.7389351133410569
CTREND_relative_top3__btc_ma100,50.0,33.417326317553766,0.8557223473714446,1.2050255469506679,-0.5723368550757331
CTREND_relative_top3__btc_ma100,100.0,17.285002880827264,0.6615722770060699,1.0516909988546732,-0.6159319001188805
CTREND_relative_top3__btc_ma100,150.0,8.670298431477255,0.48655415398786683,0.8972735909744216,-0.6699168345532804
CTREND_relative_top3__asset_ma50_btc_ma100,50.0,30.9884690359989,0.8321439939837745,1.1869434668582683,-0.5829992695379462
CTREND_relative_top3__asset_ma50_btc_ma100,100.0,14.289156091347346,0.6104272547833272,1.0081878212292845,-0.6545594517813593
CTREND_relative_top3__asset_ma50_btc_ma100,150.0,6.2709788181490405,0.41430018873830043,0.8283976037119951,-0.7141776431965144
CTREND_relative_top3__asset_ma100_btc_ma100,50.0,30.3106968669015,0.8253011902129581,1.1843258824723109,-0.6097244710177041
CTREND_relative_top3__asset_ma100_btc_ma100,100.0,14.402151786842692,0.6125005130362564,1.0110642330537736,-0.6764505050778067
CTREND_relative_top3__asset_ma100_btc_ma100,150.0,6.539762284734258,0.4232988403965736,0.8369424252251045,-0.7320983101681455
CTREND_balanced_top5__asset_ma100_btc_ma100,50.0,15.266115756607839,0.6279507711123595,1.1520783855545351,-0.5790348319112159
CTREND_balanced_top5__asset_ma100_btc_ma100,100.0,7.203484049215032,0.44443542127127134,0.9365447078344994,-0.6476405817149267
CTREND_balanced_top5__asset_ma100_btc_ma100,150.0,3.120559156357664,0.28070191631193797,0.7199460842576145,-0.743423348575134
CTREND_balanced_top5__asset_ma50_btc_ma100,50.0,14.868622039195628,0.6209287034761526,1.1329590419114766,-0.6052033086689779
CTREND_balanced_top5__asset_ma50_btc_ma100,100.0,6.297920944922659,0.41521445347682584,0.8934433335469107,-0.6783730286985326
CTREND_balanced_top5__asset_ma50_btc_ma100,150.0,2.3412386730976302,0.23463790482332492,0.6530546646690026,-0.782460006922112
