base_id,family,kind,frequency,regime_mode,top_n,score_family,concentrated,overlay_id,target_volatility,vol_window,trend_window,asset_trend_window,risk_on_kind,risk_on_window,candidate_id,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings,avg_gross_exposure,max_gross_exposure,beats_btc_total,beats_btc_sharpe
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol30,0.3,30,,,none,100,MOM_LEAD_top3__vol30,1.9062690974051941,0.20491451298244878,0.2227801425942843,0.9467994828045966,1.691053902995241,-0.2847856446390177,0.7195394741268992,0.37681159420289856,5.638128315109004,0.3752166311010739,1.4913875598086124,0.16110915897397146,0.8614420424929884,False,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol40,0.4,30,,,none,100,MOM_LEAD_top3__vol40,2.819884707431632,0.26385888106557953,0.29381168952571857,0.9418984444088571,1.6808703028024115,-0.37587408638182707,0.7019874224517348,0.37681159420289856,7.449624758282437,0.4957714597021986,1.4913875598086124,0.21287201198177844,1.0000000000000002,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol50,0.5,30,,,none,100,MOM_LEAD_top3__vol50,3.7821873040842897,0.31446063264701585,0.3617082918833904,0.9339615572640272,1.6655439162197605,-0.45891008650350706,0.6852336479307536,0.37681159420289856,9.13556286177589,0.6079703987973823,1.4913875598086124,0.26042218597672007,1.0000000000000002,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol60,0.6,30,,,none,100,MOM_LEAD_top3__vol60,4.465462624003498,0.34549373447812615,0.42400077594726643,0.9082479866722635,1.6157221731280411,-0.5258673372725939,0.6569978965988383,0.36231884057971014,10.54146995700874,0.7015333144374405,1.4913875598086124,0.30158203888264207,1.0000000000000007,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol80,0.8,30,,,none,100,MOM_LEAD_top3__vol80,5.21461611069883,0.3760338429595782,0.5348127932177739,0.8588818166074575,1.5204517270993179,-0.6436506199726577,0.5842204315371469,0.36231884057971014,12.790477583202199,0.8512044495479256,1.4913875598086124,0.3702993202424664,1.0000000000000007,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol100,1.0,30,,,none,100,MOM_LEAD_top3__vol100,5.865879668358628,0.4002047000836355,0.5897332027351425,0.8591753815707638,1.5277960961578163,-0.686620517937764,0.5828615510728307,0.34782608695652173,14.013596188924787,0.9326028174152239,1.4913875598086124,0.4117792915437978,1.0000000000000007,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,trend100,,30,100.0,,none,100,MOM_LEAD_top3__trend100,3.2273202561202528,0.28643863957882765,0.7462419353261631,0.7044758736267244,1.2067550155969804,-0.7764583072623737,0.3689040826786298,0.3333333333333333,16.308244649345085,1.0853113435005377,1.4645933014354067,0.4904306220095694,1.0000000000000007,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,trend200,,30,200.0,,none,100,MOM_LEAD_top3__trend200,3.9065189491166405,0.32036870655150707,0.7069882128987257,0.7432374217293519,1.2506623906197885,-0.7517413679762013,0.4261687864989882,0.2898550724637681,15.831983650180739,1.1326374604529987,1.2770334928229665,0.4636363636363636,1.0000000000000007,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol50_trend100,0.5,30,100.0,,none,100,MOM_LEAD_top3__vol50_trend100,3.3074820365381434,0.29066798427531815,0.35778813246887065,0.8892925073269374,1.5758246096330515,-0.5126215402421554,0.5670225721260378,0.36231884057971014,8.954128871537254,0.5958959927569709,1.4645933014354067,0.25482539455757697,1.0000000000000002,True,True
MOM_LEAD_top3,momentum_lead,momentum_lead,14D,bull_only,3.0,,True,vol40_trend200,0.4,30,200.0,,none,100,MOM_LEAD_top3__vol40_trend200,2.345995960747031,0.23494487128864439,0.28872854530997316,0.8734399724670624,1.527570132836463,-0.4041507055634831,0.5813298555574086,0.3333333333333333,7.472332846752108,0.5279791414464791,1.2770334928229665,0.20652501792476213,1.0000000000000002,True,True
