weight_name,momentum_rank,ret_14_rank,ret_21_rank,accel_rank,near_high_rank,multiple,cagr,sharpe,mdd,turnover
all5_175,0.6572895510242902,0.11121340171634816,0.14533877505880236,0.008625819425322588,0.0775324527752368,167.44538352246073,3.4710716204871677,2.189482147321586,-0.5373737925034296,37.21535578927155
all5_045,0.5812427383398054,0.07081311410544008,0.15425745789472162,3.067129129251277e-05,0.19365601836874038,166.8920071004007,3.466745030055315,2.1749626572159735,-0.5373737925034303,38.97373054878522
all5_052,0.48779175791943524,0.022691309324382448,0.2741261149975374,0.010535259604977705,0.20485555815366707,166.60602161465772,3.464505064456607,2.1761454960888083,-0.5309513857275479,38.38716015490205
all5_024,0.463860210827032,0.034825249819217474,0.4319013724789775,0.00045548921919378677,0.06895767765557913,164.83917505322987,3.450605669716408,2.200673011112931,-0.5078751284617213,38.38731674603567
all5_119,0.4950914290747729,0.0137739206993599,0.41038867435300463,0.008107735664711478,0.0726382402081512,164.83917505322987,3.450605669716408,2.200673011112931,-0.5078751284617213,38.38731674603567
all5_127,0.4532139668446917,0.07250078833224179,0.36988987392367284,0.0031141260668707143,0.10128124483252286,164.83917505322987,3.450605669716408,2.200673011112931,-0.5078751284617213,38.38731674603567
all5_136,0.5643161397827434,0.03135449281525003,0.28714583190648685,0.025928202387357813,0.0912553331081619,164.83917505322987,3.450605669716408,2.200673011112931,-0.5078751284617213,38.38731674603567
all5_026,0.6286554469811321,0.05800351495042479,0.12721508841746762,0.01442301074296494,0.17170293890801072,164.61466524396505,3.448831963651174,2.1767436096287684,-0.5373737925510262,38.38766117007182
all5_014,0.601133048524896,0.03902447453485599,0.24369420189415963,0.05492720044532453,0.061221074600763856,163.7777177132489,3.4422046626564553,2.2041057240521744,-0.5078751284617208,38.97327562166972
all5_133,0.4234487633066741,0.08724470963891216,0.4123672967347581,0.026343278194032392,0.050595952125623386,159.96566398794832,3.4117123617916665,2.2051574839212043,-0.5078751284617211,38.97310260167378
all5_170,0.7569093695194842,0.012128261447530193,0.05965843293821511,0.008400513969229872,0.16290342212554076,156.66439537733513,3.384887577895351,2.176619595993765,-0.507875128512352,37.21521296518112
all5_060,0.5836892173352463,0.04935120289716396,0.23347559760847403,0.08483552762063308,0.04864845453848275,154.58340625226836,3.367772150049973,2.19177643156941,-0.5078751284617204,38.97315352206419
all5_009,0.5087538672044829,0.11818727510554099,0.2628228998780162,0.06600652592536077,0.04422943188659912,153.96064870089688,3.3626185072359496,2.172942948371196,-0.53737379250343,38.973557683248096
all5_004,0.40353055015659145,0.045035747766787135,0.460706649784753,0.06651529662785362,0.02421175566401476,143.61727169286144,3.2747804088024717,2.172254282197036,-0.5078751284617209,39.559028929521745
all5_145,0.684648419373151,0.027091172655476368,0.12923678211799192,0.08303365048900516,0.07598997536437561,142.42665398829308,3.264385142661343,2.1353558774351526,-0.5078751284617213,38.38709419221479
all5_047,0.4696811006231751,0.033635693163978374,0.327174697925319,0.06736149821453037,0.10214701007299719,142.15699620348715,3.262022230957278,2.1470870700825153,-0.5078751284617204,38.97321464052299
all5_019,0.5650676017571782,0.06105511983411229,0.1324504065397004,0.0010451366547269735,0.24038173521428213,132.24647907352593,3.172889278506805,2.1232451034980917,-0.5486544980934066,38.97351142250966
all5_070,0.3625847462933484,0.09640042890397428,0.4528656940889269,0.00010842630019022838,0.08804070441356,130.49111284608415,3.1566132375017855,2.1380107481651933,-0.5078751284617206,39.55921767809539
all5_055,0.5729994086568089,0.08631160770962307,0.11806715963437261,0.000812197877463955,0.22180962612173136,129.31678807545052,3.14563803038863,2.1151569347978447,-0.5586532735861167,38.97346978572245
all5_061,0.4168172828685493,0.09052764784997412,0.3255277555791565,0.009622028167183373,0.1575052855351368,128.36652113787108,3.136705127145863,2.080531234700627,-0.5373737925034301,38.9736744501211
all5_084,0.5171972749614471,0.03152632525059247,0.2243259560588726,0.0012637493597044884,0.22568669436938343,124.21908692795098,3.0971603940334864,2.119601948383598,-0.5198751312704024,38.973210517038844
all5_122,0.5837975227998525,0.0044870996830588105,0.1565607940554824,0.04442542382229595,0.21072915963931033,118.94326482076215,3.0454830912524917,2.0908869035768918,-0.5309513857758053,39.55940063869097
all5_176,0.34341484172711784,0.014164654532632145,0.5614112184332337,0.02926790193413329,0.051741383372883074,118.40855819290955,3.040155679288077,2.0959394891719123,-0.5078751284617209,39.559156623120366
all5_087,0.3458354926167302,0.02526980930952635,0.5321815074434826,0.0006940093717914482,0.0960191812584693,118.31894823839743,3.0392612091437208,2.1004110798537017,-0.5078751284617208,39.55927257937453
all5_146,0.41410450858438613,0.1283247324408691,0.27650848934040223,0.0025974811802833555,0.17846478845405908,118.27308520045744,3.038803227260047,2.0448971188449176,-0.5373737925034292,38.38764990155622
all5_121,0.4554869017442791,0.2486015509344277,0.17085637905160866,0.0009993329227994039,0.1240558353468852,115.92825647334435,3.015218757973562,2.039104755101953,-0.49981770035187667,38.9737824586138
all5_028,0.5768413559815588,0.13449845318548068,0.12041928021208816,4.123764043005178e-05,0.16819967298044222,114.33401783111306,2.998990352995556,2.0384336662576903,-0.5373737925034303,38.973814547269015
all5_080,0.2573583236904456,0.09509493863196443,0.5828414768193998,0.015323560462466738,0.0493817003957234,113.08371335610329,2.9861506100001884,2.0827112828211063,-0.507875128461721,40.731542859011306
all5_141,0.3787316237603907,0.20273365043647096,0.29013510402939763,0.0009414424131744615,0.12745817936056622,109.57860304634463,2.949611773815398,2.0180603942676076,-0.5373737925034296,38.387728593848344
all5_173,0.5742178834816496,0.0828783325818664,0.3300913984526913,0.0001233409607630086,0.012689044523029637,109.34430426898172,2.9471400170378494,2.1812683745698527,-0.5078751284617218,37.215263807559374
all5_072,0.5924703814774659,0.17532823657144408,0.11939257795553972,0.005470300102933447,0.10733850389261676,109.03780667052524,2.943900928248029,2.0187614580848683,-0.5373737925034299,38.38770911214194
all5_107,0.575323951975297,0.05176563624490011,0.31894307529123056,0.015203750595309734,0.03876358589326265,108.9056295578328,2.942502082712021,2.1837972721494165,-0.5078751284617211,37.215566309798405
all5_005,0.4691405259730758,0.14617514203884774,0.2246148973725644,0.0010580297767350047,0.15901140483877696,107.02354763596466,2.922452204782746,2.009955347764836,-0.5373737925034299,38.97381446120636
all5_048,0.4431940853936482,0.21703775477506695,0.19344337814372978,0.021020052097098202,0.12530472959045688,107.02354763596466,2.922452204782746,2.009955347764836,-0.5373737925034299,38.97381446120636
all5_164,0.3425288729753694,0.12185187886158437,0.4646525518660489,0.006031782422829015,0.06493491387416828,106.05373228211887,2.9120232002925728,2.0536550875954833,-0.5373737925034296,39.5596988663844
all5_029,0.6082944415764782,0.020092260632374324,0.10346378874049525,0.006966273594625363,0.261183235456027,105.52564905939948,2.906316006235084,2.0735941621376424,-0.5198751312704035,38.387323628920264
all5_085,0.45558224105800793,0.07925758172401032,0.2626315110257017,0.017391800560207005,0.18513686563207293,105.30454260569329,2.903920423242703,2.0131850043805133,-0.5373737925034296,38.97356937030252
all5_074,0.4252129235388142,0.009670158988248344,0.3164872128998427,0.012884174661343768,0.2357455299117509,103.42585586599735,2.8834207530597116,2.07274612031666,-0.5198751312240191,37.80113883095281
