weight_name,momentum_rank,ret_21_rank,ret_42_rank,near_high_rank,multiple,cagr,sharpe,mdd,turnover
best_current,0.607681,0.268948,0.017319,0.106052,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_069,0.6032801404206011,0.2762787762788795,0.01986507188810371,0.10057601141241582,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_071,0.6251153002637302,0.2634862926033133,0.008252116194314322,0.10314629093864217,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_081,0.5942653254583329,0.277035779719473,0.02831356593666102,0.10038532888553311,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_096,0.6352556122435459,0.25865191615384864,1.0199055349243642e-06,0.10609145169707047,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_113,0.6143778372984242,0.2723177189091732,0.013603904762676356,0.09970053902972614,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_119,0.5992417697365069,0.25517054452955734,0.03928794930875469,0.10629973642518106,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_125,0.5977362661404848,0.26395184648476866,0.03493845438541437,0.1033734329893321,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_135,0.6042269487183882,0.2729668549512367,0.023790054637952293,0.09901614169242266,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_150,0.6276439511213512,0.2625575771036314,0.0039800297282857255,0.10581844204673178,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_157,0.6092915990592744,0.2718016625323039,0.022849770345956383,0.09605696806246525,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_164,0.6014430381827998,0.2663582087491789,0.026586892097440522,0.10561186097058071,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_170,0.6203350670749078,0.27149099212086114,0.010417964573090596,0.09775597623114046,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_175,0.6166564803195395,0.26273305850130574,0.01891806729618022,0.1016923938829746,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_185,0.6170717380692853,0.2650187174082339,0.01067661248520273,0.10723293203727828,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_208,0.6039585733455115,0.2791126736882323,0.019622527389280036,0.09730622557697621,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_250,0.6341455056593961,0.2589207567892357,0.0008796685826285554,0.10605406896873969,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_267,0.6125057553763832,0.26101976901298896,0.022636572467916803,0.10383790314271106,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_268,0.6009820117949328,0.27427593168000564,0.02525101411553574,0.09949104240952579,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
local_299,0.5986617036411456,0.27633507279999253,0.02413824054832548,0.10086498301053634,158.33508454007347,3.3985123887311186,2.142502333884719,-0.523044833998564,44.83432269878367
