universe,min_history_days,min_daily_dollar_volume,earliest_universe_date,weight_name,stop_lb,seed_asset,risk_off_asset,multiple,cagr,sharpe,max_drawdown,annualized_turnover
loose,30,5000000,2022-12-31,breakout,14,btc,cash,10.133798694825117,0.9685939838136117,1.3289677589356432,-0.45860753451878455,16.397976349418784
loose,30,5000000,2022-12-31,breakout,14,eth,cash,10.133798694825117,0.9685939838136117,1.3289677589356432,-0.45860753451878455,16.397976349418784
loose,30,5000000,2022-12-31,breakout,14,cash,cash,10.133798694825117,0.9685939838136117,1.3289677589356432,-0.45860753451878455,16.397976349418784
loose,30,5000000,2022-12-31,base,14,btc,eth,10.131924429968114,0.9684874906963983,1.2165055099018836,-0.7503268888613939,36.911618840971606
loose,30,5000000,2022-12-31,base,14,eth,eth,10.131924429968114,0.9684874906963983,1.2165055099018836,-0.7503268888613939,36.911618840971606
loose,30,5000000,2022-12-31,base,14,cash,eth,10.131924429968114,0.9684874906963983,1.2165055099018836,-0.7503268888613939,36.911618840971606
medium,60,10000000,2023-01-30,base,13,btc,eth,9.729001875449656,0.9452629049554304,1.1969963294463994,-0.7299745440809794,35.1549800973125
medium,60,10000000,2023-01-30,base,13,eth,eth,9.729001875449656,0.9452629049554304,1.1969963294463994,-0.7299745440809794,35.1549800973125
medium,60,10000000,2023-01-30,base,13,cash,eth,9.729001875449656,0.9452629049554304,1.1969963294463994,-0.7299745440809794,35.1549800973125
medium,60,10000000,2023-01-30,base,12,btc,eth,9.510044498001221,0.9323555710834532,1.1884399091532245,-0.6755250876778871,35.155705399982516
medium,60,10000000,2023-01-30,base,12,eth,eth,9.510044498001221,0.9323555710834532,1.1884399091532245,-0.6755250876778871,35.155705399982516
medium,60,10000000,2023-01-30,base,12,cash,eth,9.510044498001221,0.9323555710834532,1.1884399091532245,-0.6755250876778871,35.155705399982516
loose,30,5000000,2022-12-31,breakout,12,btc,eth,9.10561566816414,0.9079510472204262,1.1710656234616919,-0.7035495724997242,35.155671623586194
loose,30,5000000,2022-12-31,breakout,12,eth,eth,9.10561566816414,0.9079510472204262,1.1710656234616919,-0.7035495724997242,35.155671623586194
loose,30,5000000,2022-12-31,breakout,12,cash,eth,9.10561566816414,0.9079510472204262,1.1710656234616919,-0.7035495724997242,35.155671623586194
loose,30,5000000,2022-12-31,breakout,13,btc,eth,8.882786523465834,0.8941756357131032,1.1531023503743085,-0.7073692936912302,33.98306591149461
loose,30,5000000,2022-12-31,breakout,13,eth,eth,8.882786523465834,0.8941756357131032,1.1531023503743085,-0.7073692936912302,33.98306591149461
loose,30,5000000,2022-12-31,breakout,13,cash,eth,8.882786523465834,0.8941756357131032,1.1531023503743085,-0.7073692936912302,33.98306591149461
medium,60,10000000,2023-01-30,base,14,btc,eth,8.665138768020658,0.880482444287811,1.157087187330677,-0.7503268888613939,36.91193741835573
medium,60,10000000,2023-01-30,base,14,eth,eth,8.665138768020658,0.880482444287811,1.157087187330677,-0.7503268888613939,36.91193741835573
medium,60,10000000,2023-01-30,base,14,cash,eth,8.665138768020658,0.880482444287811,1.157087187330677,-0.7503268888613939,36.91193741835573
loose,30,5000000,2022-12-31,breakout,14,btc,eth,6.780427254644537,0.750314326145016,1.062809304203605,-0.746564308946789,36.91200693249226
loose,30,5000000,2022-12-31,breakout,14,eth,eth,6.780427254644537,0.750314326145016,1.062809304203605,-0.746564308946789,36.91200693249226
loose,30,5000000,2022-12-31,breakout,14,cash,eth,6.780427254644537,0.750314326145016,1.062809304203605,-0.746564308946789,36.91200693249226
