universe,min_history_days,min_daily_dollar_volume,earliest_universe_date,weight_name,stop_lb,seed_asset,risk_off_asset,multiple,cagr,sharpe,max_drawdown,annualized_turnover
medium,60,10000000,2023-01-30,base,12,eth,btc,23.784054367694367,1.5265012112898373,1.5946500072979772,-0.49391611235625055,36.327868748889244
medium,60,10000000,2023-01-30,base,12,cash,btc,23.784054367694367,1.5265012112898373,1.5946500072979772,-0.49391611235625055,36.327868748889244
loose,30,5000000,2022-12-31,short_accel,12,btc,cash,23.381072838010226,1.5139056458638995,1.758439193274243,-0.3360620207290633,16.39802576433977
loose,30,5000000,2022-12-31,short_accel,12,eth,cash,23.381072838010226,1.5139056458638995,1.758439193274243,-0.3360620207290633,16.39802576433977
loose,30,5000000,2022-12-31,short_accel,12,cash,cash,23.381072838010226,1.5139056458638995,1.758439193274243,-0.3360620207290633,16.39802576433977
loose,30,5000000,2022-12-31,base,14,btc,btc,23.32637369113104,1.5121841613008828,1.5951990219699945,-0.5746927933893384,36.91155730291806
loose,30,5000000,2022-12-31,base,14,eth,btc,23.32637369113104,1.5121841613008828,1.5951990219699945,-0.5746927933893384,36.91155730291806
loose,30,5000000,2022-12-31,base,14,cash,btc,23.32637369113104,1.5121841613008828,1.5951990219699945,-0.5746927933893384,36.91155730291806
loose,30,5000000,2022-12-31,breakout,12,btc,btc,22.95108699036193,1.500295491585954,1.5714050339562196,-0.5114730824432787,35.15567535253618
loose,30,5000000,2022-12-31,breakout,12,eth,btc,22.95108699036193,1.500295491585954,1.5714050339562196,-0.5114730824432787,35.15567535253618
loose,30,5000000,2022-12-31,breakout,12,cash,btc,22.95108699036193,1.500295491585954,1.5714050339562196,-0.5114730824432787,35.15567535253618
loose,30,5000000,2022-12-31,short_accel,14,btc,cash,22.322103189188578,1.4800577362285852,1.6998940105075264,-0.3621175949162093,16.397716965412997
loose,30,5000000,2022-12-31,short_accel,14,eth,cash,22.322103189188578,1.4800577362285852,1.6998940105075264,-0.3621175949162093,16.397716965412997
loose,30,5000000,2022-12-31,short_accel,14,cash,cash,22.322103189188578,1.4800577362285852,1.6998940105075264,-0.3621175949162093,16.397716965412997
medium,60,10000000,2023-01-30,balanced,13,btc,cash,22.206131334697915,1.4762823846259385,1.6468654394943598,-0.34796336997924004,16.398651172146806
medium,60,10000000,2023-01-30,balanced,13,eth,cash,22.206131334697915,1.4762823846259385,1.6468654394943598,-0.34796336997924004,16.398651172146806
medium,60,10000000,2023-01-30,balanced,13,cash,cash,22.206131334697915,1.4762823846259385,1.6468654394943598,-0.34796336997924004,16.398651172146806
medium,60,10000000,2023-01-30,short_accel,14,btc,cash,21.78238326956686,1.4623678953929549,1.6790570467112707,-0.36211759491620965,15.811736425417374
medium,60,10000000,2023-01-30,short_accel,14,eth,cash,21.78238326956686,1.4623678953929549,1.6790570467112707,-0.36211759491620965,15.811736425417374
medium,60,10000000,2023-01-30,short_accel,14,cash,cash,21.78238326956686,1.4623678953929549,1.6790570467112707,-0.36211759491620965,15.811736425417374
loose,30,5000000,2022-12-31,balanced,12,btc,cash,21.436258827033114,1.4508594996768487,1.694813581141886,-0.34834713189678923,16.397970144454717
loose,30,5000000,2022-12-31,balanced,12,eth,cash,21.436258827033114,1.4508594996768487,1.694813581141886,-0.34834713189678923,16.397970144454717
