universe,earliest_universe_date,freq,weights,base_regime,stop_lb,regime_overlay,multiple,cagr,sharpe,mdd,turnover,monthly_win_rate
loose,2022-12-31,16D,short_accel,bull_only,14,False,2.501255060363645,0.3075203225687597,0.8288054707871051,-0.6026528055853351,19.03263134509503,0.5476190476190477
loose,2022-12-31,16D,balanced,bull_only,14,False,2.501255060363645,0.3075203225687597,0.8288054707871051,-0.6026528055853351,19.03263134509503,0.5476190476190477
loose,2022-12-31,12D,short_accel,always_on,13,False,2.45150524235842,0.2998601204844922,0.8354139687704132,-0.5379694272644988,23.426056421888244,0.5238095238095238
loose,2022-12-31,12D,balanced,always_on,13,False,2.4507151710568364,0.29973758612627677,0.8351935404142381,-0.5381183305136805,23.426056421888244,0.5238095238095238
loose,2022-12-31,16D,breakout,bull_only,13,False,2.4128847468004744,0.29383736265787075,0.813795762674898,-0.5813327967930169,20.20394233150277,0.5238095238095238
medium,2023-01-30,12D,short_accel,bull_only,14,False,2.362092574140502,0.2858117283150585,0.8107181647385145,-0.5138110926856585,21.667001296033096,0.5476190476190477
medium,2023-01-30,12D,breakout,bull_only,14,False,2.362092574140502,0.2858117283150585,0.8107181647385145,-0.5138110926856585,21.667001296033096,0.5476190476190477
loose,2022-12-31,16D,breakout,bull_only,12,False,2.345079963085512,0.28309629326700225,0.8019705977285314,-0.5039133779251711,17.861917118341946,0.5238095238095238
medium,2023-01-30,12D,balanced,bull_only,14,False,2.2756355983385053,0.27186524422716496,0.7835071835575066,-0.5138110926856583,21.66692768214076,0.5476190476190477
loose,2022-12-31,12D,short_accel,bull_only,14,False,2.2756355983385053,0.27186524422716496,0.7835071835575066,-0.5138110926856583,21.66692768214076,0.5476190476190477
loose,2022-12-31,12D,breakout,bull_only,14,False,2.2756355983385053,0.27186524422716496,0.7835071835575066,-0.5138110926856583,21.66692768214076,0.5476190476190477
loose,2022-12-31,12D,balanced,bull_only,14,False,2.2756355983385053,0.27186524422716496,0.7835071835575066,-0.5138110926856583,21.66692768214076,0.5476190476190477
medium,2023-01-30,12D,short_accel,always_on,14,False,2.2626074535844727,0.2697313110914181,0.7763559902205575,-0.5138110926856583,21.668227666236444,0.5238095238095238
medium,2023-01-30,12D,breakout,always_on,14,False,2.2626074535844727,0.2697313110914181,0.7763559902205575,-0.5138110926856583,21.668227666236444,0.5238095238095238
medium,2023-01-30,12D,short_accel,bull_only,13,False,2.230648192072468,0.26445949932525736,0.7773999801301315,-0.5457723637274101,22.839449973183026,0.5238095238095238
medium,2023-01-30,12D,breakout,bull_only,13,False,2.229929298598353,0.264340302089495,0.7771742999425867,-0.5459187522456173,22.839449973183026,0.5238095238095238
medium,2023-01-30,12D,short_accel,always_on,13,False,2.211302128693122,0.26124227185533,0.7672517008350598,-0.5497118090739287,23.426167089354667,0.5238095238095238
medium,2023-01-30,12D,breakout,always_on,13,False,2.2105894700698268,0.2611233778990494,0.7670282671724427,-0.5498569279873813,23.426167089354667,0.5238095238095238
medium,2023-01-30,12D,balanced,always_on,14,False,2.1797918179885003,0.25595924233820977,0.7495801202394866,-0.5138110926856584,21.6681540523441,0.5238095238095238
loose,2022-12-31,12D,breakout,always_on,14,False,2.1797918179885003,0.25595924233820977,0.7495801202394866,-0.5138110926856584,21.6681540523441,0.5238095238095238
loose,2022-12-31,16D,breakout,always_on,14,False,2.1513621639266995,0.2511461463342124,0.7110897382132363,-0.5754141511886018,22.550765355129542,0.5476190476190477
loose,2022-12-31,12D,short_accel,bull_only,13,False,2.1490023230604325,0.2507446106816129,0.7497321679759213,-0.5457723637274103,22.839376359530032,0.5238095238095238
medium,2023-01-30,12D,balanced,bull_only,13,False,2.148309742423379,0.25062670631194583,0.7495067508175755,-0.5459187522456175,22.839376359530032,0.5238095238095238
loose,2022-12-31,12D,breakout,bull_only,13,False,2.148309742423379,0.25062670631194583,0.7495067508175755,-0.5459187522456175,22.839376359530032,0.5238095238095238
loose,2022-12-31,12D,balanced,bull_only,13,False,2.148309742423379,0.25062670631194583,0.7495067508175755,-0.5459187522456175,22.839376359530032,0.5238095238095238
medium,2023-01-30,12D,balanced,always_on,13,False,2.1296777875579314,0.2474446743082972,0.7397178603184806,-0.5498569279873808,23.426093475701666,0.5238095238095238
loose,2022-12-31,12D,breakout,always_on,13,False,2.1296777875579314,0.2474446743082972,0.7397178603184806,-0.5498569279873808,23.426093475701666,0.5238095238095238
loose,2022-12-31,16D,breakout,bull_only,14,False,2.0019988853516835,0.22509144848331397,0.6829059072143184,-0.6026528055853342,19.03288386318389,0.5476190476190477
loose,2022-12-31,12D,short_accel,always_on,12,False,1.9907143646144427,0.22306780501350087,0.6889688484521399,-0.5240733387659751,21.08299742753746,0.5238095238095238
loose,2022-12-31,12D,balanced,always_on,12,False,1.9907143646144427,0.22306780501350087,0.6889688484521399,-0.5240733387659751,21.08299742753746,0.5238095238095238
medium,2023-01-30,12D,short_accel,bull_only,12,False,1.8113701417070813,0.18975855939039543,0.6279396273183229,-0.5240733387659748,20.49639097667645,0.5238095238095238
medium,2023-01-30,12D,breakout,bull_only,12,False,1.8113701417070813,0.18975855939039543,0.6279396273183229,-0.5240733387659748,20.49639097667645,0.5238095238095238
medium,2023-01-30,12D,short_accel,always_on,12,False,1.7956604110019314,0.1867313971816531,0.6194817042968389,-0.5240733387659753,21.083108095072536,0.5238095238095238
medium,2023-01-30,12D,breakout,always_on,12,False,1.7956604110019314,0.1867313971816531,0.6194817042968389,-0.5240733387659753,21.083108095072536,0.5238095238095238
medium,2023-01-30,12D,balanced,bull_only,12,False,1.7450706284769295,0.17685391027860575,0.6007825495608151,-0.524073338765974,20.496317363023458,0.5238095238095238
loose,2022-12-31,12D,short_accel,bull_only,12,False,1.7450706284769295,0.17685391027860575,0.6007825495608151,-0.524073338765974,20.496317363023458,0.5238095238095238
loose,2022-12-31,12D,breakout,bull_only,12,False,1.7450706284769295,0.17685391027860575,0.6007825495608151,-0.524073338765974,20.496317363023458,0.5238095238095238
loose,2022-12-31,12D,balanced,bull_only,12,False,1.7450706284769295,0.17685391027860575,0.6007825495608151,-0.524073338765974,20.496317363023458,0.5238095238095238
medium,2023-01-30,12D,balanced,always_on,12,False,1.7299359031087602,0.17385958201402807,0.5926647181847078,-0.5240733387659744,21.08303448141954,0.5238095238095238
loose,2022-12-31,12D,breakout,always_on,12,False,1.7299359031087602,0.17385958201402807,0.5926647181847078,-0.5240733387659744,21.08303448141954,0.5238095238095238
