weight_name,momentum_rank,ret_21_rank,ret_42_rank,near_high_rank,multiple,cagr,sharpe,mdd,turnover
best_exbtc,0.607681,0.268948,0.017319,0.106052,159.15046599153155,3.4051250787630885,2.145643609412418,-0.5230448340476341,45.420485686209
exbtc_186,0.6078757615503241,0.27210026468235665,0.013872318283713818,0.10615165548360525,141.14725260753573,3.253145946526625,2.109508535561852,-0.5230448339985634,45.420465443858156
exbtc_001,0.4381913715146104,0.3035202427853264,0.014516464661989383,0.24377192103807388,117.10505782508027,3.027096883646255,2.0685411806716405,-0.5230448340476337,46.006147265256374
exbtc_129,0.4025587751897064,0.2520916655919535,0.09306093365509552,0.2522886255632448,110.77741028665176,2.962200524232677,2.045533584668764,-0.5230448340476341,45.42012280275372
exbtc_111,0.6757332740387603,0.17388467821812967,0.02672032910043755,0.12366171864267277,110.71279848949224,2.961524495780623,2.0331961344690135,-0.5710243186752325,44.24870816468962
exbtc_183,0.5668027302332894,0.26012806232542696,0.041671215541152495,0.13139799190013107,103.94999303859892,2.8891663016851203,2.0209865729722587,-0.5230448340476341,46.00658786349712
exbtc_304,0.446792793768361,0.26397283249135634,0.10170820057636472,0.18752617316391784,103.94999303859892,2.8891663016851203,2.0209865729722587,-0.5230448340476341,46.00658786349712
exbtc_380,0.5910681427667094,0.26542071252457805,0.03153096564667142,0.11198017906204115,103.94999303859892,2.8891663016851203,2.0209865729722587,-0.5230448340476341,46.00658786349712
exbtc_299,0.38576379957844137,0.2838969696248877,0.12902664063498337,0.20131259016168762,103.04921580126312,2.879279322186757,2.0026117844453846,-0.5230448340476341,45.420486684556195
exbtc_012,0.6963241353955913,0.15654927036467153,0.003091199951808733,0.14403539428792822,101.8632008570596,2.8661678609048105,2.0137407819697435,-0.523044834047633,44.83454158125947
exbtc_244,0.6797254338701431,0.1754977729028287,0.008104758912179093,0.13667203431484906,101.8632008570596,2.8661678609048105,2.0137407819697435,-0.523044834047633,44.83454158125947
exbtc_285,0.6834087726283651,0.15773293381293785,0.005843343539318897,0.1530149500193782,101.8632008570596,2.8661678609048105,2.0137407819697435,-0.523044834047633,44.83454158125947
exbtc_293,0.6655408394803755,0.18088983609092582,0.018960253173973183,0.13460907125472563,101.8632008570596,2.8661678609048105,2.0137407819697435,-0.523044834047633,44.83454158125947
exbtc_301,0.6243680264216638,0.2711019856280941,0.00978995272386773,0.09474003522637436,101.77840583543738,2.8652263183394022,2.0006922292994993,-0.523044833998564,46.006201051305474
exbtc_275,0.4237898758424895,0.25660587452253253,0.16847691917235336,0.15112733046262455,96.27866088770563,2.8029355242898575,1.9924493817415883,-0.5230448340476345,45.420563400994475
