weight_name,momentum_rank,ret_21_rank,ret_42_rank,near_high_rank,multiple,cagr,sharpe,mdd,turnover
current_best,0.607681,0.268948,0.017319,0.106052,236.99983312605926,3.9492305844527538,2.2937857129091577,-0.5078751284617207,37.8012035414024
all1m_084,0.6420296474763058,0.24588431286994508,0.003255069216542717,0.10883097043720649,216.23187494450164,3.818248326148476,2.261330402725148,-0.5078751284617204,37.21508160070203
all1m_160,0.6451677335993204,0.23020031947962127,1.2067433529440994e-05,0.1246198794875289,209.73301961541225,3.7754371034753413,2.2547626065117,-0.5078751285123521,37.21511757105306
all1m_204,0.6299410384291191,0.24728971830784607,5.236431074597357e-06,0.12276400683196023,209.73301961541225,3.7754371034753413,2.2547626065117,-0.5078751285123521,37.21511757105306
all1m_264,0.637321621328179,0.22959737068988342,0.01861530447487577,0.11446570350706184,209.73301961541225,3.7754371034753413,2.2547626065117,-0.5078751285123521,37.21511757105306
all1m_206,0.6063243725860515,0.2927694705766697,0.0008983729589386732,0.10000778387834021,203.87296987797401,3.736021655448363,2.251458260341564,-0.5078751284617207,37.801219269980116
all1m_294,0.6119383758408921,0.28557107229665946,0.0054968547355223486,0.09699369712692626,203.87296987797401,3.736021655448363,2.251458260341564,-0.5078751284617207,37.801219269980116
all1m_032,0.5949588264513304,0.30913122120142983,2.228247318240681e-05,0.09588766987405742,203.49220392569404,3.7334329801950217,2.2507716391120174,-0.5078751284617204,37.801219269980116
all1m_105,0.5931686096215238,0.29995535545428964,0.0019606320783491097,0.10491540284583745,203.49220392569404,3.7334329801950217,2.2507716391120174,-0.5078751284617204,37.801219269980116
all1m_027,0.48696539009952167,0.3997883644647431,0.005959944352431881,0.1072863010833034,200.1068177146207,3.7102650199087295,2.2420100277900836,-0.5078751284617213,38.387324619044534
all1m_057,0.5337515213867898,0.33825586324628576,0.007936936930055044,0.1200556784368694,200.1068177146207,3.7102650199087295,2.2420100277900836,-0.5078751284617213,38.387324619044534
all1m_060,0.4583871489526669,0.4223899885685226,0.0007524030533964371,0.11847045942541401,200.1068177146207,3.7102650199087295,2.2420100277900836,-0.5078751284617213,38.387324619044534
all1m_218,0.5480656125755542,0.3202923780976949,0.010400984477030731,0.12124102484972002,200.1068177146207,3.7102650199087295,2.2420100277900836,-0.5078751284617213,38.387324619044534
all1m_285,0.44075579275928567,0.4385747138996051,0.0003790206275910674,0.12029047271351814,200.1068177146207,3.7102650199087295,2.2420100277900836,-0.5078751284617213,38.387324619044534
momish,0.62,0.26,0.02,0.1,197.59848025671647,3.6929196686695187,2.2273515499176892,-0.5078751284617201,38.386871767741845
all1m_016,0.6407077453140385,0.2565668951649169,0.00041675082269797427,0.10230860869834664,197.59848025671647,3.6929196686695187,2.2273515499176892,-0.5078751284617201,38.386871767741845
all1m_270,0.4176679227520147,0.283641351767525,0.1318260758361324,0.16686464964432787,184.25564866602033,3.5979365886589907,2.225182383792961,-0.5078751285123526,39.55957639228732
all1m_070,0.6639577199946496,0.212424480086494,0.004277297957487725,0.1193405019613686,177.79921981007865,3.5502197198311016,2.2041852906220663,-0.5078751285123517,36.62929902370931
all1m_157,0.6350817326516464,0.17366214692626133,0.028642343243238978,0.16261377717885334,173.5569171921922,3.5181951679027605,2.2082133228949847,-0.5078751285123516,37.80111366352493
all1m_271,0.6041714088598787,0.18230729846993793,0.05914817979006495,0.15437311288011848,173.5569171921922,3.5181951679027605,2.2082133228949847,-0.5078751285123516,37.80111366352493
all1m_286,0.6423513346572396,0.16881002736275594,0.024744856359561716,0.16409378162044272,173.5569171921922,3.5181951679027605,2.2082133228949847,-0.5078751285123516,37.80111366352493
all1m_002,0.6370695672053512,0.20260436115337183,0.0009779620626773969,0.15934810957859968,173.23277140234538,3.5157255550352877,2.207521310597682,-0.5078751285123522,37.80111366352493
all1m_034,0.6601206787794895,0.16538009092420275,0.0031983954266566438,0.17130083486965092,173.23277140234538,3.5157255550352877,2.207521310597682,-0.5078751285123522,37.80111366352493
all1m_035,0.6138543289023207,0.20875492213789323,0.005763064099135508,0.17162768486065055,173.23277140234538,3.5157255550352877,2.207521310597682,-0.5078751285123522,37.80111366352493
all1m_072,0.6065377408216527,0.20817668774552117,0.013342406898499855,0.17194316453432637,173.23277140234538,3.5157255550352877,2.207521310597682,-0.5078751285123522,37.80111366352493
all1m_077,0.640358705862155,0.19761593999639138,1.3522662684601674e-05,0.16201183147876894,173.23277140234538,3.5157255550352877,2.207521310597682,-0.5078751285123522,37.80111366352493
all1m_090,0.6066789312441995,0.24931680969341263,0.011094277008626644,0.13290998205376112,173.23277140234538,3.5157255550352877,2.207521310597682,-0.5078751285123522,37.80111366352493
