rebalance_date,strategy,coin_id,coin_rank,coin_score,coin_weight
2022-07-31,TOP20_MOM_top8_monthly__always_on,binancecoin,2,,0.125
2022-07-31,TOP20_MOM_top8_monthly__always_on,chainlink,3,,0.125
2022-07-31,TOP20_MOM_top8_monthly__always_on,ethereum,4,,0.125
2022-07-31,TOP20_MOM_top8_monthly__always_on,ethereum-classic,5,,0.125
2022-07-31,TOP20_MOM_top8_monthly__always_on,filecoin,6,,0.125
2022-07-31,TOP20_MOM_top8_monthly__always_on,immutable-x,7,,0.125
2022-07-31,TOP20_MOM_top8_monthly__always_on,optimism,8,,0.125
2022-07-31,TOP20_SECTOR_top2_monthly__always_on,bitcoin,1,,0.25
2022-07-31,TOP20_SECTOR_top2_monthly__always_on,ethereum,2,,0.25
2022-07-31,TOP20_SECTOR_top2_monthly__always_on,ethereum-classic,3,,0.25
2022-07-31,TOP20_SECTOR_top2_monthly__always_on,optimism,4,,0.25
2022-07-31,TOP20_SECTOR_top3_monthly__always_on,bitcoin,1,,0.16666666666666666
2022-07-31,TOP20_SECTOR_top3_monthly__always_on,chainlink,2,,0.16666666666666666
2022-07-31,TOP20_SECTOR_top3_monthly__always_on,ethereum,3,,0.16666666666666666
2022-07-31,TOP20_SECTOR_top3_monthly__always_on,ethereum-classic,4,,0.16666666666666666
2022-07-31,TOP20_SECTOR_top3_monthly__always_on,filecoin,5,,0.16666666666666666
2022-07-31,TOP20_SECTOR_top3_monthly__always_on,optimism,6,,0.16666666666666666
2022-07-31,TOP20_SECTOR_top4_monthly__always_on,ripple,1,,0.25
2022-07-31,TOP20_SECTOR_top4_monthly__always_on,bitcoin,2,,0.125
2022-07-31,TOP20_SECTOR_top4_monthly__always_on,chainlink,3,,0.125
2022-07-31,TOP20_SECTOR_top4_monthly__always_on,ethereum,4,,0.125
2022-07-31,TOP20_SECTOR_top4_monthly__always_on,ethereum-classic,5,,0.125
2022-07-31,TOP20_SECTOR_top4_monthly__always_on,filecoin,6,,0.125
2022-07-31,TOP20_SECTOR_top4_monthly__always_on,optimism,7,,0.125
2022-08-12,TOP20_MOM_top4_biweekly__always_on,avalanche-2,1,,0.25
2022-08-12,TOP20_MOM_top4_biweekly__always_on,ethereum,2,,0.25
2022-08-12,TOP20_MOM_top4_biweekly__always_on,ethereum-classic,3,,0.25
2022-08-12,TOP20_MOM_top4_biweekly__always_on,optimism,4,,0.25
2022-08-12,TOP20_MOM_top6_biweekly__always_on,avalanche-2,1,,0.16666666666666666
2022-08-12,TOP20_MOM_top6_biweekly__always_on,binancecoin,2,,0.16666666666666666
2022-08-12,TOP20_MOM_top6_biweekly__always_on,chainlink,3,,0.16666666666666666
2022-08-12,TOP20_MOM_top6_biweekly__always_on,ethereum,4,,0.16666666666666666
2022-08-12,TOP20_MOM_top6_biweekly__always_on,ethereum-classic,5,,0.16666666666666666
2022-08-12,TOP20_MOM_top6_biweekly__always_on,optimism,6,,0.16666666666666666
2022-08-12,TOP20_MOM_top8_biweekly__always_on,avalanche-2,1,,0.125
2022-08-12,TOP20_MOM_top8_biweekly__always_on,binancecoin,2,,0.125
2022-08-12,TOP20_MOM_top8_biweekly__always_on,chainlink,3,,0.125
2022-08-12,TOP20_MOM_top8_biweekly__always_on,ethereum,4,,0.125
2022-08-12,TOP20_MOM_top8_biweekly__always_on,ethereum-classic,5,,0.125
2022-08-12,TOP20_MOM_top8_biweekly__always_on,optimism,6,,0.125
2022-08-12,TOP20_MOM_top8_biweekly__always_on,polkadot,7,,0.125
2022-08-12,TOP20_MOM_top8_biweekly__always_on,solana,8,,0.125
2022-08-12,TOP20_SECTOR_top2_biweekly__always_on,bitcoin,1,,0.25
2022-08-12,TOP20_SECTOR_top2_biweekly__always_on,ethereum,2,,0.25
2022-08-12,TOP20_SECTOR_top2_biweekly__always_on,ethereum-classic,3,,0.25
2022-08-12,TOP20_SECTOR_top2_biweekly__always_on,optimism,4,,0.25
2022-08-12,TOP20_SECTOR_top3_biweekly__always_on,chainlink,1,,0.3333333333333333
2022-08-12,TOP20_SECTOR_top3_biweekly__always_on,bitcoin,2,,0.16666666666666666
2022-08-12,TOP20_SECTOR_top3_biweekly__always_on,ethereum,3,,0.16666666666666666
2022-08-12,TOP20_SECTOR_top3_biweekly__always_on,ethereum-classic,4,,0.16666666666666666
2022-08-12,TOP20_SECTOR_top3_biweekly__always_on,optimism,5,,0.16666666666666666
2022-08-12,TOP20_SECTOR_top4_biweekly__always_on,binancecoin,1,,0.25
2022-08-12,TOP20_SECTOR_top4_biweekly__always_on,chainlink,2,,0.25
2022-08-12,TOP20_SECTOR_top4_biweekly__always_on,bitcoin,3,,0.125
2022-08-12,TOP20_SECTOR_top4_biweekly__always_on,ethereum,4,,0.125
2022-08-12,TOP20_SECTOR_top4_biweekly__always_on,ethereum-classic,5,,0.125
2022-08-12,TOP20_SECTOR_top4_biweekly__always_on,optimism,6,,0.125
2022-08-26,TOP20_MOM_top4_biweekly__always_on,eos,1,,0.25
2022-08-26,TOP20_MOM_top4_biweekly__always_on,ethereum-classic,2,,0.25
2022-08-26,TOP20_MOM_top4_biweekly__always_on,optimism,3,,0.25
2022-08-26,TOP20_MOM_top4_biweekly__always_on,shiba-inu,4,,0.25
2022-08-26,TOP20_MOM_top6_biweekly__always_on,binancecoin,1,,0.16666666666666666
2022-08-26,TOP20_MOM_top6_biweekly__always_on,eos,2,,0.16666666666666666
2022-08-26,TOP20_MOM_top6_biweekly__always_on,ethereum,3,,0.16666666666666666
2022-08-26,TOP20_MOM_top6_biweekly__always_on,ethereum-classic,4,,0.16666666666666666
2022-08-26,TOP20_MOM_top6_biweekly__always_on,optimism,5,,0.16666666666666666
2022-08-26,TOP20_MOM_top6_biweekly__always_on,shiba-inu,6,,0.16666666666666666
2022-08-26,TOP20_MOM_top8_biweekly__always_on,binancecoin,1,,0.125
2022-08-26,TOP20_MOM_top8_biweekly__always_on,chainlink,2,,0.125
2022-08-26,TOP20_MOM_top8_biweekly__always_on,eos,3,,0.125
2022-08-26,TOP20_MOM_top8_biweekly__always_on,ethereum,4,,0.125
2022-08-26,TOP20_MOM_top8_biweekly__always_on,ethereum-classic,5,,0.125
2022-08-26,TOP20_MOM_top8_biweekly__always_on,optimism,6,,0.125
2022-08-26,TOP20_MOM_top8_biweekly__always_on,ripple,7,,0.125
2022-08-26,TOP20_MOM_top8_biweekly__always_on,shiba-inu,8,,0.125
2022-08-26,TOP20_SECTOR_top2_biweekly__always_on,bitcoin,1,,0.25
2022-08-26,TOP20_SECTOR_top2_biweekly__always_on,dogecoin,2,,0.25
2022-08-26,TOP20_SECTOR_top2_biweekly__always_on,ethereum-classic,3,,0.25
2022-08-26,TOP20_SECTOR_top2_biweekly__always_on,shiba-inu,4,,0.25
2022-08-26,TOP20_SECTOR_top3_biweekly__always_on,bitcoin,1,,0.16666666666666666
2022-08-26,TOP20_SECTOR_top3_biweekly__always_on,dogecoin,2,,0.16666666666666666
2022-08-26,TOP20_SECTOR_top3_biweekly__always_on,eos,3,,0.16666666666666666
2022-08-26,TOP20_SECTOR_top3_biweekly__always_on,ethereum-classic,4,,0.16666666666666666
2022-08-26,TOP20_SECTOR_top3_biweekly__always_on,optimism,5,,0.16666666666666666
2022-08-26,TOP20_SECTOR_top3_biweekly__always_on,shiba-inu,6,,0.16666666666666666
2022-08-26,TOP20_SECTOR_top4_biweekly__always_on,binancecoin,1,,0.25
2022-08-26,TOP20_SECTOR_top4_biweekly__always_on,bitcoin,2,,0.125
2022-08-26,TOP20_SECTOR_top4_biweekly__always_on,dogecoin,3,,0.125
2022-08-26,TOP20_SECTOR_top4_biweekly__always_on,eos,4,,0.125
2022-08-26,TOP20_SECTOR_top4_biweekly__always_on,ethereum-classic,5,,0.125
2022-08-26,TOP20_SECTOR_top4_biweekly__always_on,optimism,6,,0.125
2022-08-26,TOP20_SECTOR_top4_biweekly__always_on,shiba-inu,7,,0.125
2022-08-31,TOP20_EQ__always_on,avalanche-2,1,,0.125
2022-08-31,TOP20_EQ__always_on,binancecoin,2,,0.125
2022-08-31,TOP20_EQ__always_on,bitcoin,3,,0.125
2022-08-31,TOP20_EQ__always_on,cardano,4,,0.125
2022-08-31,TOP20_EQ__always_on,ethereum,5,,0.125
2022-08-31,TOP20_EQ__always_on,optimism,6,,0.125
2022-08-31,TOP20_EQ__always_on,ripple,7,,0.125
2022-08-31,TOP20_EQ__always_on,solana,8,,0.125
2022-08-31,TOP20_MOM_top4_monthly__always_on,avalanche-2,1,,0.25
2022-08-31,TOP20_MOM_top4_monthly__always_on,binancecoin,2,,0.25
2022-08-31,TOP20_MOM_top4_monthly__always_on,ethereum,3,,0.25
2022-08-31,TOP20_MOM_top4_monthly__always_on,optimism,4,,0.25
2022-08-31,TOP20_MOM_top6_monthly__always_on,avalanche-2,1,,0.16666666666666666
2022-08-31,TOP20_MOM_top6_monthly__always_on,binancecoin,2,,0.16666666666666666
2022-08-31,TOP20_MOM_top6_monthly__always_on,cardano,3,,0.16666666666666666
2022-08-31,TOP20_MOM_top6_monthly__always_on,ethereum,4,,0.16666666666666666
2022-08-31,TOP20_MOM_top6_monthly__always_on,optimism,5,,0.16666666666666666
2022-08-31,TOP20_MOM_top6_monthly__always_on,ripple,6,,0.16666666666666666
2022-08-31,TOP20_MOM_top8_monthly__always_on,avalanche-2,1,,0.125
2022-08-31,TOP20_MOM_top8_monthly__always_on,binancecoin,2,,0.125
2022-08-31,TOP20_MOM_top8_monthly__always_on,bitcoin,3,,0.125
2022-08-31,TOP20_MOM_top8_monthly__always_on,cardano,4,,0.125
2022-08-31,TOP20_MOM_top8_monthly__always_on,ethereum,5,,0.125
2022-08-31,TOP20_MOM_top8_monthly__always_on,optimism,6,,0.125
2022-08-31,TOP20_MOM_top8_monthly__always_on,ripple,7,,0.125
2022-08-31,TOP20_MOM_top8_monthly__always_on,solana,8,,0.125
2022-08-31,TOP20_SECTOR_top2_monthly__always_on,binancecoin,1,,0.7
2022-08-31,TOP20_SECTOR_top2_monthly__always_on,ethereum,2,,0.15000000000000002
2022-08-31,TOP20_SECTOR_top2_monthly__always_on,optimism,3,,0.15000000000000002
2022-08-31,TOP20_SECTOR_top3_monthly__always_on,binancecoin,1,,0.3333333333333333
2022-08-31,TOP20_SECTOR_top3_monthly__always_on,bitcoin,2,,0.3333333333333333
2022-08-31,TOP20_SECTOR_top3_monthly__always_on,ethereum,3,,0.16666666666666666
2022-08-31,TOP20_SECTOR_top3_monthly__always_on,optimism,4,,0.16666666666666666
2022-08-31,TOP20_SECTOR_top4_monthly__always_on,binancecoin,1,,0.25
2022-08-31,TOP20_SECTOR_top4_monthly__always_on,bitcoin,2,,0.25
2022-08-31,TOP20_SECTOR_top4_monthly__always_on,ripple,3,,0.25
2022-08-31,TOP20_SECTOR_top4_monthly__always_on,ethereum,4,,0.125
2022-08-31,TOP20_SECTOR_top4_monthly__always_on,optimism,5,,0.125
2022-09-09,TOP20_MOM_top4_biweekly__always_on,eos,1,,0.25
2022-09-09,TOP20_MOM_top4_biweekly__always_on,ethereum-classic,2,,0.25
2022-09-09,TOP20_MOM_top4_biweekly__always_on,optimism,3,,0.25
2022-09-09,TOP20_MOM_top4_biweekly__always_on,shiba-inu,4,,0.25
2022-09-09,TOP20_MOM_top6_biweekly__always_on,binancecoin,1,,0.16666666666666666
2022-09-09,TOP20_MOM_top6_biweekly__always_on,eos,2,,0.16666666666666666
2022-09-09,TOP20_MOM_top6_biweekly__always_on,ethereum,3,,0.16666666666666666
2022-09-09,TOP20_MOM_top6_biweekly__always_on,ethereum-classic,4,,0.16666666666666666
2022-09-09,TOP20_MOM_top6_biweekly__always_on,optimism,5,,0.16666666666666666
2022-09-09,TOP20_MOM_top6_biweekly__always_on,shiba-inu,6,,0.16666666666666666
2022-09-09,TOP20_MOM_top8_biweekly__always_on,binancecoin,1,,0.125
2022-09-09,TOP20_MOM_top8_biweekly__always_on,chainlink,2,,0.125
2022-09-09,TOP20_MOM_top8_biweekly__always_on,eos,3,,0.125
2022-09-09,TOP20_MOM_top8_biweekly__always_on,ethereum,4,,0.125
2022-09-09,TOP20_MOM_top8_biweekly__always_on,ethereum-classic,5,,0.125
2022-09-09,TOP20_MOM_top8_biweekly__always_on,optimism,6,,0.125
2022-09-09,TOP20_MOM_top8_biweekly__always_on,ripple,7,,0.125
2022-09-09,TOP20_MOM_top8_biweekly__always_on,shiba-inu,8,,0.125
2022-09-09,TOP20_SECTOR_top2_biweekly__always_on,bitcoin,1,,0.25
2022-09-09,TOP20_SECTOR_top2_biweekly__always_on,eos,2,,0.25
2022-09-09,TOP20_SECTOR_top2_biweekly__always_on,ethereum-classic,3,,0.25
2022-09-09,TOP20_SECTOR_top2_biweekly__always_on,optimism,4,,0.25
2022-09-09,TOP20_SECTOR_top3_biweekly__always_on,chainlink,1,,0.3333333333333333
2022-09-09,TOP20_SECTOR_top3_biweekly__always_on,bitcoin,2,,0.16666666666666666
2022-09-09,TOP20_SECTOR_top3_biweekly__always_on,eos,3,,0.16666666666666666
2022-09-09,TOP20_SECTOR_top3_biweekly__always_on,ethereum-classic,4,,0.16666666666666666
2022-09-09,TOP20_SECTOR_top3_biweekly__always_on,optimism,5,,0.16666666666666666
2022-09-09,TOP20_SECTOR_top4_biweekly__always_on,binancecoin,1,,0.25
2022-09-09,TOP20_SECTOR_top4_biweekly__always_on,chainlink,2,,0.25
2022-09-09,TOP20_SECTOR_top4_biweekly__always_on,bitcoin,3,,0.125
2022-09-09,TOP20_SECTOR_top4_biweekly__always_on,eos,4,,0.125
2022-09-09,TOP20_SECTOR_top4_biweekly__always_on,ethereum-classic,5,,0.125
2022-09-09,TOP20_SECTOR_top4_biweekly__always_on,optimism,6,,0.125
2022-09-23,TOP20_MOM_top4_biweekly__always_on,algorand,1,,0.25
2022-09-23,TOP20_MOM_top4_biweekly__always_on,optimism,2,,0.25
2022-09-23,TOP20_MOM_top4_biweekly__always_on,ripple,3,,0.25
2022-09-23,TOP20_MOM_top4_biweekly__always_on,stellar,4,,0.25
2022-09-23,TOP20_MOM_top6_biweekly__always_on,algorand,1,,0.16666666666666666
2022-09-23,TOP20_MOM_top6_biweekly__always_on,cardano,2,,0.16666666666666666
2022-09-23,TOP20_MOM_top6_biweekly__always_on,chainlink,3,,0.16666666666666666
2022-09-23,TOP20_MOM_top6_biweekly__always_on,optimism,4,,0.16666666666666666
2022-09-23,TOP20_MOM_top6_biweekly__always_on,ripple,5,,0.16666666666666666
2022-09-23,TOP20_MOM_top6_biweekly__always_on,stellar,6,,0.16666666666666666
2022-09-23,TOP20_MOM_top8_biweekly__always_on,algorand,1,,0.125
2022-09-23,TOP20_MOM_top8_biweekly__always_on,cardano,2,,0.125
2022-09-23,TOP20_MOM_top8_biweekly__always_on,chainlink,3,,0.125
2022-09-23,TOP20_MOM_top8_biweekly__always_on,dogecoin,4,,0.125
2022-09-23,TOP20_MOM_top8_biweekly__always_on,optimism,5,,0.125
2022-09-23,TOP20_MOM_top8_biweekly__always_on,ripple,6,,0.125
2022-09-23,TOP20_MOM_top8_biweekly__always_on,solana,7,,0.125
2022-09-23,TOP20_MOM_top8_biweekly__always_on,stellar,8,,0.125
2022-09-23,TOP20_SECTOR_top2_biweekly__always_on,chainlink,1,,0.7
2022-09-23,TOP20_SECTOR_top2_biweekly__always_on,ripple,2,,0.15000000000000002
2022-09-23,TOP20_SECTOR_top2_biweekly__always_on,stellar,3,,0.15000000000000002
2022-09-23,TOP20_SECTOR_top3_biweekly__always_on,chainlink,1,,0.3333333333333333
2022-09-23,TOP20_SECTOR_top3_biweekly__always_on,algorand,2,,0.16666666666666666
2022-09-23,TOP20_SECTOR_top3_biweekly__always_on,optimism,3,,0.16666666666666666
2022-09-23,TOP20_SECTOR_top3_biweekly__always_on,ripple,4,,0.16666666666666666
2022-09-23,TOP20_SECTOR_top3_biweekly__always_on,stellar,5,,0.16666666666666666
2022-09-23,TOP20_SECTOR_top4_biweekly__always_on,chainlink,1,,0.25
2022-09-23,TOP20_SECTOR_top4_biweekly__always_on,dogecoin,2,,0.25
2022-09-23,TOP20_SECTOR_top4_biweekly__always_on,algorand,3,,0.125
2022-09-23,TOP20_SECTOR_top4_biweekly__always_on,optimism,4,,0.125
2022-09-23,TOP20_SECTOR_top4_biweekly__always_on,ripple,5,,0.125
2022-09-23,TOP20_SECTOR_top4_biweekly__always_on,stellar,6,,0.125
2022-09-30,TOP20_EQ__always_on,avalanche-2,1,,0.1
2022-09-30,TOP20_EQ__always_on,binancecoin,2,,0.1
2022-09-30,TOP20_EQ__always_on,bitcoin,3,,0.1
2022-09-30,TOP20_EQ__always_on,cardano,4,,0.1
2022-09-30,TOP20_EQ__always_on,chainlink,5,,0.1
2022-09-30,TOP20_EQ__always_on,dogecoin,6,,0.1
2022-09-30,TOP20_EQ__always_on,ethereum,7,,0.1
2022-09-30,TOP20_EQ__always_on,optimism,8,,0.1
2022-09-30,TOP20_EQ__always_on,ripple,9,,0.1
2022-09-30,TOP20_EQ__always_on,solana,10,,0.1
2022-09-30,TOP20_MOM_top4_monthly__always_on,binancecoin,1,,0.25
2022-09-30,TOP20_MOM_top4_monthly__always_on,chainlink,2,,0.25
2022-09-30,TOP20_MOM_top4_monthly__always_on,optimism,3,,0.25
2022-09-30,TOP20_MOM_top4_monthly__always_on,ripple,4,,0.25
2022-09-30,TOP20_MOM_top6_monthly__always_on,binancecoin,1,,0.16666666666666666
2022-09-30,TOP20_MOM_top6_monthly__always_on,chainlink,2,,0.16666666666666666
2022-09-30,TOP20_MOM_top6_monthly__always_on,dogecoin,3,,0.16666666666666666
2022-09-30,TOP20_MOM_top6_monthly__always_on,optimism,4,,0.16666666666666666
2022-09-30,TOP20_MOM_top6_monthly__always_on,ripple,5,,0.16666666666666666
2022-09-30,TOP20_MOM_top6_monthly__always_on,solana,6,,0.16666666666666666
2022-09-30,TOP20_MOM_top8_monthly__always_on,binancecoin,1,,0.125
2022-09-30,TOP20_MOM_top8_monthly__always_on,bitcoin,2,,0.125
2022-09-30,TOP20_MOM_top8_monthly__always_on,cardano,3,,0.125
2022-09-30,TOP20_MOM_top8_monthly__always_on,chainlink,4,,0.125
2022-09-30,TOP20_MOM_top8_monthly__always_on,dogecoin,5,,0.125
2022-09-30,TOP20_MOM_top8_monthly__always_on,optimism,6,,0.125
2022-09-30,TOP20_MOM_top8_monthly__always_on,ripple,7,,0.125
2022-09-30,TOP20_MOM_top8_monthly__always_on,solana,8,,0.125
2022-09-30,TOP20_SECTOR_top2_monthly__always_on,binancecoin,1,,0.5
2022-09-30,TOP20_SECTOR_top2_monthly__always_on,ripple,2,,0.5
2022-09-30,TOP20_SECTOR_top3_monthly__always_on,binancecoin,1,,0.3333333333333333
2022-09-30,TOP20_SECTOR_top3_monthly__always_on,chainlink,2,,0.3333333333333333
2022-09-30,TOP20_SECTOR_top3_monthly__always_on,ripple,3,,0.3333333333333333
2022-09-30,TOP20_SECTOR_top4_monthly__always_on,binancecoin,1,,0.25
2022-09-30,TOP20_SECTOR_top4_monthly__always_on,chainlink,2,,0.25
2022-09-30,TOP20_SECTOR_top4_monthly__always_on,dogecoin,3,,0.25
2022-09-30,TOP20_SECTOR_top4_monthly__always_on,ripple,4,,0.25
2022-10-07,TOP20_MOM_top4_biweekly__always_on,binancecoin,1,,0.25
2022-10-07,TOP20_MOM_top4_biweekly__always_on,bitcoin,2,,0.25
2022-10-07,TOP20_MOM_top4_biweekly__always_on,dogecoin,3,,0.25
2022-10-07,TOP20_MOM_top4_biweekly__always_on,ripple,4,,0.25
2022-10-07,TOP20_MOM_top6_biweekly__always_on,binancecoin,1,,0.16666666666666666
2022-10-07,TOP20_MOM_top6_biweekly__always_on,bitcoin,2,,0.16666666666666666
2022-10-07,TOP20_MOM_top6_biweekly__always_on,dogecoin,3,,0.16666666666666666
2022-10-07,TOP20_MOM_top6_biweekly__always_on,ethereum,4,,0.16666666666666666
2022-10-07,TOP20_MOM_top6_biweekly__always_on,ripple,5,,0.16666666666666666
2022-10-07,TOP20_MOM_top6_biweekly__always_on,solana,6,,0.16666666666666666
2022-10-07,TOP20_MOM_top8_biweekly__always_on,binancecoin,1,,0.16666666666666666
2022-10-07,TOP20_MOM_top8_biweekly__always_on,bitcoin,2,,0.16666666666666666
2022-10-07,TOP20_MOM_top8_biweekly__always_on,dogecoin,3,,0.16666666666666666
2022-10-07,TOP20_MOM_top8_biweekly__always_on,ethereum,4,,0.16666666666666666
2022-10-07,TOP20_MOM_top8_biweekly__always_on,ripple,5,,0.16666666666666666
2022-10-07,TOP20_MOM_top8_biweekly__always_on,solana,6,,0.16666666666666666
2022-10-07,TOP20_SECTOR_top2_biweekly__always_on,dogecoin,1,,0.5
2022-10-07,TOP20_SECTOR_top2_biweekly__always_on,ripple,2,,0.5
2022-10-07,TOP20_SECTOR_top3_biweekly__always_on,binancecoin,1,,0.3333333333333333
2022-10-07,TOP20_SECTOR_top3_biweekly__always_on,dogecoin,2,,0.3333333333333333
2022-10-07,TOP20_SECTOR_top3_biweekly__always_on,ripple,3,,0.3333333333333333
2022-10-07,TOP20_SECTOR_top4_biweekly__always_on,binancecoin,1,,0.25
2022-10-07,TOP20_SECTOR_top4_biweekly__always_on,bitcoin,2,,0.25
2022-10-07,TOP20_SECTOR_top4_biweekly__always_on,dogecoin,3,,0.25
2022-10-07,TOP20_SECTOR_top4_biweekly__always_on,ripple,4,,0.25
2022-10-21,TOP20_MOM_top4_biweekly__always_on,bitcoin,1,,0.25
2022-10-21,TOP20_MOM_top4_biweekly__always_on,ethereum,2,,0.25
2022-10-21,TOP20_MOM_top4_biweekly__always_on,ripple,3,,0.25
2022-10-21,TOP20_MOM_top4_biweekly__always_on,solana,4,,0.25
2022-10-21,TOP20_MOM_top6_biweekly__always_on,bitcoin,1,,0.2
2022-10-21,TOP20_MOM_top6_biweekly__always_on,cardano,2,,0.2
2022-10-21,TOP20_MOM_top6_biweekly__always_on,ethereum,3,,0.2
2022-10-21,TOP20_MOM_top6_biweekly__always_on,ripple,4,,0.2
2022-10-21,TOP20_MOM_top6_biweekly__always_on,solana,5,,0.2
2022-10-21,TOP20_MOM_top8_biweekly__always_on,bitcoin,1,,0.2
2022-10-21,TOP20_MOM_top8_biweekly__always_on,cardano,2,,0.2
2022-10-21,TOP20_MOM_top8_biweekly__always_on,ethereum,3,,0.2
2022-10-21,TOP20_MOM_top8_biweekly__always_on,ripple,4,,0.2
2022-10-21,TOP20_MOM_top8_biweekly__always_on,solana,5,,0.2
2022-10-21,TOP20_SECTOR_top2_biweekly__always_on,bitcoin,1,,0.5
2022-10-21,TOP20_SECTOR_top2_biweekly__always_on,ripple,2,,0.5
2022-10-21,TOP20_SECTOR_top3_biweekly__always_on,bitcoin,1,,0.3333333333333333
2022-10-21,TOP20_SECTOR_top3_biweekly__always_on,ripple,2,,0.3333333333333333
2022-10-21,TOP20_SECTOR_top3_biweekly__always_on,ethereum,3,,0.16666666666666666
2022-10-21,TOP20_SECTOR_top3_biweekly__always_on,solana,4,,0.16666666666666666
2022-10-21,TOP20_SECTOR_top4_biweekly__always_on,bitcoin,1,,0.3333333333333333
2022-10-21,TOP20_SECTOR_top4_biweekly__always_on,ripple,2,,0.3333333333333333
2022-10-21,TOP20_SECTOR_top4_biweekly__always_on,ethereum,3,,0.16666666666666666
2022-10-21,TOP20_SECTOR_top4_biweekly__always_on,solana,4,,0.16666666666666666
2022-10-31,TOP20_EQ__always_on,avalanche-2,1,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,binancecoin,2,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,bitcoin,3,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,cardano,4,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,chainlink,5,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,dogecoin,6,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,ethereum,7,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,litecoin,8,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,optimism,9,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,ripple,10,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,shiba-inu,11,,0.08333333333333333
2022-10-31,TOP20_EQ__always_on,solana,12,,0.08333333333333333
2022-10-31,TOP20_MOM_top4_monthly__always_on,binancecoin,1,,0.25
2022-10-31,TOP20_MOM_top4_monthly__always_on,chainlink,2,,0.25
2022-10-31,TOP20_MOM_top4_monthly__always_on,dogecoin,3,,0.25
2022-10-31,TOP20_MOM_top4_monthly__always_on,ripple,4,,0.25
2022-10-31,TOP20_MOM_top6_monthly__always_on,binancecoin,1,,0.16666666666666666
2022-10-31,TOP20_MOM_top6_monthly__always_on,chainlink,2,,0.16666666666666666
2022-10-31,TOP20_MOM_top6_monthly__always_on,dogecoin,3,,0.16666666666666666
2022-10-31,TOP20_MOM_top6_monthly__always_on,ethereum,4,,0.16666666666666666
2022-10-31,TOP20_MOM_top6_monthly__always_on,ripple,5,,0.16666666666666666
2022-10-31,TOP20_MOM_top6_monthly__always_on,shiba-inu,6,,0.16666666666666666
2022-10-31,TOP20_MOM_top8_monthly__always_on,avalanche-2,1,,0.125
2022-10-31,TOP20_MOM_top8_monthly__always_on,binancecoin,2,,0.125
2022-10-31,TOP20_MOM_top8_monthly__always_on,bitcoin,3,,0.125
2022-10-31,TOP20_MOM_top8_monthly__always_on,chainlink,4,,0.125
2022-10-31,TOP20_MOM_top8_monthly__always_on,dogecoin,5,,0.125
2022-10-31,TOP20_MOM_top8_monthly__always_on,ethereum,6,,0.125
2022-10-31,TOP20_MOM_top8_monthly__always_on,ripple,7,,0.125
2022-10-31,TOP20_MOM_top8_monthly__always_on,shiba-inu,8,,0.125
2022-10-31,TOP20_SECTOR_top2_monthly__always_on,binancecoin,1,,0.7
2022-10-31,TOP20_SECTOR_top2_monthly__always_on,dogecoin,2,,0.15000000000000002
2022-10-31,TOP20_SECTOR_top2_monthly__always_on,shiba-inu,3,,0.15000000000000002
2022-10-31,TOP20_SECTOR_top3_monthly__always_on,binancecoin,1,,0.3333333333333333
2022-10-31,TOP20_SECTOR_top3_monthly__always_on,dogecoin,2,,0.16666666666666666
2022-10-31,TOP20_SECTOR_top3_monthly__always_on,litecoin,3,,0.16666666666666666
2022-10-31,TOP20_SECTOR_top3_monthly__always_on,ripple,4,,0.16666666666666666
2022-10-31,TOP20_SECTOR_top3_monthly__always_on,shiba-inu,5,,0.16666666666666666
2022-10-31,TOP20_SECTOR_top4_monthly__always_on,binancecoin,1,,0.25
2022-10-31,TOP20_SECTOR_top4_monthly__always_on,chainlink,2,,0.25
2022-10-31,TOP20_SECTOR_top4_monthly__always_on,dogecoin,3,,0.125
2022-10-31,TOP20_SECTOR_top4_monthly__always_on,litecoin,4,,0.125
2022-10-31,TOP20_SECTOR_top4_monthly__always_on,ripple,5,,0.125
2022-10-31,TOP20_SECTOR_top4_monthly__always_on,shiba-inu,6,,0.125
2022-11-04,TOP20_MOM_top4_biweekly__always_on,algorand,1,,0.25
2022-11-04,TOP20_MOM_top4_biweekly__always_on,dogecoin,2,,0.25
2022-11-04,TOP20_MOM_top4_biweekly__always_on,optimism,3,,0.25
2022-11-04,TOP20_MOM_top4_biweekly__always_on,ripple,4,,0.25
2022-11-04,TOP20_MOM_top4_biweekly__bull_only,algorand,1,,0.25
2022-11-04,TOP20_MOM_top4_biweekly__bull_only,dogecoin,2,,0.25
2022-11-04,TOP20_MOM_top4_biweekly__bull_only,optimism,3,,0.25
2022-11-04,TOP20_MOM_top4_biweekly__bull_only,ripple,4,,0.25
2022-11-04,TOP20_MOM_top6_biweekly__always_on,algorand,1,,0.16666666666666666
