strict_top20_exit,cost_bps,full_multiple,post_2024_multiple
True,2.0,28.91607609633492,13.60467748307995
True,20.0,19.692683756267915,10.747182199332027
True,50.0,10.365813809540851,7.248767345036347
True,100.0,3.5424065696990215,3.7511656315854927
False,2.0,41.52300977902469,17.814070810890037
False,20.0,28.43449260392934,14.07443736861181
False,50.0,15.105355775789768,9.495078104840609
False,100.0,5.241743737864118,4.915311656106747
