strategy,universe_setting,min_history_days,min_daily_dollar_volume,earliest_universe_date,variant,stop_lookback,immediate_reentry,risk_on_fraction,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings,multiple
strict__momentum_lead_top3_7D_w0__stop14__reentry1,strict,90.0,25000000.0,2023-02-27,momentum_lead_top3_7D_w0,14.0,True,0.561698717948718,0.7107847251175847,0.1700439349884304,0.4189272925313712,0.5782186506589296,1.0057480165060253,-0.5308110091200758,0.3203474156843729,0.2619047619047619,25.762503208041405,1.0009839353560297,0.45913461538461536,1.7107847251175847
loose__sector_lead_top1_7D__stop0__reentry0,loose,30.0,5000000.0,2022-12-31,sector_lead_top1_7D,0.0,False,1.0,0.7098462485026598,0.16985617941438735,0.6103581790919544,0.5491220620514102,0.9906686933125014,-0.5869411981807711,0.28939215706932475,0.2857142857142857,23.420526334780075,1.0009868789659429,0.22435897435897437,1.7098462485026598
medium__momentum_lead_top2_7D_w0__stop12__reentry1,medium,60.0,10000000.0,2023-01-30,momentum_lead_top2_7D_w0,12.0,True,0.5584935897435898,0.7042859215906929,0.16874225869562642,0.44639141228026646,0.5643016460346706,0.9763035256360565,-0.5592614483452418,0.30172338750490607,0.21428571428571427,26.933688529730414,1.0009899727547216,0.2980769230769231,1.704285921590693
medium__momentum_lead_top2_7D_w1__stop12__reentry1,medium,60.0,10000000.0,2023-01-30,momentum_lead_top2_7D_w1,12.0,True,0.5584935897435898,0.7042859215906929,0.16874225869562642,0.44639141228026646,0.5643016460346706,0.9763035256360565,-0.5592614483452418,0.30172338750490607,0.21428571428571427,26.933688529730414,1.0009899727547216,0.2980769230769231,1.704285921590693
medium__momentum_lead_top2_7D_w0__stop18__reentry0,medium,60.0,10000000.0,2023-01-30,momentum_lead_top2_7D_w0,18.0,False,0.5584935897435898,0.7010961555575275,0.16810208008054506,0.4726730148688807,0.5554178460989685,0.9815778924669976,-0.5909383576479716,0.28446635407052945,0.21428571428571427,16.97993831989667,1.0009902231096386,0.27884615384615385,1.7010961555575275
medium__momentum_lead_top2_7D_w1__stop18__reentry0,medium,60.0,10000000.0,2023-01-30,momentum_lead_top2_7D_w1,18.0,False,0.5584935897435898,0.7010961555575275,0.16810208008054506,0.4726730148688807,0.5554178460989685,0.9815778924669976,-0.5909383576479716,0.28446635407052945,0.21428571428571427,16.97993831989667,1.0009902231096386,0.27884615384615385,1.7010961555575275
strict__momentum_lead_top3_7D_w1__stop21__reentry1,strict,90.0,25000000.0,2023-02-27,momentum_lead_top3_7D_w1,21.0,True,0.5488782051282052,0.6983872565347964,0.16755774309536542,0.48794119094704747,0.5516961330656739,0.9989372142533903,-0.540881241733324,0.3097865671185137,0.21428571428571427,22.835062358608713,1.0009890348979162,0.49038461538461536,1.6983872565347964
loose__momentum_lead_top2_biweekly_w0__stop18__reentry1,loose,30.0,5000000.0,2022-12-31,momentum_lead_top2_biweekly_w0,18.0,True,0.5584935897435898,0.6981323257286436,0.16750648466453355,0.5757428020166586,0.5476880976299907,0.9531471206676146,-0.743116643422002,0.2254107563695216,0.21428571428571427,29.072177571984803,1.0143158403644683,0.5961538461538461,1.6981323257286436
loose__momentum_lead_top2_biweekly_w1__stop18__reentry1,loose,30.0,5000000.0,2022-12-31,momentum_lead_top2_biweekly_w1,18.0,True,0.5584935897435898,0.6981323257286436,0.16750648466453355,0.5757428020166586,0.5476880976299907,0.9531471206676146,-0.743116643422002,0.2254107563695216,0.21428571428571427,29.072177571984803,1.0143158403644683,0.5961538461538461,1.6981323257286436
loose__sector_lead_top2_7D__stop14__reentry0,loose,30.0,5000000.0,2022-12-31,sector_lead_top2_7D,14.0,False,0.561698717948718,0.6923590280403578,0.16634419857442606,0.34445770168933054,0.6160567659496586,1.0268571786796215,-0.40837351788667386,0.4073334613744165,0.21428571428571427,16.39424776926853,1.000979511548294,0.2403846153846154,1.6923590280403578
loose__momentum_lead_top2_7D_w0__stop10__reentry1,loose,30.0,5000000.0,2022-12-31,momentum_lead_top2_7D_w0,10.0,True,0.5488782051282052,0.6871802563577263,0.16529921373874878,0.45596189251776187,0.5545258319158713,0.9716725236793068,-0.6179966998274309,0.2674758842319172,0.21428571428571427,28.69021783938496,1.000989428670742,0.2980769230769231,1.6871802563577263
loose__momentum_lead_top2_7D_w1__stop10__reentry1,loose,30.0,5000000.0,2022-12-31,momentum_lead_top2_7D_w1,10.0,True,0.5488782051282052,0.6871802563577263,0.16529921373874878,0.45596189251776187,0.5545258319158713,0.9716725236793068,-0.6179966998274309,0.2674758842319172,0.21428571428571427,28.69021783938496,1.000989428670742,0.2980769230769231,1.6871802563577263
medium__momentum_lead_top2_7D_w0__stop10__reentry1,medium,60.0,10000000.0,2023-01-30,momentum_lead_top2_7D_w0,10.0,True,0.5488782051282052,0.6830524834809681,0.16446467541149068,0.45589474545808467,0.5531276964491403,0.9685130203837039,-0.6179966998274308,0.26612549137789204,0.23809523809523808,28.69029625245645,1.000992164469266,0.2980769230769231,1.6830524834809681
