candidate_id,start_count,median_rolling_start_multiple,min_rolling_start_multiple,max_rolling_start_multiple,max_rolling_start_drawdown,median_rolling_start_drawdown
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,45,3.4774616673002043,0.6699580938675072,23.17907406019086,-0.7819124326453504,-0.4921970117624009
