candidate_id,start_date,multiple,cagr,sharpe,max_drawdown,annualized_turnover
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-01-01,21.563500833439697,0.9158917138387928,1.2977627659038655,-0.4921970117624009,17.572505800464036
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-02-01,4.27383636204391,0.3677298110487821,0.8386510909689289,-0.572074989753904,18.972238629651507
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-03-01,4.038557066416049,0.3579895860336373,0.825893690958107,-0.5037488000099453,16.66066066066066
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-04-01,6.8056080340608185,0.5347736241519483,0.9682260916338185,-0.5048359283477604,18.76376988984088
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-05-01,7.297561915039644,0.5718872074402916,1.0687244157086746,-0.6679871624661476,17.294264339152118
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-06-01,18.42901691031072,0.966291908561952,1.400426042800544,-0.3781457094242363,20.41958041958042
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-07-01,4.878634316390092,0.4548507733813509,0.8683001640584386,-0.6590649464229988,18.924173687621515
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-08-01,1.960052709990548,0.1763973934161158,0.5514263501526752,-0.7819124326453504,18.34656084656085
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-09-01,9.251725259622958,0.7303362925452221,1.0925567760329415,-0.5360086731688185,19.716407832545578
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-10-01,19.41526683627096,1.1087898691134876,1.4227440100179385,-0.4631237681952856,17.860096485182634
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-11-01,3.987890696666767,0.426975109393537,0.9244415890466392,-0.4994435383832408,20.56338028169014
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2022-12-01,5.590711588375601,0.5713659169263297,1.1139767514130754,-0.4181138904713183,17.85611510791367
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-01-01,1.3088223466019957,0.0749587518139889,0.3919187108225275,-0.6165224424276383,17.189109639440765
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-02-01,2.643474478022156,0.3062748877052994,0.7613587586723305,-0.5151658700868145,16.490963855421686
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-03-01,9.846718318364326,0.9005779851634443,1.3793793696455867,-0.3781457094242365,20.215384615384615
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-04-01,6.327494712266724,0.7000306073557507,1.1127223867001876,-0.3832035300449838,19.558707643814028
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-05-01,2.1166981632182083,0.2472015759379584,0.6392790760931388,-0.6160747611015296,17.675544794188863
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-06-01,16.154884730975137,1.3178846162113005,1.4530671102884205,-0.5360086731688185,20.54635761589404
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-07-01,23.17907406019086,1.6483244937021362,1.685321845153289,-0.4259110439597622,17.661290322580644
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-08-01,6.951348623631964,0.8533798543552056,1.394511372632101,-0.4835780208465294,21.002615518744552
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-09-01,20.009444067337647,1.6643000878720509,1.9882678921734904,-0.3350139140055527,15.698924731182796
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-10-01,1.106368890836066,0.0345573944435229,0.3331027152022628,-0.6165224424276381,18.82136279926335
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-11-01,4.089951324383342,0.6279350785600399,1.1385012792346243,-0.5151658700868147,13.838862559241706
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2023-12-01,2.4552026588892293,0.3769214083475984,0.8043922149812154,-0.5048359283477604,21.365853658536587
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-01-01,1.7693987773141433,0.2331116568721345,0.6579691846210936,-0.4445581986267655,16.89134808853119
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-02-01,2.1545695792928456,0.3376780487075463,0.7898221994035013,-0.6175366726905966,21.22533748701973
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-03-01,4.073224353676916,0.7312476550462115,1.103819119750717,-0.4406604927165192,18.758029978586723
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-04-01,3.4774616673002043,0.6549416195668769,1.0531918132602385,-0.5027499375947155,17.78516057585825
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-05-01,1.6931451370599433,0.2462830810398555,0.6743175135415941,-0.5704681491731616,19.232531500572737
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-06-01,15.76535505348302,2.3051762323395577,1.9901266279507883,-0.4259110439597626,16.906175771971498
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-07-01,1.944834420904642,0.3485121936554873,0.8106530571068892,-0.4502494130696551,18.879310344827587
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-08-01,7.2282236467167325,1.520391606506747,1.8950049601882697,-0.3312835619063626,14.955185659411011
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-09-01,0.8428347702171504,-0.0798442961301532,0.0806522289696317,-0.5325021295916139,16.546666666666667
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-10-01,1.99341632142452,0.41866399480513,0.9366410489557204,-0.5037488000099455,15.208333333333334
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-11-01,1.4807844917535182,0.2311716832040264,0.615957100433278,-0.5048359283477604,19.0711175616836
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2024-12-01,0.6699580938675072,-0.1989620485365308,-0.4487120610477968,-0.5443180498317974,18.83156297420334
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2025-01-01,0.945745415516828,-0.0319010609995831,0.0921515475763276,-0.3781024768498383,18.598726114649683
overlay__21D__ctrend_lite_breakout__btc0__trailing11__c2__rocash__incash,2025-02-01,1.0277125376265492,0.0168530939475937,0.2380923134411262,-0.3832035300449841,18.34170854271357
