period,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings
2022,-0.18259450197414961,-0.18304713836706077,0.5098909446491002,-0.14847053424376086,-0.25326188897859364,-0.331291207789992,-0.5525263999251551,0.25,16.043956043956044,1.0666666666666667,0.2465753424657534
2023,0.6666689367439402,0.6690095333082788,0.5862269480421012,1.1508371804978006,2.200618010345,-0.41786949487206715,1.6010011295825732,0.4166666666666667,20.054945054945055,1.1764705882352942,0.31232876712328766
2024,3.472230904096186,3.472230904096186,1.00588777203847,1.9377870006750304,4.541347797367998,-0.3680468561797253,9.434208839976124,0.4166666666666667,18.0,1.125,0.34153005464480873
2025,0.370289942691405,0.37147636799996686,0.34912183689985093,1.0737208674837555,1.906767906205695,-0.1956902854004675,1.8982872207466226,0.3333333333333333,16.043956043956044,1.1428571428571428,0.2602739726027397
2026_ytd,1.5828291883113628,2.731812954509514,0.6109409569783764,2.441155959421672,5.337768253340945,-0.18067200800372274,15.120288885333165,0.6666666666666666,18.041825095057035,1.0,0.2689393939393939
