variant,kind,multiple,cagr,sharpe,max_drawdown
remove_signal_equal_7_14_28_60,signal,27.576888583762894,1.018309811933808,1.489014592189743,-0.47809237423482653
remove_phase_0,phase,23.9131988432513,0.9583077665012834,1.4461190064018132,-0.4462148463161293
remove_phase_1,phase,23.053652762254124,0.9431891896842901,1.4164317455527347,-0.44780084009546506
remove_signal_weighted_multi_horizon,signal,22.40996119707603,0.9315735721323946,1.4147169383163316,-0.4724385260220869
remove_phase_2,phase,21.25533943553565,0.9100620191039961,1.4063341522232526,-0.4679477535741181
remove_signal_equal_14_21_28,signal,20.899905845507213,0.9032547148768746,1.3929410630599015,-0.42247986339873134
remove_signal_ret21,signal,20.577689703651977,0.897004270952471,1.3859390999298098,-0.45273109796857314
