candidate_id,frequency,score_family,include_btc,stop_kind,stop_lookback,ma_window,stop_confirm_days,risk_off_asset,initial_asset,multiple_2bps,cagr_2bps,sharpe_2bps,dd_2bps,turnover_2bps,multiple_20bps,sharpe_20bps,dd_20bps
overlay__28D__ctrend_lite_breakout__btc1__ma100__c1__rocash__incash,28D,ctrend_lite_breakout,True,ma,,100.0,1,cash,cash,0.9276485171527742,-0.01577469926653441,0.24538495177721836,-0.7046553812319865,12.491299303944315,0.8340357690246691,0.2049984774630998,-0.7151145082442931
overlay__28D__ctrend_lite_breakout__btc1__ma100__c1__rocash__inbtc,28D,ctrend_lite_breakout,True,ma,,100.0,1,cash,btc,0.9276485171527742,-0.01577469926653441,0.24538495177721836,-0.7046553812319865,12.491299303944315,0.8340357690246691,0.2049984774630998,-0.7151145082442931
overlay__28D__ctrend_lite_relative_strength__btc0__ma100__c1__rocash__incash,28D,ctrend_lite_relative_strength,False,ma,,100.0,1,cash,cash,0.9272222156925524,-0.015870476474089013,0.2505566507314322,-0.7169554798871195,12.491299303944315,0.8336524873618004,0.21088558332505822,-0.7269790198396903
overlay__28D__ctrend_lite_relative_strength__btc0__ma100__c1__rocash__inbtc,28D,ctrend_lite_relative_strength,False,ma,,100.0,1,cash,btc,0.9272222156925524,-0.015870476474089013,0.2505566507314322,-0.7169554798871195,12.491299303944315,0.8336524873618004,0.21088558332505822,-0.7269790198396903
overlay__21D__ctrend_lite_relative_strength__btc0__ma125__c1__robtc__incash,21D,ctrend_lite_relative_strength,False,ma,,125.0,1,btc,cash,0.9235314886919511,-0.016701127073849076,0.36628102368489585,-0.8932471328719677,19.68967517401392,0.7808925889333685,0.32233813859855776,-0.899235163747865
overlay__21D__ctrend_lite_relative_strength__btc0__ma125__c1__robtc__inbtc,21D,ctrend_lite_relative_strength,False,ma,,125.0,1,btc,btc,0.9235314886919511,-0.016701127073849076,0.36628102368489585,-0.8932471328719677,19.68967517401392,0.7808925889333685,0.32233813859855776,-0.899235163747865
overlay__28D__ctrend_lite_relative_strength__btc1__ma200__c1__rocash__incash,28D,ctrend_lite_relative_strength,True,ma,,200.0,1,cash,cash,0.9166011200186824,-0.0182680013797496,0.3184702976126602,-0.7313139817196403,13.761600928074246,0.8152086718731794,0.2850972434354928,-0.739897448202772
overlay__28D__ctrend_lite_relative_strength__btc1__ma200__c1__rocash__inbtc,28D,ctrend_lite_relative_strength,True,ma,,200.0,1,cash,btc,0.9166011200186824,-0.0182680013797496,0.3184702976126602,-0.7313139817196403,13.761600928074246,0.8152086718731794,0.2850972434354928,-0.739897448202772
overlay__14D__ctrend_lite_acceleration__btc1__trailing7__c2__rocash__incash,14D,ctrend_lite_acceleration,True,trailing,7.0,,2,cash,cash,0.9103892529204933,-0.01968038777372827,0.17210596183093915,-0.6829903264713997,26.46461716937355,0.7267515444705479,0.06464863433276062,-0.7165052910444145
overlay__14D__ctrend_lite_acceleration__btc1__trailing7__c2__rocash__inbtc,14D,ctrend_lite_acceleration,True,trailing,7.0,,2,cash,btc,0.9103892529204933,-0.01968038777372827,0.17210596183093915,-0.6829903264713997,26.46461716937355,0.7267515444705479,0.06464863433276062,-0.7165052910444145
overlay__14D__ctrend_lite_relative_strength__btc0__ma125__c2__robtc__incash,14D,ctrend_lite_relative_strength,False,ma,,125.0,2,btc,cash,0.9056014360350555,-0.020774182475236547,0.38908058898779013,-0.8844845142708274,30.698955916473317,0.6971673841957999,0.3248533432821368,-0.8925263427148931
overlay__14D__ctrend_lite_relative_strength__btc0__ma125__c2__robtc__inbtc,14D,ctrend_lite_relative_strength,False,ma,,125.0,2,btc,btc,0.9056014360350555,-0.020774182475236547,0.38908058898779013,-0.8844845142708274,30.698955916473317,0.6971673841957999,0.3248533432821368,-0.8925263427148931
overlay__28D__ctrend_lite_breakout__btc0__ma75__c1__robtc__incash,28D,ctrend_lite_breakout,False,ma,,75.0,1,btc,cash,0.9034890621393327,-0.021258211932562276,0.3152878372921086,-0.7939646701532015,22.23027842227378,0.7475857912852983,0.2579156530925224,-0.8023380357556784
overlay__28D__ctrend_lite_breakout__btc0__ma75__c1__robtc__inbtc,28D,ctrend_lite_breakout,False,ma,,75.0,1,btc,btc,0.9034890621393327,-0.021258211932562276,0.3152878372921086,-0.7939646701532015,22.23027842227378,0.7475857912852983,0.2579156530925224,-0.8023380357556784
