cost_bps,windows,win_rate_vs_btc,worst_ratio,median_ratio,median_cagr,median_maxdd
5.0,63,1.0,1.2389108514949008,4.134744685907946,1.0068577584897196,-0.42792699320582894
8.0,63,1.0,1.2351049154415323,4.042284900846104,0.9961781637400988,-0.42907479139266413
10.0,63,1.0,1.2325735701986948,3.9817805084687,0.9890882320965344,-0.4298388730253705
15.0,63,1.0,1.2262659571409,3.834397875214551,0.9710662272448207,-0.43174517356426245
