cost_bps,start,multiple,btc_multiple,ratio,cagr,maxdd,min_ratio,days
5.0,2021-01-01,53.97818688628129,2.946795271818923,18.31758975674038,1.0068577584897196,-0.42792699320582905,0.3946649678405316,2090
5.0,2021-02-01,55.346550330550286,2.6152677946333034,21.162861579271134,1.0370353651576796,-0.42792699320582905,0.45596829034362,2059
5.0,2021-03-01,59.16220310878402,1.9186351576310416,30.835567081879283,1.0819099066423843,-0.42792699320582905,0.6643733292605454,2031
5.0,2021-04-01,60.94457178791052,1.469868111234156,41.46261240863249,1.1171451938454129,-0.42792699320582905,0.8933402707534688,2000
5.0,2021-05-01,65.02516633966322,1.4996129421173832,43.361299781696154,1.1673360886068136,-0.42792699320582905,1.0276946125968023,1970
5.0,2021-06-01,56.82065919822979,2.319750696775738,24.494295562538603,1.1392948647156311,-0.42792699320582883,0.8839201978909002,1939
5.0,2021-07-01,56.82065919822979,2.471485277076945,22.990490667794816,1.1650147682177332,-0.42792699320582883,0.8296527250110423,1909
5.0,2021-08-01,57.09274679478338,2.0804907090395925,27.4419619115429,1.1948331625404358,-0.4279269932058293,1.0490010040296878,1878
5.0,2021-09-01,32.106457173691744,1.83610334177461,17.48619287553857,0.984857854470518,-0.4279269932058293,0.8383045609802516,1847
5.0,2021-10-01,26.682190395760355,1.9776465431933463,13.49189039244398,0.9341946914392327,-0.42792699320582883,0.6468139367290976,1817
5.0,2021-11-01,20.068738051004857,1.4123350512040869,14.209615511485922,0.8458334431411232,-0.42792699320582894,0.8698532378552801,1786
5.0,2021-12-01,16.453523462027878,1.5192047535403113,10.830352803784386,0.7898229888738098,-0.4279269932058293,0.99607889056732,1756
5.0,2022-01-01,16.453523462027878,1.87021291004726,8.797673983339202,0.8086450145557678,-0.4279269932058293,0.9329986415329284,1725
5.0,2022-02-01,16.453523462027878,2.250412626590911,7.311336271229901,0.8283648828257861,-0.4279269932058293,0.7753716291108591,1694
5.0,2022-03-01,16.453523462027878,2.0050110924981595,8.206200715591793,0.8470016748765032,-0.4279269932058293,0.8702725441171302,1666
5.0,2022-04-01,15.177883795057852,1.9017441702307827,7.981033428495257,0.8352510106461137,-0.42792699320582905,0.8463934172733121,1635
5.0,2022-05-01,19.18579459497239,2.296253457155463,8.355259971492535,0.9577984924427196,-0.4279269932058293,0.9500358568018359,1605
5.0,2022-06-01,19.18579459497239,2.7240207934434437,7.043189479739456,0.9838753135254634,-0.4279269932058293,1.0134405152776436,1574
5.0,2022-07-01,19.18579459497239,4.377261084736715,4.383059228948501,1.0104584082278776,-0.4279269932058293,0.7434436590762059,1544
5.0,2022-08-01,19.14646297196458,3.710986877731254,5.159399265693429,1.03842309484082,-0.4279269932058293,0.8751245347972186,1513
5.0,2022-09-01,19.76113437569493,4.319398316035213,4.5749738574315435,1.085181914218666,-0.4279269932058293,0.7759957434029124,1482
5.0,2022-10-01,19.76113437569493,4.456764704819137,4.433964026489226,1.1170827458328039,-0.4279269932058293,0.7520780048542121,1452
5.0,2022-11-01,13.058206287040424,4.225403362500485,3.090404670694661,0.9347611835333316,-0.4279269932058294,0.5241867920088816,1421
5.0,2022-12-01,16.061833904100705,5.044271934804478,3.184172881972764,1.0720585793393504,-0.42792699320582894,0.5400915239452432,1391
