,strategy_5bps,strategy_8bps,strategy_10bps,strategy_15bps,btc
2021-01-01,1.0,1.0,1.0,1.0,1.0
2021-01-02,1.0984634448045911,1.0983138779644306,1.0982141667376568,1.0979648886707225,1.0931789427152394
2021-01-03,1.0342682665652612,1.034127440543931,1.0340335565297107,1.0337988464941603,1.1154580250457906
2021-01-04,0.9971928036042784,0.9970570257799264,0.9969665072303583,0.9967402108564379,1.087892773397141
2021-01-05,1.037170991184798,1.0370297699283317,1.036935622424021,1.0367002536632433,1.1566438839590905
2021-01-06,1.0487650247422189,1.0486222248415364,1.048527024907748,1.0482890250732768,1.2530047630611014
2021-01-07,1.0050171281346687,1.004880284949879,1.004789056160019,1.004560984185369,1.339659336567124
2021-01-08,1.004295938194006,1.0041591932064762,1.0040680298814564,1.0038401215689066,1.3882004855344632
2021-01-09,1.014771203223138,1.0146172149031212,1.0145145584163762,1.014257925575945,1.3697219030137169
2021-01-10,1.0041001514569576,1.0039477824352903,1.003846205455611,1.0035922712947605,1.3051359382781644
2021-01-11,0.9691099741691267,0.9689629147961769,0.9688648774997874,0.9686197922583348,1.2102093278052175
2021-01-12,0.9688351927801191,0.968688175104376,0.9685901656054761,0.9683451498554794,1.1542801041287438
2021-01-13,1.0280780206938982,1.0279220131064246,1.027818010472758,1.027558012374864,1.2697456376314422
2021-01-14,1.0433578327248905,1.0431995064742767,1.0430939581012193,1.0428300957809764,1.3334081816198278
2021-01-15,1.0170898929321968,1.016935552758352,1.0168326617078562,1.0165754424771882,1.2530388386151181
2021-01-16,1.0426816395558205,1.0422327629007657,1.0419335632690874,1.0411857443328163,1.2310159615217513
2021-01-17,1.0426266710362162,1.0421778180452257,1.0418786341868767,1.041130854674432,1.2178524308523264
2021-01-18,1.0393764699908261,1.0389290162182718,1.0386307650117685,1.0378853165674047,1.2463937949003954
2021-01-19,1.0296589954993245,1.0292157251201284,1.0289202623628297,1.0281817833626008,1.2273297839052815
2021-01-20,1.0452491798302121,1.0447991978436293,1.0444992614510114,1.0437496010559824,1.2095660546808094
2021-01-21,0.9242446875172794,0.9238467982210204,0.9235815843152654,0.922918709231584,1.0488910717535085
2021-01-22,0.994555303908231,0.994127145742642,0.9938417560615312,0.993128453686946,1.1230710866125153
2021-01-23,1.0192889520928798,1.0186029513149517,1.018145786052555,1.01700346280977,1.0911501098557745
2021-01-24,1.0088175134674682,1.0081385601661443,1.0076860914895165,1.0065555036508116,1.0986949859762691
2021-01-25,0.9957105808376089,0.9950404487502911,0.9945938587151248,0.9934779598944395,1.1013155366839014
2021-01-26,0.9933891491786714,0.9927205794588458,0.9922750306180448,0.9911617334397447,1.1082384524648914
2021-01-27,0.9651719499322613,0.9645223709221794,0.9640894778874392,0.9630078038935945,1.035513499083824
2021-01-28,0.9903655598209928,0.9896990250340951,0.9892548323151467,0.9881449236915767,1.13873460709098
2021-01-29,0.9885580025117894,0.9878926842452098,0.9874493022408383,0.9863414193575873,1.1676670559212787
2021-01-30,0.9634158708247973,0.9626632478457797,0.9621617365049986,0.9609087884014791,1.1660723656033227
2021-01-31,0.9752764456664978,0.9745145571756275,0.9740068717484821,0.9727384986502075,1.126766168216478
2021-02-01,0.9722239184958357,0.9714644146471144,0.9709583182294927,0.9696939150244338,1.1411532274286018
2021-02-02,0.967813254529794,0.9670571963032119,0.9665533958805662,0.9652947288619445,1.2082913585616761
2021-02-03,0.9751762783114083,0.9744144680715356,0.9739068347870485,0.972638591959098,1.27504461065187
2021-02-04,0.9964369243425124,0.9956585052307741,0.9951398046020387,0.9938439117353758,1.2564652614413212
2021-02-05,0.9880814048537742,0.9873095130955489,0.9867951619776618,0.985510135687536,1.297917803830275
2021-02-06,1.0021920819461734,1.001409040641242,1.0008872600776257,0.9995836727167189,1.3360854767070207
2021-02-07,1.0302379152023569,1.0294329608866697,1.02889657856063,1.0275565109736093,1.323748508750604
2021-02-08,1.030295258926461,1.0294902598064841,1.028953847625049,1.0276137054489798,1.5719046344538443
2021-02-09,1.0187053404097501,1.0179093968242192,1.0173790188096121,1.0160539520582685,1.5815899590663178
2021-02-10,1.0224471640171948,1.0216482968379803,1.0211159706830257,1.0197860368068572,1.528409248008946
2021-02-11,1.0181841637926141,1.0173886274172634,1.0168585207476748,1.0155341319095408,1.6301875441398035
2021-02-12,1.0187039637367798,1.0179080212268827,1.0173776439290256,1.0160525789683703,1.6164244992324661
2021-02-13,1.0153794424548337,1.01457753385147,1.0140431857754508,1.012708217007134,1.6028365650040348
2021-02-14,1.0118007410946586,1.0110016588154151,1.0104691940473562,1.0091389303718816,1.6576795731798777
2021-02-15,1.006362021648123,1.0055672346655273,1.0050376320484542,1.0037145189221215,1.6314031630562607
2021-02-16,1.0035534175703373,1.0027608487179098,1.0022327241415794,1.0009133036237137,1.674100126997917
2021-02-17,0.999762457883736,0.9989728829890947,0.9984467534226394,0.9971323170639677,1.7744489518860558
2021-02-18,1.0090606823886836,1.0082637641050443,1.0077327413054125,1.0064060801184689,1.7584833424710038
2021-02-19,1.005034350664078,1.0042406122262333,1.0037117083020883,1.002390340729412,1.9016783812626175
2021-02-20,0.942938127095678,0.9421036424793859,0.9415476374929317,0.9401587377205166,1.908871138304668
2021-02-21,0.9736145463638817,0.9727529136249008,0.9721788202383813,0.9707447356648475,1.9578837174007302
2021-02-22,0.9522744535489108,0.9514317064384273,0.9508701962720317,0.9494675445668935,1.8444861186292674
2021-02-23,0.9227729896447603,0.9219563508409394,0.9214122362602848,0.9200530387069354,1.661325060207568
2021-02-24,0.941649826284043,0.9408164817926198,0.9402612364548155,0.938874234283794,1.691299236053781
2021-02-25,0.9251092409137688,0.9242905345662907,0.9237450424113098,0.9223824036789875,1.6024396643140222
2021-02-26,0.9152482128516419,0.9144382333505837,0.9138985557666937,0.9125504418258051,1.5767805102173102
