year,strategy,btc,excess,beats_btc
2021,2.280646058022426,0.5756469522737169,1.704999105748709,True
2022,0.024386353405582595,-0.642652443632367,0.6670387970379495,True
2023,1.9779153687591577,1.5541741949459387,0.4237411738132191,True
2024,2.0382772762058905,1.2105475550097968,0.8277297211960937,True
2025,0.017466553618580516,-0.06336752914187327,0.08083408276045378,True
2026,0.7447581355175497,-0.01035223272214647,0.7551103682396961,True
