period,days,total_return,cagr,sharpe,max_drawdown,btc_total_return,btc_cagr,btc_sharpe,btc_max_drawdown,excess_total_return
2021,365,2.280646058022426,2.280646058022426,2.3277798265632783,-0.24429688573352593,0.5756469522737169,0.5756469522737169,0.9673495106986996,-0.5306185104836727,1.704999105748709
2022,365,0.024386353405582595,0.024386353405582595,0.27802037679233366,-0.27566701473714383,-0.642652443632367,-0.642652443632367,-1.2993003129555183,-0.6689381488321313,0.6670387970379495
2023,365,1.9779153687591577,1.9779153687591577,2.0804872767535754,-0.2683539396664182,1.5541741949459387,1.5541741949459387,2.3638736148799153,-0.20057771659603996,0.4237411738132191
2024,366,2.0382772762058905,2.0290661055669474,1.9207022913877474,-0.42792699320582894,1.2105475550097968,1.2057617723163232,1.745604645261733,-0.2618203662635511,0.8277297211960937
2025,365,0.017466553618580516,0.017466553618580516,0.30928922265822933,-0.28244984549752117,-0.06336752914187327,-0.06336752914187327,0.0527645113514418,-0.3214698102977003,0.08083408276045378
2026_ytd,264,0.7447581355175497,1.1588241691862402,1.5660457207286307,-0.34499992096411425,-0.01035223272214647,-0.014284342447348997,0.20396713372729255,-0.3958602833209408,0.7551103682396961
2021_2022,730,2.3606490521919947,0.8332073129332631,1.3291352241677896,-0.27566701473714394,-0.436946411906879,-0.24963103202949488,-0.032644491443003826,-0.7663456451340283,2.797595464098874
2023_onward,1360,15.061833904100705,1.1067554898828331,1.5000103630692863,-0.42792699320582894,4.233596471339013,0.5592411871280423,1.1829592066709866,-0.5305998261659732,10.828237432761693
