cost_bps,windows,win_rate_vs_btc,worst_ratio,median_ratio,median_cagr,median_maxdd
5.0,63,0.9682539682539683,0.975718149796646,3.6802266087825592,0.9063319525583691,-0.6531671050622965
8.0,63,0.9682539682539683,0.960601655167492,3.552561716640181,0.8911367950740361,-0.6567609841795263
10.0,63,0.9682539682539683,0.9506508453446881,3.4698927575576777,0.8810705207862866,-0.6591370652984723
15.0,63,0.9523809523809523,0.9262105816193112,3.276647388554227,0.8561264701999487,-0.6650085656631843
