year,strategy,btc,excess,beats_btc
2021,7.032138873419086,0.5756469522737169,6.4564919211453695,True
2022,-0.0032341634406320985,-0.642652443632367,0.6394182801917349,True
2023,2.435622611888797,1.5541741949459387,0.8814484169428582,True
2024,4.559673164916751,1.2105475550097968,3.3491256099069537,True
2025,-0.07161030088436549,-0.06336752914187327,-0.008242771742492216,False
2026,0.04685859987123697,-0.01035223272214647,0.05721083259338344,True
