period,days,total_return,cagr,sharpe,max_drawdown,btc_total_return,btc_cagr,btc_sharpe,btc_max_drawdown,excess_total_return
2021,365,7.032138873419086,7.032138873419086,3.0525455347818573,-0.18833793107016805,0.5756469522737169,0.5756469522737169,0.9673495106986996,-0.5306185104836727,6.4564919211453695
2022,365,-0.0032341634406320985,-0.0032341634406320985,0.25081815732776686,-0.3157682950295432,-0.642652443632367,-0.642652443632367,-1.2993003129555183,-0.6689381488321313,0.6394182801917349
2023,365,2.435622611888797,2.435622611888797,1.9453990476648375,-0.3722723853054496,1.5541741949459387,1.5541741949459387,2.3638736148799153,-0.20057771659603996,0.8814484169428582
2024,366,4.559673164916751,4.533674477398371,2.137892532457072,-0.3397988226372467,1.2105475550097968,1.2057617723163232,1.745604645261733,-0.2618203662635511,3.3491256099069537
2025,365,-0.07161030088436549,-0.07161030088436549,0.1795021704324271,-0.35744548410665855,-0.06336752914187327,-0.06336752914187327,0.0527645113514418,-0.3214698102977003,-0.008242771742492216
2026_ytd,264,0.04685859987123697,0.0653607718039122,0.4007122408748497,-0.4879383078750863,-0.01035223272214647,-0.014284342447348997,0.20396713372729255,-0.3958602833209408,0.05721083259338344
2021_2022,730,7.006161623524594,1.829516146538944,1.8232487328220701,-0.31576829502954307,-0.436946411906879,-0.24963103202949488,-0.032644491443003826,-0.7663456451340283,7.443108035431473
2023_onward,1360,17.564063796402525,1.190228666521456,1.365814752843286,-0.6531671050622965,4.233596471339013,0.5592411871280423,1.1829592066709866,-0.5305998261659732,13.330467325063513
