candidate_id,family_id,strategy_kind,top_n,frequency,score_family,liquidity_label,min_history_days,min_daily_dollar_volume,include_btc,overlay_set,risk_off_asset,initial_asset,stop_kind,stop_lookback,stop_confirm_days,ma_window,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings,multiple,median_rolling_start_multiple,cost_survival_100bps,stability_score,trial_count_estimate,best_rolling_3y_multiple,median_rolling_3y_multiple,hundred_x_hit_rate_3y,best_rolling_5y_multiple,median_rolling_5y_multiple,hundred_x_hit_rate_5y,raw_convexity_score,robust_convexity_score
focus__strict__14D__ctrend_lite_relative_strength__btc0__ma150__c1__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,150,22.538326974652534,0.9517677018404938,0.9347086911671918,1.1564677539035688,2.3410650492957568,-0.7114554256161887,1.337775590109769,0.3508771929824561,26.041183294663572,1.662162162162162,0.49971014492753624,23.538326974652534,23.538326974652534,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.8661512606089117,0.7922773315428431
focus__strict__14D__ctrend_lite_relative_strength__btc0__ma125__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,125,19.285877853774156,0.8912766867887618,0.9466787960807991,1.1210508320666495,2.239206061957302,-0.7832108922696621,1.1379779004425443,0.38596491228070173,25.617749419953597,1.6133333333333333,0.4915942028985507,20.285877853774156,20.285877853774156,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.9438318557996053,0.7335264383543884
focus__strict__14D__ctrend_lite_relative_strength__btc1__ma150__c1__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,True,btc_ma_defensive,cash,cash,ma,,1,150,18.39544236410557,0.8733884331763102,0.9204398643839188,1.1172061226863315,2.242009402230252,-0.6603874306835624,1.3225394557741232,0.3684210526315789,26.888051044083525,1.6710526315789473,0.49971014492753624,19.39544236410557,19.39544236410557,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.9456074248864716,0.743989920976356
focus__strict__14D__ctrend_lite_relative_strength__btc0__ma125__c1__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,125,17.485746617105693,0.8544317269246,0.9232712943186505,1.105596466510082,2.2106272008764667,-0.7512724657546308,1.1373127139250987,0.38596491228070173,25.19431554524362,1.6081081081081081,0.4701449275362319,18.485746617105693,18.485746617105693,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.9808573371983074,0.712248343677445
focus__medium__21D__ctrend_lite_acceleration__btc0__ma150__c2__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_acceleration,medium,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,150,17.252111398298986,0.8494446948392271,0.8808646082423321,1.0995630277634976,2.2934041120419635,-0.7187289468862879,1.1818707156838921,0.2631578947368421,17.572505800464036,1.6938775510204083,0.4573913043478261,18.252111398298986,18.252111398298986,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.981699456392222,0.7187521876407265
focus__strict__21D__ctrend_lite_acceleration__btc0__ma150__c2__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_acceleration,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,150,16.073494129155012,0.8234905894845659,0.9244017777441177,1.063635222852383,2.248882711878025,-0.5291415309627688,1.556276612773583,0.2807017543859649,17.572505800464036,1.6938775510204083,0.4573913043478261,17.073494129155012,17.073494129155012,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.983300444376423,0.7366436039102772
focus__medium__21D__ctrend_lite_acceleration__btc0__ma150__c1__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_acceleration,medium,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,150,17.125236337710874,0.8467153821904014,0.8797455927983434,1.0981820303044558,2.2898056782943828,-0.7187598111375316,1.1780227122748603,0.2631578947368421,17.572505800464036,1.6938775510204083,0.4533333333333333,18.125236337710874,18.125236337710874,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.9848430729172644,0.7166533568655735
focus__strict__14D__ctrend_lite_relative_strength__btc0__ma150__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,150,17.02139960786745,0.8444704368569986,0.9242032849814044,1.0980247838836978,2.2261486337746765,-0.7050488446486496,1.1977474231275815,0.38596491228070173,25.617749419953597,1.6575342465753424,0.5008695652173913,18.02139960786745,18.02139960786745,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.985371822448234,0.7136493320174037
focus__medium__21D__ctrend_lite_acceleration__btc0__ma125__c1__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_acceleration,medium,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,125,16.618602289274097,0.8356642917637604,0.8701977259172473,1.0934578703030315,2.301239110237621,-0.6416890458328843,1.3022885417641885,0.2807017543859649,17.14907192575406,1.588235294117647,0.4318840579710145,17.618602289274097,17.618602289274097,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.986039934656732,0.7237742425070814
focus__strict__14D__ctrend_lite_relative_strength__btc0__ma100__c1__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,100,16.45771088139833,0.8321024130339716,0.9088637177668288,1.0955442248185694,2.1889505115341703,-0.6770400265152066,1.2290298659547305,0.3684210526315789,25.617749419953597,1.4938271604938271,0.4353623188405797,17.45771088139833,17.45771088139833,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-3.995470817298674,0.7097175505971216
focus__strict__21D__ctrend_lite_acceleration__btc1__ma150__c2__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_acceleration,strict,90,25000000,True,btc_ma_defensive,cash,cash,ma,,2,150,14.95163387729223,0.797439276935924,0.9358240788334682,1.045951221489066,2.2090199107820827,-0.5429287100912532,1.4687734542568096,0.2631578947368421,17.572505800464036,1.6938775510204083,0.4573913043478261,15.95163387729223,15.95163387729223,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-4.015953198105763,0.7134963835112028
focus__strict__21D__ctrend_lite_acceleration__btc0__ma150__c1__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_acceleration,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,1,150,14.841826152077648,0.7948125246165798,0.9226658766454272,1.0467397659387565,2.210903259487691,-0.529141530962769,1.5020792701159262,0.2807017543859649,17.572505800464036,1.6938775510204083,0.4533333333333333,15.841826152077648,15.841826152077648,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-4.01699353867709,0.7141815410431661
focus__strict__14D__ctrend_lite_relative_strength__btc1__ma125__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,True,btc_ma_defensive,cash,cash,ma,,2,125,15.715443503773983,0.8153266219258493,0.932590087653464,1.0815423162068296,2.141622566302678,-0.7448425220493466,1.0946295328072488,0.40350877192982454,26.46461716937355,1.6233766233766234,0.4915942028985507,16.715443503773983,16.715443503773983,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-4.0251929637840105,0.6826991028454401
focus__strict__14D__ctrend_lite_relative_strength__btc0__ma100__c2__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,False,btc_ma_defensive,cash,cash,ma,,2,100,15.362873825638939,0.8071517930731023,0.9300715945836314,1.0755093180189228,2.152946501866415,-0.7376026980557477,1.0942907275158829,0.3684210526315789,25.617749419953597,1.5316455696202531,0.4602898550724638,16.36287382563894,16.36287382563894,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-4.033700124087173,0.6781750789174017
focus__strict__21D__ctrend_lite_acceleration__btc1__ma150__c1__cash,ctrend_lite,ctrend_lite,1,21D,ctrend_lite_acceleration,strict,90,25000000,True,btc_ma_defensive,cash,cash,ma,,1,150,13.917707852720033,0.7721179045934057,0.9341225228815264,1.0309902567173928,2.175241803511347,-0.5656686419148373,1.3649650119895629,0.2631578947368421,17.572505800464036,1.6938775510204083,0.4533333333333333,14.917707852720033,14.917707852720033,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-4.0495197263141955,0.6888447048565556
focus__strict__14D__ctrend_lite_relative_strength__btc1__ma125__c1__cash,ctrend_lite,ctrend_lite,1,14D,ctrend_lite_relative_strength,strict,90,25000000,True,btc_ma_defensive,cash,cash,ma,,1,125,14.23214599982528,0.7799612853823277,0.9088133621214156,1.0652639061061406,2.110765216799191,-0.7072514804854664,1.1028061543921441,0.40350877192982454,26.041183294663572,1.618421052631579,0.4701449275362319,15.23214599982528,15.23214599982528,0.0,0.0,192,0.0,0.0,0.0,0.0,0.0,0.0,-4.0613705529253865,0.6625515311782657
