rebalance_date,sector,sector_score,sector_weight,sector_rank,sector_ret_30,sector_ret_60,sector_ret_90,sector_rel_btc_60,breadth_positive_30,breadth_above_ma20,leader_momentum,top2_momentum,member_count
2025-07-10,Exchange / Trading Infrastructure,0.9178571428571428,0.3333333333333333,1.0,0.23610483699626028,0.2798502175171498,0.4084401185506049,0.2158475895369658,1.0,1.0,0.5335622644500162,0.28369550746339606,2.0
2025-07-10,Store of Value,0.7678571428571429,0.3333333333333333,2.0,0.0096675173044658,0.06400262798018397,0.3350865917834731,0.0,1.0,1.0,0.09105186540298271,0.09105186540298271,1.0
2025-07-10,Privacy,0.6785714285714286,0.3333333333333333,3.0,-0.024260687239603174,0.0004050446847714273,0.5764077472598321,-0.06359758329541254,0.0,1.0,0.10327271923759627,0.10327271923759627,1.0
2025-07-24,Payments,0.8833333333333333,0.3333333333333333,1.0,0.44874974192089623,0.30945912738079306,0.40672468956847235,0.20932414102232755,1.0,1.0,0.6206232301459036,0.5393542742178479,5.0
2025-07-24,Exchange / Trading Infrastructure,0.6833333333333333,0.3333333333333333,2.0,0.09057003331003304,0.26545845469764734,0.7195146128377746,0.16532346833918182,0.6666666666666666,0.3333333333333333,0.4095310872568536,0.3110662313488963,3.0
2025-07-24,Oracle / Middleware,0.5666666666666667,0.3333333333333333,3.0,0.4115518473987507,0.18523532860648184,0.207015113304025,0.08510034224801633,1.0,1.0,0.3027495449421249,0.3027495449421249,1.0
2025-08-07,DeFi,0.8607142857142857,0.3333333333333333,1.0,0.3139622893358247,0.5272568883854902,0.5943821824460345,0.43887202286453264,1.0,0.0,0.43403464767276634,0.43403464767276634,1.0
2025-08-07,Payments,0.825,0.3333333333333333,2.0,0.4022568367370864,0.41609676989482597,0.3092924115072927,0.3277119043738684,1.0,0.4,0.5368010929435544,0.49802186266881976,5.0
2025-08-07,Exchange / Trading Infrastructure,0.6,0.3333333333333333,3.0,0.03628847413166314,0.21391602451900513,0.42811997281751396,0.12553115899804754,0.3333333333333333,0.0,0.18204049608238493,0.17794459570232912,3.0
2025-08-21,Oracle / Middleware,0.9642857142857143,0.3333333333333333,1.0,0.3516884628190666,1.2204886060989586,0.5776417922036894,1.0952102902877956,1.0,1.0,0.6575191716799587,0.6575191716799587,1.0
2025-08-21,DeFi,0.7928571428571427,0.3333333333333333,2.0,-0.022974989556052705,0.6590764494325896,0.6509223917424602,0.5337981336214266,0.0,1.0,0.3164199184002426,0.3164199184002426,1.0
2025-08-21,Payments,0.6285714285714286,0.3333333333333333,3.0,-0.07065665345807817,0.5186752835090017,0.22884092883261534,0.3933969676978387,0.4,0.0,0.21003447780602671,0.21000393463645417,5.0
2025-09-04,Oracle / Middleware,0.9166666666666667,0.3333333333333333,1.0,0.38576561757282013,0.791554818064053,0.8321683088950431,0.7592675050658806,1.0,0.0,0.5967829159846346,0.5967829159846346,1.0
2025-09-04,Smart Contract Platform / L1,0.8666666666666667,0.3333333333333333,2.0,0.19136507179611192,0.6291324977776178,0.5273341042619171,0.5968451847794454,0.75,0.5,1.60566990650731,1.051136539461596,8.0
2025-09-04,Payments,0.6000000000000001,0.3333333333333333,3.0,-0.06838368934861258,0.34990396970324006,0.40956392952861675,0.3176166567050676,0.2,0.2,0.20710127470566986,0.19140619657265648,5.0
2025-09-18,Exchange / Trading Infrastructure,0.8583333333333333,0.3333333333333333,1.0,0.2525754993425827,0.3265385134029929,0.5500340357744783,0.33880026176854217,1.0,1.0,0.3706099178541028,0.33425611084708484,2.0
2025-09-18,Oracle / Middleware,0.7166666666666667,0.3333333333333333,2.0,-0.06793003482626925,0.3015203835795759,0.8352150277874781,0.31378213194512516,0.0,1.0,0.22353410321823375,0.22353410321823375,1.0
2025-09-18,Smart Contract Platform / L1,0.6583333333333333,0.3333333333333333,3.0,0.15840856295768146,0.2284172366375715,0.5834880640844314,0.24067898500312077,0.6666666666666666,0.7777777777777778,0.9127219413260088,0.6651692946102951,9.0
2025-10-02,Oracle / Middleware,0.8250000000000001,0.3333333333333333,1.0,0.00610386132369789,0.4381643503053676,0.6523403412321698,0.385315988549618,1.0,0.0,0.26496930399989316,0.26496930399989316,1.0
2025-10-02,Exchange / Trading Infrastructure,0.7250000000000001,0.3333333333333333,2.0,0.15374412692050032,0.3328170663633958,0.35966528338315973,0.2799687046076462,1.0,0.5,0.33353483954038393,0.24865024004590086,2.0
2025-10-02,Smart Contract Platform / L1,0.6416666666666667,0.3333333333333333,3.0,0.044902254937134435,0.22965342513953166,0.4606637409216627,0.17680506338378207,0.7777777777777778,0.2222222222222222,0.43410943402439245,0.39428652321386476,9.0
2025-10-16,CASH,0.0,1.0,,,,,,,,,,
2025-10-30,CASH,0.0,1.0,,,,,,,,,,
2025-11-13,CASH,0.0,1.0,,,,,,,,,,
2025-11-27,CASH,0.0,1.0,,,,,,,,,,
2025-12-11,CASH,0.0,1.0,,,,,,,,,,
2025-12-25,CASH,0.0,1.0,,,,,,,,,,
2026-01-08,CASH,0.0,1.0,,,,,,,,,,
2026-01-22,CASH,0.0,1.0,,,,,,,,,,
2026-02-05,CASH,0.0,1.0,,,,,,,,,,
2026-02-19,CASH,0.0,1.0,,,,,,,,,,
2026-03-05,CASH,0.0,1.0,,,,,,,,,,
2026-03-19,CASH,0.0,1.0,,,,,,,,,,
2026-04-02,CASH,0.0,1.0,,,,,,,,,,
2026-04-16,CASH,0.0,1.0,,,,,,,,,,
