strategy,start,end,days,multiple,cagr,sharpe,max_drawdown
walk_forward_sharpe_switch0bps,2023-01-01,2026-09-21,1360,21.45871266749147,1.2784625604145003,1.6355497694454124,-0.40955903311901787
walk_forward_sharpe_switch40bps,2023-01-01,2026-09-21,1360,20.781570840692655,1.258925166250564,1.62141388390252,-0.41192079698654127
fixed_primary,2023-01-01,2026-09-21,1360,29.911132834563077,1.491029960808798,1.7336745825641744,-0.4491912481307191
fixed_equal_weight_candidates,2023-01-01,2026-09-21,1360,23.14417190860531,1.325206436790726,1.6322041062106307,-0.46337666560830104
BTC,2023-01-01,2026-09-21,1360,5.233596471339013,0.5597509200381825,1.1829592066709866,-0.5305998261659732
