cost_bps,start,multiple,btc_multiple,ratio,cagr,maxdd,min_ratio,days
5.0,2022-01-01,3.0802779623324428,1.8151687890422803,1.6969650320825864,0.2687696817278755,-0.5089991447013849,0.6509546697622818,1725
5.0,2022-02-01,3.0802779623324428,2.250412626590911,1.36876141110116,0.27430880865010443,-0.5089991447013849,0.5250559767004946,1694
5.0,2022-03-01,3.0802779623324428,2.0050110924981595,1.5362897361802352,0.27951095206739507,-0.5089991447013849,0.5893197319729553,1666
5.0,2022-04-01,3.0213597398545975,1.9017441702307827,1.5887309066854907,0.279974023287735,-0.508999144701385,0.6094361304742869,1635
5.0,2022-05-01,3.5012849138700055,2.296253457155463,1.524781553603975,0.32973506618216275,-0.5089991447013844,0.5849052007086896,1605
5.0,2022-06-01,3.5012849138700055,2.7240207934434437,1.2853370731594231,0.33721943875903304,-0.5089991447013844,0.4930544555563889,1574
5.0,2022-07-01,3.5012849138700055,4.377261084736715,0.7998803009669234,0.34479103678599565,-0.5089991447013844,0.30683355715719807,1544
5.0,2022-08-01,3.6021708085560182,3.710986877731254,0.9706773231055558,0.3622819414263698,-0.5089991447013846,0.3723511824710133,1513
5.0,2022-09-01,3.7179313772179556,4.319398316035213,0.8607521476812203,0.3818434342363346,-0.5089991447013847,0.33018395750522106,1482
5.0,2022-10-01,3.7179313772179556,4.456764704819137,0.834222047486089,0.39110810671419305,-0.5089991447013847,0.32000702852626256,1452
5.0,2022-11-01,3.6431922556267806,4.225403362500485,0.8622117092913074,0.3938725203042073,-0.5089991447013847,0.33074384437851007,1421
5.0,2022-12-01,4.477378462319729,5.044271934804478,0.8876163934435619,0.48193581986644696,-0.5089991447013849,0.34048906450390715,1391
5.0,2023-01-01,4.477378462319729,5.233596471339013,0.8555070087729164,0.49528267298465223,-0.5089991447013849,0.32817192567111697,1360
5.0,2023-02-01,4.4210307837634915,3.7426790601753455,1.181247633762208,0.5041399822956965,-0.5089991447013849,0.453125815090887,1329
5.0,2023-03-01,3.792732070842266,3.741374311710168,1.013726977001834,0.45354007449613043,-0.5089991447013849,0.38886500138043556,1301
5.0,2023-04-01,3.705092499405958,3.040994440406665,1.218381872118939,0.45704761415639505,-0.5089991447013846,0.46737048449147783,1270
5.0,2023-05-01,3.926301665632693,2.9588808737359145,1.326954964792247,0.4956912937718405,-0.5089991447013849,0.5090190514035993,1240
5.0,2023-06-01,4.689505604678315,3.1816311366695422,1.4739312645736742,0.5944645538879261,-0.5089991447013847,0.5653990632944067,1209
5.0,2023-07-01,3.882668952772118,2.8415591863933582,1.3663867961519343,0.5218980694951894,-0.5089991447013849,0.5241450759683872,1179
5.0,2023-08-01,4.380280396566587,2.9627979762587704,1.4784269571081998,0.5994175048868484,-0.5089991447013846,0.5671236079926397,1148
5.0,2023-09-01,4.49229348970301,3.339683546446953,1.3451254968400537,0.6338259412137479,-0.508999144701385,0.5159892555415548,1117
5.0,2023-10-01,4.49229348970301,3.211331286787817,1.3988882144253934,0.6561132494714015,-0.508999144701385,0.5366125986332724,1087
5.0,2023-11-01,4.051075761565276,2.498080781477405,1.6216752442927025,0.6218213546383373,-0.5089991447013845,0.6220735567041719,1056
5.0,2023-12-01,2.9277690259578772,2.2963830130199008,1.2749480419242698,0.46544896390926094,-0.5089991447013844,0.48906923001020997,1026
5.0,2024-01-01,2.908383443388934,2.049036624712195,1.419390658181838,0.47939202634877875,-0.5089991447013851,0.5444773225683418,995
5.0,2024-02-01,3.081889517049636,2.0337626251633245,1.5153634347086793,0.5313735806783528,-0.508999144701385,0.5812924164972525,964
5.0,2024-03-01,2.81942250530517,1.4151176756158623,1.9923590482170688,0.4987561298475005,-0.5089991447013849,0.7642676199923719,935
5.0,2024-04-01,2.1874123698754557,1.2140541788509904,1.801741971635627,0.371673554945658,-0.5089991447013846,0.6911470348352078,904
5.0,2024-05-01,2.8229803495452828,1.4282223379630117,1.976569245914142,0.5424982369750928,-0.5089991447013846,0.7582106622181151,874
5.0,2024-06-01,2.7024347207236707,1.2832036083296985,2.106006173284796,0.5379431273195368,-0.5089991447013849,0.807862582392454,843
5.0,2024-07-01,3.3614015157035024,1.3817050606180332,2.432792360331919,0.7233904960882356,-0.5089991447013851,0.933217548729666,813
5.0,2024-08-01,3.07005168872403,1.3402030173237707,2.290736290725987,0.6880145434693699,-0.508999144701385,0.8910475324900928,782
5.0,2024-09-01,3.4591305072394136,1.4685952622728233,2.3554008351395628,0.8278812746207429,-0.5089991447013851,0.9162006603174158,751
5.0,2024-10-01,2.763275275084512,1.3674972313853178,2.0206807090097194,0.6728890944444936,-0.5089991447013851,0.8677584439946734,721
5.0,2024-11-01,2.5073174843488375,1.2333929274252626,2.032861895505533,0.6262074618151265,-0.5089991447013849,0.9590094526440397,690
5.0,2024-12-01,1.1043055378592548,0.8979135423077076,1.2298573145707365,0.05640308553684692,-0.5089991447013851,0.6553106894491808,660
