cost_bps,windows,win_rate_vs_btc,worst_ratio,median_ratio,median_cagr,median_maxdd
5.0,51,0.8627450980392157,0.7998803009669234,1.419390658181838,0.46544896390926094,-0.5089991447013849
8.0,51,0.8431372549019608,0.7772319706144746,1.3925661114318422,0.4547995444811317,-0.5113011542145932
10.0,51,0.8431372549019608,0.7624861372778858,1.37496034516932,0.44774095397891145,-0.5128302708607058
15.0,51,0.8431372549019608,0.7268194198361178,1.3435315645921238,0.43023700494308037,-0.5166337017177869
