cost_bps,windows,win_rate_vs_btc,worst_ratio,median_ratio,median_cagr,median_maxdd
5.0,56,0.8571428571428571,0.7998803009669234,1.3907878204752109,0.48066392310761286,-0.5089991447013847
8.0,56,0.8392857142857143,0.7772319706144746,1.3726559260472664,0.4700334871127393,-0.5113011542145932
10.0,56,0.8392857142857143,0.7624861372778858,1.362757694247501,0.46298694157412934,-0.5128302708607058
15.0,56,0.8392857142857143,0.7268194198361178,1.337714148079595,0.44596805163080677,-0.5166337017177869
