hold_count,lookback,btc_ma,asset_ma,target_vol,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings,total_cost_bps,avg_gross_exposure,max_gross_exposure,pct_days_flat,btc_total_return,beats_btc
3,30,50,0,0.5,1.8575457264597732,0.2489397305953387,0.33714424805642745,0.8259961917069369,1.4359950161504338,-0.38939504549031767,0.6392986594934182,0.3684210526315789,16.03094087866252,0.5221982442099988,1.488695652173913,5.0,0.27192047870875297,1.0000000000000004,0.503768115942029,0.8151687890422803,True
3,30,50,50,0.5,1.7346858518071624,0.2373732011626608,0.33102290036386234,0.8070566103097024,1.393081717527044,-0.38972229964082794,0.6090829325943791,0.38596491228070173,18.32254670149573,0.5090744643574319,1.4179710144927535,5.0,0.2694411160736149,1.0000000000000004,0.5089855072463768,0.8151687890422803,True
2,30,50,0,0.5,1.6384246315400635,0.22802104049359695,0.33239444413757224,0.7819606475692452,1.3730125587671198,-0.4048851951456497,0.5631745572015069,0.42105263157894735,15.35063018218344,0.5000375330011195,0.9924637681159421,5.0,0.24436488478857082,1.0000000000000004,0.503768115942029,0.8151687890422803,True
3,30,100,0,0.5,1.6470538774367864,0.22887028051210057,0.3456834252074726,0.7673855753713054,1.312058641001336,-0.42991189318197076,0.5323655477826607,0.40350877192982454,15.468631326498596,0.5333050776299086,1.5008695652173913,5.0,0.2798360828152975,1.0000000000000004,0.49971014492753624,0.8151687890422803,True
3,30,50,0,0.5,1.7933378888217129,0.24294495296275276,0.3370828076175407,0.8118163562254561,1.410571149018923,-0.39022721510827385,0.6225730639913066,0.3684210526315789,16.03094087866252,0.5221982442099988,1.488695652173913,8.0,0.27192047870875297,1.0000000000000004,0.503768115942029,0.8146239659940369,True
3,30,50,50,0.5,1.6645686557386106,0.23058729469233774,0.33097071234790004,0.7905226777865617,1.363562382061399,-0.39121924785594364,0.5894068248330295,0.38596491228070173,18.32254670149573,0.5090744643574319,1.4179710144927535,8.0,0.2694411160736149,1.0000000000000004,0.5089855072463768,0.8146239659940369,True
2,30,50,0,0.5,1.5816277042612668,0.2223761121085137,0.3323149866300927,0.7682100586962154,1.3480594768524963,-0.40573262629176343,0.5480853589245309,0.40350877192982454,15.35063018218344,0.5000375330011195,0.9924637681159421,8.0,0.24436488478857082,1.0000000000000004,0.503768115942029,0.8146239659940369,True
3,30,100,0,0.5,1.5896375059455314,0.22317808221137936,0.34560337402892516,0.7540552925597201,1.2885504151699716,-0.4339678375405521,0.5142733237472339,0.40350877192982454,15.468631326498596,0.5333050776299086,1.5008695652173913,8.0,0.2798360828152975,1.0000000000000004,0.49971014492753624,0.8146239659940369,True
3,30,50,0,0.5,1.7513289644279237,0.23896373966909712,0.3370434056286278,0.8023565508003586,1.393622908617078,-0.3907814632965545,0.6115022387532066,0.3684210526315789,16.03094087866252,0.5221982442099988,1.488695652173913,10.0,0.27192047870875297,1.0000000000000004,0.503768115942029,0.814260750628542,True
3,30,50,50,0.5,1.6188177251378248,0.22608327319535593,0.33093769477679774,0.7794929794743822,1.3438912553664077,-0.3922153346514762,0.5764263995344656,0.38596491228070173,18.32254670149573,0.5090744643574319,1.4179710144927535,10.0,0.2694411160736149,1.0000000000000004,0.5089855072463768,0.814260750628542,True
2,30,50,0,0.5,1.5444372630328163,0.21862656889852072,0.33226361195310294,0.7590356974931065,1.3314312469417007,-0.40629703283307594,0.5380954110692258,0.40350877192982454,15.35063018218344,0.5000375330011195,0.9924637681159421,10.0,0.24436488478857082,1.0000000000000004,0.503768115942029,0.814260750628542,True
3,30,100,0,0.5,1.5520465960246637,0.21939724127109894,0.34555158218399556,0.7451616083715877,1.2728799078790396,-0.43665639075410156,0.5024482543177758,0.40350877192982454,15.468631326498596,0.5333050776299086,1.5008695652173913,10.0,0.2798360828152975,1.0000000000000004,0.49971014492753624,0.814260750628542,True
3,30,50,0,0.5,1.6490255350838807,0.22906401320271463,0.33695035788290645,0.7786847460807719,1.351269220011997,-0.3921652252665484,0.584100778050944,0.3684210526315789,16.03094087866252,0.5221982442099988,1.488695652173913,15.0,0.27192047870875297,1.0000000000000004,0.503768115942029,0.8133527122148163,True
3,30,50,50,0.5,1.5078216355140546,0.21489253282240073,0.33086136445295555,0.7518949816116313,1.2947564499960145,-0.39469899136571407,0.5444466226752754,0.38596491228070173,18.32254670149573,0.5090744643574319,1.4179710144927535,15.0,0.2694411160736149,1.0000000000000004,0.5089855072463768,0.8133527122148163,True
2,30,50,0,0.5,1.4537655754244643,0.20930058654433226,0.33214076903790807,0.7360749805654427,1.289867345361207,-0.4077061346987346,0.5133613863794084,0.40350877192982454,15.35063018218344,0.5000375330011195,0.9924637681159421,15.0,0.24436488478857082,1.0000000000000004,0.503768115942029,0.8133527122148163,True
3,30,100,0,0.5,1.4604160253625675,0.20999376394402103,0.34542762130673066,0.7229041800923308,1.2337108793492997,-0.4433242325576796,0.47367986796593475,0.40350877192982454,15.468631326498596,0.5333050776299086,1.5008695652173913,15.0,0.2798360828152975,1.0000000000000004,0.49971014492753624,0.8133527122148163,True
