,strategy_5bps,strategy_8bps,strategy_10bps,strategy_15bps,btc
2023-10-26,0.00962405698423252,0.00962405698423252,0.00962405698423252,0.00962405698423252,-0.010033123501543284
2023-10-27,-0.031602778332219805,-0.031602778332219805,-0.031602778332219805,-0.031602778332219805,-0.007227012757920814
2023-10-28,-0.0027215281391550494,-0.0027215281391550494,-0.0027215281391550494,-0.0027215281391550494,0.005301611678789175
2023-10-29,0.033453502615204966,0.03342463871298662,0.033405396111507724,0.03335728960781026,0.013168430653720309
2023-10-30,0.059318557846300246,0.059318557846300246,0.059318557846300246,0.059318557846300246,-0.0010457154655192369
2023-10-31,0.0930916797706085,0.0930916797706085,0.0930916797706085,0.0930916797706085,0.004794300301618426
2023-11-01,0.07043610957255053,0.07043610957255053,0.07043610957255053,0.07043610957255053,0.022195647795549167
2023-11-02,-0.028046337732241744,-0.028046337732241744,-0.028046337732241744,-0.028046337732241744,-0.014081531189613417
2023-11-03,-0.01582742244661106,-0.01582742244661106,-0.01582742244661106,-0.01582742244661106,-0.005893736969665553
2023-11-04,0.06609538786372715,0.06609538786372715,0.06609538786372715,0.06609538786372715,0.01007337201534253
2023-11-05,-0.022968017441100108,-0.022983226847387628,-0.022993366451579345,-0.023018715462058803,-0.0009361242861231078
2023-11-06,0.018861287061603838,0.018861287061603838,0.018861287061603838,0.018861287061603838,-0.00034198868959767204
2023-11-07,0.02005066583175208,0.02005066583175208,0.02005066583175208,0.02005066583175208,0.011593105489333011
2023-11-08,0.001984955533799182,0.001984955533799182,0.001984955533799182,0.001984955533799182,0.0059732914071966015
2023-11-09,0.04589059999388567,0.04589059999388567,0.04589059999388567,0.04589059999388567,0.029107825451900382
2023-11-10,0.21791282703694836,0.21791282703694836,0.21791282703694836,0.21791282703694836,0.016919956442230433
2023-11-11,-0.00864643289608924,-0.00864643289608924,-0.00864643289608924,-0.00864643289608924,-0.004714565296461526
2023-11-12,0.0005294824355868144,0.00046605358158480215,0.00042376767891671996,0.0003180529222466255,-0.002249186394259306
2023-11-13,-0.05241684150008796,-0.05241684150008796,-0.05241684150008796,-0.05241684150008796,-0.014901361654444667
2023-11-14,0.06422885548432511,0.06422885548432511,0.06422885548432511,0.06422885548432511,-0.02642889095867973
2023-11-15,0.10642714141519227,0.10642714141519227,0.10642714141519227,0.10642714141519227,0.06592848098291881
2023-11-16,-0.08476325486881997,-0.08476325486881997,-0.08476325486881997,-0.08476325486881997,-0.045559328461401205
2023-11-17,0.006581132657348832,0.006581132657348832,0.006581132657348832,0.006581132657348832,0.01222280465414416
2023-11-18,0.0011621307923439517,0.0011621307923439517,0.0011621307923439517,0.0011621307923439517,-0.0002999996906842828
2023-11-19,0.018188164725623013,0.017806723034485605,0.017552428573727408,0.01691669242183158,0.021889557419269456
2023-11-20,-0.05242962599672396,-0.05242962599672396,-0.05242962599672396,-0.05242962599672396,0.002418198250351944
2023-11-21,-0.060622466272627906,-0.060622466272627906,-0.060622466272627906,-0.060622466272627906,-0.04437779049885715
2023-11-22,0.05274567772585681,0.05274567772585681,0.05274567772585681,0.05274567772585681,0.04519281476801651
