cycle_days,target_volatility,vol_window,stop_mode,offset_days,cost_bps,multiple,cagr,sharpe,max_drawdown,annualized_turnover,average_exposure,average_holdings
14,0.8,30,none,4,2.0,22.159441422990515,0.926981698840637,1.2264993377506421,-0.6206165095929524,34.11040236046002,0.8097741899947964,0.9971014492753624
14,0.8,30,none,4,20.0,16.569504238554334,0.8119594573306721,1.1469129702129748,-0.6286259374451912,34.11040236046002,0.8097741899947964,0.9971014492753624
14,0.8,30,own75,4,2.0,24.016686762661873,0.9600989869029033,1.270234281132545,-0.6013299785263343,30.486239424169344,0.6819700425680362,0.8394202898550724
14,0.8,30,own75,4,20.0,18.522211666701907,0.8552055984597942,1.1959024337517816,-0.6097184010649546,30.486239424169344,0.6819700425680362,0.8394202898550724
14,0.3,30,none,5,2.0,3.4234341857256423,0.2976412845627483,0.8378038213423324,-0.4723494499134988,18.36380278410936,0.42477530134176855,0.9965217391304347
14,0.3,30,none,5,20.0,2.927828093196169,0.25538114048743554,0.7559406907499396,-0.47877372787106487,18.36380278410936,0.42477530134176855,0.9965217391304347
14,0.3,30,own75,5,2.0,3.5018784490171226,0.30388039394272637,0.8712245018919356,-0.3070252349602506,17.814003056424205,0.3551215698420419,0.8498550724637681
14,0.3,30,own75,5,20.0,3.009021705635838,0.26267256290239827,0.787923391669213,-0.32155313998026547,17.814003056424205,0.3551215698420419,0.8498550724637681
14,0.4,30,none,5,2.0,3.501744246922139,0.30386981461317286,0.75159227403884,-0.5764089430819167,23.270925648670637,0.531375266895827,0.9965217391304347
14,0.4,30,none,5,20.0,2.8720979730825382,0.25028362144019534,0.6719034639100588,-0.5832324779027995,23.270925648670637,0.531375266895827,0.9965217391304347
14,0.4,30,own75,5,2.0,3.9290997720508103,0.33604752215962974,0.8111754121908692,-0.40204284500300036,22.409862131385296,0.445780868552496,0.8498550724637681
14,0.4,30,own75,5,20.0,3.24642505635137,0.28313745162561665,0.7307715160817857,-0.41800259991419275,22.409862131385296,0.445780868552496,0.8498550724637681
14,0.5,30,none,5,2.0,3.4328484221676847,0.298395965142797,0.7033629540099218,-0.6446239373576881,27.741595655634132,0.6282401017371708,0.9965217391304347
