cycle_days,target_volatility,vol_window,stop_mode,offset_days,cost_bps,multiple,cagr,sharpe,max_drawdown,annualized_turnover,average_exposure,average_holdings
14,0.6,30,own75,8,2.0,2.226975424912527,0.18472415910008344,0.5752624561547456,-0.5529882609535028,28.06913811540772,0.5919553892058739,0.8521739130434782
14,0.6,30,own75,8,20.0,1.75332717870737,0.12623733468544396,0.48655410117465453,-0.591626674122437,28.06913811540772,0.5919553892058739,0.8521739130434782
14,0.8,30,none,8,2.0,1.4982848313234454,0.08937224197739568,0.47574072734970607,-0.7544555610607828,37.27142363565602,0.8257110559760652,0.9947826086956522
14,0.8,30,none,8,20.0,1.0905343575675652,0.01851842190548947,0.3851031634247752,-0.7834731233735182,37.27142363565602,0.8257110559760652,0.9947826086956522
14,0.8,30,own75,8,2.0,1.7788043238978741,0.12968242286880183,0.5155756459761911,-0.704496975119488,33.22276356092233,0.6997198771627816,0.8521739130434782
14,0.8,30,own75,8,20.0,1.3402344624594895,0.06396251029899136,0.4311243885010181,-0.7340649597724337,33.22276356092233,0.6997198771627816,0.8521739130434782
14,0.3,30,none,9,2.0,2.2321873687718226,0.1853106441104686,0.6916898952796602,-0.530140994160641,17.08474936077956,0.4218557768949621,0.9942028985507246
14,0.3,30,none,9,20.0,1.9299511099295816,0.1493571178008024,0.5945582485416282,-0.5556478010770209,17.08474936077956,0.4218557768949621,0.9942028985507246
14,0.3,30,own75,9,2.0,2.0225259644919635,0.16081487117199766,0.640157932727552,-0.4544995174581744,14.945085716258706,0.3461080666188415,0.847536231884058
14,0.3,30,own75,9,20.0,1.780857208445076,0.12995832233894133,0.5514452356789226,-0.48086580171059534,14.945085716258706,0.3461080666188415,0.847536231884058
14,0.4,30,none,9,2.0,2.3408274590811122,0.19729662644948553,0.6386893563876671,-0.6260108639937807,21.400265616718762,0.5240481186213781,0.9942028985507246
14,0.4,30,none,9,20.0,1.9507820220956549,0.15197248649335116,0.5454989559620649,-0.6512309623468189,21.400265616718762,0.5240481186213781,0.9942028985507246
14,0.4,30,own75,9,2.0,2.1553663888222836,0.1765545484744384,0.6045843853495119,-0.5446790735163354,18.860819866976918,0.43431441673660603,0.847536231884058
14,0.4,30,own75,9,20.0,1.8355380938846733,0.13721657170285662,0.5190255269842204,-0.5722756085640455,18.860819866976918,0.43431441673660603,0.847536231884058
14,0.5,30,none,9,2.0,2.187181083184201,0.18021018018148238,0.5765198473042326,-0.7077020995353343,25.178385008447737,0.6125728976009892,0.9942028985507246
14,0.5,30,none,9,20.0,1.7649467916218047,0.1278134312035506,0.4866281675149406,-0.7310653674723904,25.178385008447737,0.6125728976009892,0.9942028985507246
14,0.5,30,own75,9,2.0,2.072012661242497,0.16677101272025197,0.556342681678212,-0.6266517392540933,22.321469125618254,0.5106695610857923,0.847536231884058
14,0.5,30,own75,9,20.0,1.7132551226728308,0.12073797037589884,0.47335420762721353,-0.6536586335959393,22.321469125618254,0.5106695610857923,0.847536231884058
14,0.6,30,none,9,2.0,1.9988645483052643,0.15792633934984623,0.5377454045079008,-0.7790360658795459,28.35441951691849,0.6880607816983292,0.9942028985507246
14,0.6,30,none,9,20.0,1.5698711052565966,0.10019008154084941,0.4503168358994362,-0.799073309913815,28.35441951691849,0.6880607816983292,0.9942028985507246
14,0.6,30,own75,9,2.0,1.9683001760728474,0.15415494318380452,0.5305478097342348,-0.7036586548944765,25.188336734151616,0.5761843889669471,0.847536231884058
14,0.6,30,own75,9,20.0,1.5881957199166774,0.10289656496778754,0.4496413218563537,-0.7280558386836209,25.188336734151616,0.5761843889669471,0.847536231884058
14,0.8,30,none,9,2.0,1.5213511026690463,0.0929016001173879,0.4776217548074072,-0.8722870221512098,33.34643599914242,0.8068044793964742,0.9942028985507246
14,0.8,30,none,9,20.0,1.145008514669872,0.029083941632295218,0.3951598487506169,-0.8857757661455402,33.34643599914242,0.8068044793964742,0.9942028985507246
14,0.8,30,own75,9,2.0,1.6152953542176514,0.10685431833167769,0.4862494415897518,-0.8132570960732697,29.79662231240544,0.6821945603583784,0.847536231884058
14,0.8,30,own75,9,20.0,1.2531192596319884,0.04893035064779072,0.40954802251139855,-0.8312873576281922,29.79662231240544,0.6821945603583784,0.847536231884058
14,0.3,30,none,10,2.0,3.131959223184328,0.27342293067689605,0.8929306307988596,-0.3932884331684313,18.741665357591234,0.4426295894108839,0.9936231884057971
14,0.3,30,none,10,20.0,2.669933732745182,0.2311114653374775,0.7909845391304815,-0.4005978575740119,18.741665357591234,0.4426295894108839,0.9936231884057971
14,0.3,30,own75,10,2.0,2.7912948380685676,0.24275242739424074,0.8667553800859218,-0.3283426714908063,16.229912109914036,0.3437381153866544,0.8220289855072463
14,0.3,30,own75,10,20.0,2.431013472470285,0.20691787526169558,0.7703444438742217,-0.3339129359869858,16.229912109914036,0.3437381153866544,0.8220289855072463
14,0.4,30,none,10,2.0,3.2063255483147644,0.2797654539954866,0.782078019511282,-0.49178516907106307,23.425205223417677,0.5471548051532833,0.9936231884057971
14,0.4,30,none,10,20.0,2.6263405923585768,0.22682811242415113,0.6844952513776069,-0.4999342891986035,23.425205223417677,0.5471548051532833,0.9936231884057971
14,0.4,30,own75,10,2.0,2.9501348849759563,0.2574000764243114,0.7727072238879326,-0.4162355035267902,20.529285845734016,0.43180097595349387,0.8220289855072463
14,0.4,30,own75,10,20.0,2.4769045198632353,0.2117060137551352,0.6795332606707924,-0.422682645945477,20.529285845734016,0.43180097595349387,0.8220289855072463
14,0.5,30,none,10,2.0,2.7763270331189567,0.24133854761889295,0.6695637326561614,-0.5765671728887382,27.34755744154144,0.636606527392899,0.9936231884057971
14,0.5,30,none,10,20.0,2.1993041378023688,0.1815921405718275,0.575214564375624,-0.5850390937553425,27.34755744154144,0.636606527392899,0.9936231884057971
14,0.5,30,own75,10,2.0,2.758504817147612,0.23964717781450928,0.6812312979687322,-0.49457746827276294,24.238392111290175,0.5085793401285932,0.8220289855072463
14,0.5,30,own75,10,20.0,2.2439177050076182,0.18662668672097293,0.5912876706394409,-0.501546253895991,24.238392111290175,0.5085793401285932,0.8220289855072463
14,0.6,30,none,10,2.0,2.416288584538091,0.20536642704532326,0.6048182147934942,-0.6491089679151887,30.70168962556534,0.7124915725417696,0.9936231884057971
14,0.6,30,none,10,20.0,1.8600961280412254,0.1404210028681494,0.5128458250216004,-0.6575185627730098,30.70168962556534,0.7124915725417696,0.9936231884057971
14,0.6,30,own75,10,2.0,2.6030009329592403,0.22451173464549257,0.6358974112318664,-0.5641074769261369,27.393879635060912,0.5744848976666564,0.8220289855072463
14,0.6,30,own75,10,20.0,2.061197833399367,0.1654790090644993,0.5483314675141947,-0.5713106889336272,27.393879635060912,0.5744848976666564,0.8220289855072463
14,0.8,30,none,10,2.0,1.7414097516429101,0.12461226607669396,0.519991524461972,-0.7596205862386796,35.72242995986986,0.8283679130847338,0.9936231884057971
14,0.8,30,none,10,20.0,1.28433734052839,0.054409252387748186,0.43297368148853943,-0.7670065379438848,35.72242995986986,0.8283679130847338,0.9936231884057971
14,0.8,30,own75,10,2.0,2.180246394211966,0.1794169474667382,0.5774930493827559,-0.6796200045961311,32.26556605806999,0.6771390160035032,0.8220289855072463
14,0.8,30,own75,10,20.0,1.6561649956858586,0.11272525060478156,0.49431709558713677,-0.6866617012493275,32.26556605806999,0.6771390160035032,0.8220289855072463
14,0.3,30,none,11,2.0,2.0694228075678414,0.16646209834633718,0.6319120321308002,-0.4104440795671811,18.912402772595428,0.45303677249998237,0.9930434782608696
14,0.3,30,none,11,20.0,1.761576559767578,0.1273571336516155,0.5280809690109962,-0.44461517006885565,18.912402772595428,0.45303677249998237,0.9930434782608696
14,0.3,30,own75,11,2.0,1.843255758230809,0.13822722630778772,0.5859045892172183,-0.4084384705467047,17.1487188394033,0.3643663078923231,0.8382608695652174
14,0.3,30,own75,11,20.0,1.5928307747641368,0.10357724383034372,0.48112152494060184,-0.438182551234337,17.1487188394033,0.3643663078923231,0.8382608695652174
14,0.4,30,none,11,2.0,2.0046586150496744,0.15863614762816147,0.5571925205068314,-0.5000114350432932,23.63877784754742,0.5575234399756971,0.9930434782608696
14,0.4,30,none,11,20.0,1.639050624445251,0.11028082348683999,0.4564330823705288,-0.5360975505387473,23.63877784754742,0.5575234399756971,0.9930434782608696
14,0.4,30,own75,11,2.0,1.7796797769962014,0.12980011094242472,0.5104034939345887,-0.4938718736726613,21.50123845576008,0.4533658340009032,0.8382608695652174
14,0.4,30,own75,11,20.0,1.4818855981212007,0.0868368631824481,0.4081436939750949,-0.5258164588907771,21.50123845576008,0.4533658340009032,0.8382608695652174
14,0.5,30,none,11,2.0,1.7022997804771145,0.11921685918023961,0.47215827483880773,-0.5873937199484525,27.469763388301025,0.6428357508766153,0.9930434782608696
14,0.5,30,none,11,20.0,1.3470940500392399,0.06511311153570687,0.37263426926180865,-0.6220882127206303,27.469763388301025,0.6428357508766153,0.9930434782608696
14,0.5,30,own75,11,2.0,1.5610288135487096,0.09887518834367381,0.43241686477502594,-0.5772177626958552,25.07145226515353,0.5273734188339925,0.8382608695652174
14,0.5,30,own75,11,20.0,1.260850792709217,0.050297204079710944,0.33190791412898873,-0.6085955923398119,25.07145226515353,0.5273734188339925,0.8382608695652174
14,0.6,30,none,11,2.0,1.423399118929105,0.07761060763982197,0.4114397506128628,-0.6629716053866029,30.734603760996098,0.7169173424071322,0.9930434782608696
14,0.6,30,none,11,20.0,1.0954470953726672,0.019488125464807826,0.31332211645786934,-0.6942535258968414,30.734603760996098,0.7169173424071322,0.9930434782608696
14,0.6,30,own75,11,2.0,1.3486841754664476,0.06537917352762301,0.3774587882240536,-0.6489751018918261,28.112397526560663,0.5919482103645958,0.8382608695652174
14,0.6,30,own75,11,20.0,1.0614489478388032,0.012705760698085378,0.2789935780251848,-0.6778989863372713,28.112397526560663,0.5919482103645958,0.8382608695652174
14,0.8,30,none,11,2.0,0.9865583745043575,-0.00286101860644572,0.3303295068528717,-0.767310574112975,35.47382750076713,0.8243022281699498,0.9930434782608696
14,0.8,30,none,11,20.0,0.7291603460833306,-0.06468625920338344,0.23596323358234764,-0.7918888428372606,35.47382750076713,0.8243022281699498,0.9930434782608696
14,0.8,30,own75,11,2.0,0.9377980489909462,-0.013504583656498204,0.28892027772323925,-0.7483977625374136,32.54180372924936,0.6887955512153552,0.8382608695652174
14,0.8,30,own75,11,20.0,0.710701812006985,-0.0697499214452082,0.19563711988113366,-0.7720700771851248,32.54180372924936,0.6887955512153552,0.8382608695652174
14,0.3,30,none,12,2.0,3.411574207303638,0.296688211929232,0.8882394787218192,-0.39965244642070075,19.393255507292835,0.44453149943166115,0.9924637681159421
14,0.3,30,none,12,20.0,2.8922026292612597,0.25213147123230906,0.7928413860074098,-0.4060537900405391,19.393255507292835,0.44453149943166115,0.9924637681159421
14,0.3,30,own75,12,2.0,3.170268925910554,0.2767049212393333,0.8936324447663166,-0.32709218051646327,17.085053213813143,0.3557758553038232,0.8301449275362319
14,0.3,30,own75,12,20.0,2.7410373000744093,0.23798109037848958,0.8017198140242311,-0.3497412537961887,17.085053213813143,0.3557758553038232,0.8301449275362319
14,0.4,30,none,12,2.0,4.201610908966333,0.35515100232127694,0.8654700633167355,-0.49662878217897277,24.378964473266898,0.5535454829844543,0.9924637681159421
14,0.4,30,none,12,20.0,3.413728320108498,0.2968615111986055,0.7736559339331524,-0.5037743203957318,24.378964473266898,0.5535454829844543,0.9924637681159421
14,0.4,30,own75,12,2.0,3.923549006063572,0.33564768852112903,0.8723080477571875,-0.4283279038370179,21.69199393064741,0.4491261732892021,0.8301449275362319
14,0.4,30,own75,12,20.0,3.2616972984298473,0.2844130749552831,0.7829727945715416,-0.45630835044288043,21.69199393064741,0.4491261732892021,0.8301449275362319
14,0.5,30,none,12,2.0,4.776133413096289,0.3924255578768874,0.8482069084348117,-0.5715573355923937,28.643704722652082,0.6466910191189363,0.9924637681159421
14,0.5,30,none,12,20.0,3.741902299754357,0.322310288487899,0.7586562338317048,-0.5790066150992971,28.643704722652082,0.6466910191189363,0.9924637681159421
14,0.5,30,own75,12,2.0,4.623841101008424,0.38290509773802106,0.8620375752375121,-0.5075448170884012,25.676014402003254,0.530534991699949,0.8301449275362319
14,0.5,30,own75,12,20.0,3.7154657077125663,0.32032686810611666,0.7749096440819858,-0.535627291214122,25.676014402003254,0.530534991699949,0.8301449275362319
14,0.6,30,none,12,2.0,4.965531599033759,0.40393737918954886,0.8221992977054181,-0.6343725412524863,32.30926841120225,0.7278386820050081,0.9924637681159421
14,0.6,30,none,12,20.0,3.7704981066936827,0.3244433076016504,0.7348446254980493,-0.6416014705341141,32.30926841120225,0.7278386820050081,0.9924637681159421
14,0.6,30,own75,12,2.0,5.072936777068673,0.4103125505248899,0.8445614115001605,-0.5765799026783314,29.086590751061344,0.601443803013034,0.8301449275362319
14,0.6,30,own75,12,20.0,3.959447205392578,0.3382256751016184,0.7597670194449856,-0.6038871675079345,29.086590751061344,0.601443803013034,0.8301449275362319
14,0.8,30,none,12,2.0,4.015685863348613,0.342227588891459,0.7456374595273038,-0.7322112111226802,37.23987788021888,0.8391067878930379,0.9924637681159421
14,0.8,30,none,12,20.0,2.9235893212333433,0.25499612903987234,0.6595580395138945,-0.7387482725122068,37.23987788021888,0.8391067878930379,0.9924637681159421
14,0.8,30,own75,12,2.0,4.324264839542464,0.363431744256312,0.7674320652094746,-0.6593745569939231,33.507225541093796,0.6966103651160882,0.8301449275362319
14,0.8,30,own75,12,20.0,3.250176718713642,0.28345124908780406,0.6842620237204103,-0.6845504655542534,33.507225541093796,0.6966103651160882,0.8301449275362319
14,0.3,30,none,13,2.0,6.186001435448674,0.4708043473604657,1.2423535664219318,-0.38140299710450565,18.49353667294303,0.44807825078125146,0.9918840579710145
14,0.3,30,none,13,20.0,5.28458054650902,0.4225697626325897,1.150062257839515,-0.3869170502137248,18.49353667294303,0.44807825078125146,0.9918840579710145
14,0.3,30,own75,13,2.0,5.492817276781061,0.434257613285139,1.2972409037471748,-0.24973414344295675,15.644987092844746,0.3348385593389786,0.8104347826086956
14,0.3,30,own75,13,20.0,4.807711366457793,0.39436960308303637,1.2075638766020083,-0.25483355273601416,15.644987092844746,0.3348385593389786,0.8104347826086956
14,0.4,30,none,13,2.0,8.850676603388145,0.5866858855125952,1.2152785786425693,-0.47562025928941054,22.98698827639136,0.5539585044615225,0.9918840579710145
14,0.4,30,none,13,20.0,7.276767327136144,0.5222534850853069,1.126219553209892,-0.4818449017492238,22.98698827639136,0.5539585044615225,0.9918840579710145
14,0.4,30,own75,13,2.0,7.703030852061502,0.5407113656443199,1.246320347869832,-0.3205064336917067,19.72262202543244,0.4223726067116124,0.8104347826086956
14,0.4,30,own75,13,20.0,6.511934161861964,0.4868809226968389,1.1599582072109025,-0.3266581947199655,19.72262202543244,0.4223726067116124,0.8104347826086956
14,0.5,30,none,13,2.0,11.264278471828911,0.6697960073780453,1.1816878526208543,-0.5479796056996573,26.798087350316724,0.6432846255164069,0.9918840579710145
14,0.5,30,none,13,20.0,8.964971701674653,0.5910020552429931,1.0955606676070249,-0.5545309904348461,26.798087350316724,0.6432846255164069,0.9918840579710145
14,0.5,30,own75,13,2.0,10.079359325172438,0.6309616389670636,1.2069746006891766,-0.38563765866554556,23.267586297883806,0.4992489858948907,0.8104347826086956
14,0.5,30,own75,13,20.0,8.26712424218668,0.5639378040224847,1.1240414330026833,-0.3925834134527473,23.267586297883806,0.4992489858948907,0.8104347826086956
14,0.6,30,none,13,2.0,13.407954639600298,0.7325339059273359,1.152967691637178,-0.6090298960067254,30.1608259993722,0.7233928150517821,0.9918840579710145
14,0.6,30,none,13,20.0,10.369258043298917,0.6407823981737468,1.0694331143335585,-0.615682591110303,30.1608259993722,0.7233928150517821,0.9918840579710145
14,0.6,30,own75,13,2.0,12.432745343969495,0.7050549546943443,1.1753415790466772,-0.44547102964725616,26.43205082340922,0.5695358103452031,0.8104347826086956
14,0.6,30,own75,13,20.0,9.925822633477363,0.6256698558147884,1.0954160398899269,-0.45298675918127196,26.43205082340922,0.5695358103452031,0.8104347826086956
14,0.8,30,none,13,2.0,15.731997192334392,0.7921708681610158,1.1234057409224782,-0.7044766353936167,34.681946977666186,0.8303498019376736,0.9918840579710145
14,0.8,30,none,13,20.0,11.706086014074218,0.6834524548268031,1.0419431631378462,-0.710711858867915,34.681946977666186,0.8303498019376736,0.9918840579710145
14,0.8,30,own75,13,2.0,14.558029865089775,0.7629846117521781,1.1302945761042662,-0.5484002879081333,30.676800931722372,0.6630674561663428,0.8104347826086956
14,0.8,30,own75,13,20.0,11.209218193150903,0.668064627411739,1.0527183371623667,-0.556327074254812,30.676800931722372,0.6630674561663428,0.8104347826086956
21,0.3,30,none,0,2.0,2.856306444098634,0.248825034558245,0.8232896398881528,-0.40109091980293643,14.123008906084927,0.4498772284839227,0.9994202898550725
21,0.3,30,none,0,20.0,2.5326134752248985,0.2174254443770136,0.7478049750640066,-0.4201520403727552,14.123008906084927,0.4498772284839227,0.9994202898550725
21,0.3,30,own75,0,2.0,3.4714444718412443,0.3014730185697998,0.9918290465752665,-0.309100742495548,12.06783934658569,0.3591325215208148,0.8371014492753623
21,0.3,30,own75,0,20.0,3.1324385160564483,0.2734641866605807,0.922665227619277,-0.32010875512749026,12.06783934658569,0.3591325215208148,0.8371014492753623
21,0.4,30,none,0,2.0,3.4320356948023294,0.2983308782491223,0.8120339905002394,-0.4985004824559385,17.327921967407715,0.5515549115223258,0.9994202898550725
21,0.4,30,none,0,20.0,2.961072914226364,0.25838565800950386,0.7398677727154417,-0.5212290395097949,17.327921967407715,0.5515549115223258,0.9994202898550725
21,0.4,30,own75,0,2.0,4.4934911308562695,0.3745579763320783,0.9775109397785491,-0.3837091174589047,15.0108842938725,0.44640737953286785,0.8371014492753623
21,0.4,30,own75,0,20.0,3.9542355814494585,0.33785255478210163,0.9110782383471151,-0.3960443243192199,15.0108842938725,0.44640737953286785,0.8371014492753623
21,0.5,30,none,0,2.0,3.728316646946972,0.32129240181960217,0.779544318276073,-0.5917945528370137,20.37649623354366,0.6464367777578316,0.9994202898550725
21,0.5,30,none,0,20.0,3.1341325376764178,0.2736099627117188,0.7100879697128605,-0.6136572417812013,20.37649623354366,0.6464367777578316,0.9994202898550725
21,0.5,30,own75,0,2.0,5.279588701643804,0.4222851583131717,0.942556695117913,-0.44928030309020306,17.80957174326935,0.5273483462569978,0.8371014492753623
21,0.5,30,own75,0,20.0,4.536444381925418,0.3773293863168248,0.878345678172955,-0.47093503383346225,17.80957174326935,0.5273483462569978,0.8371014492753623
21,0.6,30,none,0,2.0,3.9602244524611208,0.3382812880471575,0.7637040272035783,-0.6604645847647038,22.911689156487334,0.7265501396001351,0.9994202898550725
21,0.6,30,none,0,20.0,3.2578496801600516,0.28409214469903366,0.6969528619690344,-0.6807872650572416,22.911689156487334,0.7265501396001351,0.9994202898550725
21,0.6,30,own75,0,2.0,6.158625546870967,0.4694238754371214,0.9308592964029613,-0.5097919664566909,20.169930492795846,0.5979848149139625,0.8371014492753623
21,0.6,30,own75,0,20.0,5.186289791939346,0.4169263869897857,0.8690505026214798,-0.5349026907911503,20.169930492795846,0.5979848149139625,0.8371014492753623
21,0.8,30,none,0,2.0,2.789189391331387,0.24255390572269642,0.6440829936001514,-0.7681768126398867,26.26941969236281,0.8332455515551674,0.9994202898550725
21,0.8,30,none,0,20.0,2.2296902945703536,0.18502979040348033,0.5804982844730853,-0.784351591624644,26.26941969236281,0.8332455515551674,0.9994202898550725
21,0.8,30,own75,0,2.0,5.216908106821137,0.41869331644706764,0.8260093038288249,-0.6168398691607329,23.290205091343847,0.6893988864245717,0.8371014492753623
21,0.8,30,own75,0,20.0,4.277865291393729,0.36032120932057876,0.7667191322746426,-0.6396369668781534,23.290205091343847,0.6893988864245717,0.8371014492753623
21,0.3,30,none,1,2.0,4.323653266362988,0.3633909170784184,1.0733691276569062,-0.3972808707123018,14.050775160859592,0.4588604266473897,0.998840579710145
21,0.3,30,none,1,20.0,3.8360185578612978,0.3292829474313883,0.9993595125296671,-0.40801450856545063,14.050775160859592,0.4588604266473897,0.998840579710145
21,0.3,30,own75,1,2.0,4.580782243395515,0.380168521403059,1.1487120926725862,-0.3920265316583261,12.2582562456656,0.35973707959852347,0.823768115942029
21,0.3,30,own75,1,20.0,4.126741716726065,0.35000224179359196,1.0806615644635689,-0.40300138108520667,12.2582562456656,0.35973707959852347,0.823768115942029
21,0.4,30,none,1,2.0,5.578202241566445,0.43894925145297115,1.0345263173113035,-0.5081469742026699,17.623189671272524,0.5717325883766496,0.998840579710145
21,0.4,30,none,1,20.0,4.800597751135393,0.39393254523617727,0.9631844183648064,-0.5312479867896773,17.623189671272524,0.5717325883766496,0.998840579710145
21,0.4,30,own75,1,2.0,6.350524707838553,0.47900074214914246,1.1286229439023694,-0.47604718911543664,15.515290054878598,0.4552202995578715,0.823768115942029
21,0.4,30,own75,1,20.0,5.564424698970806,0.43819606624191487,1.0625992052645536,-0.48800823645617997,15.515290054878598,0.4552202995578715,0.823768115942029
21,0.5,30,none,1,2.0,6.2296577494766545,0.4729958546804589,0.977408696355967,-0.6101145190360653,20.687853515412964,0.6692395395773241,0.998840579710145
21,0.5,30,none,1,20.0,5.222908193237547,0.41903861253967833,0.9087396241043884,-0.6318032095044259,20.687853515412964,0.6692395395773241,0.998840579710145
21,0.5,30,own75,1,2.0,7.619855684094267,0.5371741198751516,1.0811273930171843,-0.5393634467726068,18.306507076130213,0.5381062217090122,0.823768115942029
21,0.5,30,own75,1,20.0,6.51960254467134,0.48725145331314756,1.0173353183122422,-0.551573407529977,18.306507076130213,0.5381062217090122,0.823768115942029
21,0.6,30,none,1,2.0,6.6890367988095925,0.49535205007381045,0.9511558384155481,-0.6803070466863201,23.0553585654407,0.7448634027980005,0.998840579710145
21,0.6,30,none,1,20.0,5.495912775251212,0.43442870215780127,0.8839416252232656,-0.7001073551411858,23.0553585654407,0.7448634027980005,0.998840579710145
21,0.6,30,own75,1,2.0,9.03832832871422,0.5937494475944525,1.0746888965292152,-0.5799630934082263,20.53629356293908,0.6056808817079191,0.823768115942029
21,0.6,30,own75,1,20.0,7.5875775052734395,0.5357932038349773,1.011940655614382,-0.6050857239564515,20.53629356293908,0.6056808817079191,0.823768115942029
21,0.8,30,none,1,2.0,6.325311122460615,0.4777555691818476,0.8904423593412114,-0.7870689710605029,26.25325704412254,0.8477148528032381,0.998840579710145
21,0.8,30,none,1,20.0,5.057140500997846,0.4093816572169444,0.8254803843721735,-0.8023146119889915,26.25325704412254,0.8477148528032381,0.998840579710145
21,0.8,30,own75,1,2.0,10.311212900105478,0.6388335179880247,1.047073534674534,-0.6757667355967347,23.572666961281914,0.6965323410960256,0.823768115942029
21,0.8,30,own75,1,20.0,8.434796677840337,0.570600321265744,0.9858144608880806,-0.6980677797801047,23.572666961281914,0.6965323410960256,0.823768115942029
21,0.3,30,none,2,2.0,3.5862259562074636,0.3104672879468393,0.9587777868194692,-0.3512461666461668,12.499839412605207,0.4215630597311811,0.9982608695652174
21,0.3,30,none,2,20.0,3.2240937937773015,0.2812636768828609,0.8927879693378836,-0.3554470290071535,12.499839412605207,0.4215630597311811,0.9982608695652174
21,0.3,30,own75,2,2.0,4.35035193470563,0.3651690340848104,1.1166710334916685,-0.29611356260917676,11.209106111015053,0.3450570898175311,0.8318840579710145
21,0.3,30,own75,2,20.0,3.9543433556586094,0.3378602746789052,1.0544876172965272,-0.29879900908388635,11.209106111015053,0.3450570898175311,0.8318840579710145
21,0.4,30,none,2,2.0,4.154557510938707,0.35192366745368675,0.8931498520251182,-0.4428061438208748,15.645914525038776,0.527644794715863,0.9982608695652174
21,0.4,30,none,2,20.0,3.6361878636748397,0.31431153753261554,0.8300231831634746,-0.4476124994795112,15.645914525038776,0.527644794715863,0.9982608695652174
21,0.4,30,own75,2,2.0,5.667708218976514,0.4438069403095861,1.0699169877266033,-0.3759761222081619,14.207062393449972,0.43754785418386355,0.8318840579710145
21,0.4,30,own75,2,20.0,5.021809176672714,0.4072912141089007,1.0097330099140094,-0.3791487590769349,14.207062393449972,0.43754785418386355,0.8318840579710145
21,0.5,30,none,2,2.0,4.084299942357886,0.3470507332079522,0.8130390092631039,-0.5233618927288346,18.349725389062797,0.6187279093224745,0.9982608695652174
21,0.5,30,none,2,20.0,3.4932059738416346,0.3031960732224075,0.7522511245815002,-0.5404268591918897,18.349725389062797,0.6187279093224745,0.9982608695652174
21,0.5,30,own75,2,2.0,6.212677070039536,0.4721448830282138,0.9975445571217016,-0.4479446948719028,16.762754427475343,0.5158508271962674,0.8318840579710145
21,0.5,30,own75,2,20.0,5.38601879540969,0.4283077500020269,0.9392408417055267,-0.46317833528747643,16.762754427475343,0.5158508271962674,0.8318840579710145
21,0.6,30,none,2,2.0,4.109790354709414,0.34882628413306227,0.7862024104190374,-0.5983889914623878,20.452669945488918,0.6925258287790094,0.9982608695652174
21,0.6,30,none,2,20.0,3.452513524553576,0.29996714538674407,0.7264128946362802,-0.6224549755247943,20.452669945488918,0.6925258287790094,0.9982608695652174
21,0.6,30,own75,2,2.0,6.829314122735644,0.5019371580289858,0.9774447202433857,-0.5120860544988963,18.717580153902816,0.5806894942963815,0.8318840579710145
21,0.6,30,own75,2,20.0,5.8227227895651055,0.45207870901165403,0.9200087917058427,-0.5211114142961917,18.717580153902816,0.5806894942963815,0.8318840579710145
21,0.8,30,none,2,2.0,2.993158577762003,0.2612603045327351,0.6750825318547578,-0.7222955964324241,23.733113599114628,0.805462377484607,0.9982608695652174
21,0.8,30,none,2,20.0,2.4450575308315745,0.20839070308008045,0.6168797228573198,-0.7419365207281545,23.733113599114628,0.805462377484607,0.9982608695652174
21,0.8,30,own75,2,2.0,5.930637905722891,0.4577352730089965,0.8794535827889577,-0.6211951251276182,21.701786147531223,0.6764543678474355,0.8318840579710145
21,0.8,30,own75,2,20.0,4.929425002758991,0.4017698126129079,0.8233997224673948,-0.6250386606064573,21.701786147531223,0.6764543678474355,0.8318840579710145
21,0.3,30,none,3,2.0,4.473315225261846,0.37324898199380474,1.0823430077005787,-0.30363016128303777,13.404112734948981,0.43460699089964183,0.9976811594202899
21,0.3,30,none,3,20.0,3.99074850176438,0.34045854680990373,1.0130050063657163,-0.30809296513383,13.404112734948981,0.43460699089964183,0.9976811594202899
21,0.3,30,own75,3,2.0,4.4791202990950465,0.3736260859724787,1.1165833450749583,-0.2829295359288162,12.471253059256444,0.3497449605095205,0.8226086956521739
21,0.3,30,own75,3,20.0,4.027860744262374,0.34308812364038554,1.049204101693553,-0.287654931556964,12.471253059256444,0.3497449605095205,0.8226086956521739
21,0.4,30,none,3,2.0,5.066980758532494,0.4099618239858398,0.9778142702729116,-0.38565450146988567,16.960257476414775,0.54512751217438,0.9976811594202899
21,0.4,30,none,3,20.0,4.385370463665271,0.3674882547264009,0.9106898484157101,-0.39090018257717707,16.960257476414775,0.54512751217438,0.9976811594202899
21,0.4,30,own75,3,2.0,5.3607633251173405,0.4268871587265146,1.0277383893819751,-0.3621641820571847,15.85750737742376,0.44395881464938736,0.8226086956521739
21,0.4,30,own75,3,20.0,4.68352917851731,0.38666550020428425,0.962341744720212,-0.3670028186844304,15.85750737742376,0.44395881464938736,0.8226086956521739
21,0.5,30,none,3,2.0,4.974159053109981,0.40445346633721524,0.8815247203687229,-0.45887257598269815,20.045897660277262,0.6421129708331329,0.9976811594202899
21,0.5,30,none,3,20.0,4.193204425258457,0.35457650952031816,0.8166967380433375,-0.4646195181092351,20.045897660277262,0.6421129708331329,0.9976811594202899
21,0.5,30,own75,3,2.0,5.560790436023152,0.43799714479800955,0.9391786670220053,-0.4338087419523302,18.773257137987766,0.5252832596247595,0.8226086956521739
