date,c7_tv0.5_vw20_own75_btc_ma100_2bps,c7_tv0.5_vw20_own75_btc_ma100_20bps,c7_tv0.5_vw30_own75_btc_ma100_2bps,c7_tv0.5_vw30_own75_btc_ma100_20bps,c7_tv0.5_vw60_own75_btc_ma100_2bps,c7_tv0.5_vw60_own75_btc_ma100_20bps,c7_tv0.6_vw20_own75_btc_ma100_2bps,c7_tv0.6_vw20_own75_btc_ma100_20bps,c7_tv0.6_vw30_own75_btc_ma100_2bps,c7_tv0.6_vw30_own75_btc_ma100_20bps,c7_tv0.6_vw60_own75_btc_ma100_2bps,c7_tv0.6_vw60_own75_btc_ma100_20bps,c7_tv0.7_vw20_own75_btc_ma100_2bps,c7_tv0.7_vw20_own75_btc_ma100_20bps,c7_tv0.7_vw30_own75_btc_ma100_2bps,c7_tv0.7_vw30_own75_btc_ma100_20bps,c7_tv0.7_vw60_own75_btc_ma100_2bps,c7_tv0.7_vw60_own75_btc_ma100_20bps,c7_tv0.8_vw20_own75_btc_ma100_2bps,c7_tv0.8_vw20_own75_btc_ma100_20bps,c7_tv0.8_vw30_own75_btc_ma100_2bps,c7_tv0.8_vw30_own75_btc_ma100_20bps,c7_tv0.8_vw60_own75_btc_ma100_2bps,c7_tv0.8_vw60_own75_btc_ma100_20bps,c14_tv0.5_vw20_own75_btc_ma100_2bps,c14_tv0.5_vw20_own75_btc_ma100_20bps,c14_tv0.5_vw30_own75_btc_ma100_2bps,c14_tv0.5_vw30_own75_btc_ma100_20bps,c14_tv0.5_vw60_own75_btc_ma100_2bps,c14_tv0.5_vw60_own75_btc_ma100_20bps,c14_tv0.6_vw20_own75_btc_ma100_2bps,c14_tv0.6_vw20_own75_btc_ma100_20bps,c14_tv0.6_vw30_own75_btc_ma100_2bps,c14_tv0.6_vw30_own75_btc_ma100_20bps,c14_tv0.6_vw60_own75_btc_ma100_2bps,c14_tv0.6_vw60_own75_btc_ma100_20bps,c14_tv0.7_vw20_own75_btc_ma100_2bps,c14_tv0.7_vw20_own75_btc_ma100_20bps,c14_tv0.7_vw30_own75_btc_ma100_2bps,c14_tv0.7_vw30_own75_btc_ma100_20bps,c14_tv0.7_vw60_own75_btc_ma100_2bps,c14_tv0.7_vw60_own75_btc_ma100_20bps,c14_tv0.8_vw20_own75_btc_ma100_2bps,c14_tv0.8_vw20_own75_btc_ma100_20bps,c14_tv0.8_vw30_own75_btc_ma100_2bps,c14_tv0.8_vw30_own75_btc_ma100_20bps,c14_tv0.8_vw60_own75_btc_ma100_2bps,c14_tv0.8_vw60_own75_btc_ma100_20bps,c21_tv0.5_vw20_own75_btc_ma100_2bps,c21_tv0.5_vw20_own75_btc_ma100_20bps,c21_tv0.5_vw30_own75_btc_ma100_2bps,c21_tv0.5_vw30_own75_btc_ma100_20bps,c21_tv0.5_vw60_own75_btc_ma100_2bps,c21_tv0.5_vw60_own75_btc_ma100_20bps,c21_tv0.6_vw20_own75_btc_ma100_2bps,c21_tv0.6_vw20_own75_btc_ma100_20bps,c21_tv0.6_vw30_own75_btc_ma100_2bps,c21_tv0.6_vw30_own75_btc_ma100_20bps,c21_tv0.6_vw60_own75_btc_ma100_2bps,c21_tv0.6_vw60_own75_btc_ma100_20bps,c21_tv0.7_vw20_own75_btc_ma100_2bps,c21_tv0.7_vw20_own75_btc_ma100_20bps,c21_tv0.7_vw30_own75_btc_ma100_2bps,c21_tv0.7_vw30_own75_btc_ma100_20bps,c21_tv0.7_vw60_own75_btc_ma100_2bps,c21_tv0.7_vw60_own75_btc_ma100_20bps,c21_tv0.8_vw20_own75_btc_ma100_2bps,c21_tv0.8_vw20_own75_btc_ma100_20bps,c21_tv0.8_vw30_own75_btc_ma100_2bps,c21_tv0.8_vw30_own75_btc_ma100_20bps,c21_tv0.8_vw60_own75_btc_ma100_2bps,c21_tv0.8_vw60_own75_btc_ma100_20bps,c28_tv0.5_vw20_own75_btc_ma100_2bps,c28_tv0.5_vw20_own75_btc_ma100_20bps,c28_tv0.5_vw30_own75_btc_ma100_2bps,c28_tv0.5_vw30_own75_btc_ma100_20bps,c28_tv0.5_vw60_own75_btc_ma100_2bps,c28_tv0.5_vw60_own75_btc_ma100_20bps,c28_tv0.6_vw20_own75_btc_ma100_2bps,c28_tv0.6_vw20_own75_btc_ma100_20bps,c28_tv0.6_vw30_own75_btc_ma100_2bps,c28_tv0.6_vw30_own75_btc_ma100_20bps,c28_tv0.6_vw60_own75_btc_ma100_2bps,c28_tv0.6_vw60_own75_btc_ma100_20bps,c28_tv0.7_vw20_own75_btc_ma100_2bps,c28_tv0.7_vw20_own75_btc_ma100_20bps,c28_tv0.7_vw30_own75_btc_ma100_2bps,c28_tv0.7_vw30_own75_btc_ma100_20bps,c28_tv0.7_vw60_own75_btc_ma100_2bps,c28_tv0.7_vw60_own75_btc_ma100_20bps,c28_tv0.8_vw20_own75_btc_ma100_2bps,c28_tv0.8_vw20_own75_btc_ma100_20bps,c28_tv0.8_vw30_own75_btc_ma100_2bps,c28_tv0.8_vw30_own75_btc_ma100_20bps,c28_tv0.8_vw60_own75_btc_ma100_2bps,c28_tv0.8_vw60_own75_btc_ma100_20bps
2023-04-30,0.04040399782912442,0.040013490204734645,0.040268025267415845,0.0398560471194303,0.040316338655544785,0.03991198472692419,0.040236230671768146,0.03981923787786236,0.040073070910178546,0.03963037930010386,0.04013104425208071,0.039697477190570804,0.040068470469372376,0.03962505510059503,0.03987812594538861,0.0394048054052513,0.039945758333113125,0.039483054499182706,0.039900717221937075,0.03943094187293266,0.039683190373046066,0.03917932543487258,0.039760480898642085,0.03926871665275988,0.021314914607911573,0.021126333851348673,0.021291202581940567,0.021125788966073294,0.021279534885907576,0.021116673525355352,0.020943799135861196,0.020735302738908303,0.020700801680622802,0.020500755831353412,0.020686480713306723,0.02048942555690563,0.02056851365957803,0.02034680597518936,0.020150512374714984,0.019915248504150718,0.02013098314683572,0.01989963122987051,0.02018814585015118,0.01995325817564897,0.019703508038928372,0.019451575569841634,0.01968122578385537,0.01943534366091427,0.009369131538236687,0.009238962330106761,0.010276866651773662,0.010150458954474714,0.010243614455051467,0.010118998248323366,0.009000482158130636,0.00886148456016204,0.00928167120361334,0.009134107333588442,0.009242423839206884,0.009097901485370248,0.008750291840608524,0.008602486717682743,0.008538024186156937,0.008380250672777832,0.008492478586880101,0.008338243975569962,0.008496713300990624,0.00834012151798915,0.008173621426842087,0.008005666447450927,0.008158766590126751,0.007994845174832685,0.005407485728283479,0.005351315385057469,0.006235647162412293,0.00616955259900178,0.006043249354613117,0.00596999981578628,0.005039715592883727,0.004972244968118382,0.005217861917351606,0.005138447061938354,0.005016317879157081,0.004928157881028441,0.004758839044648149,0.004680044643032284,0.004533371363784178,0.004440599926143144,0.00438120083101167,0.004278037057676491,0.004491740313131416,0.004401598002432906,0.004195325683017888,0.00408916024676196,0.004073912315256072,0.00395564848496716
2023-05-01,-0.03040721174359749,-0.03040721174359749,-0.03167351445057942,-0.03167351445057942,-0.031223297476050682,-0.031223297476050682,-0.031969965396261575,-0.031969965396261575,-0.03349335042184947,-0.03349335042184947,-0.03295166508325024,-0.03295166508325024,-0.03353635452869668,-0.03353635452869668,-0.03531811267288544,-0.03531811267288544,-0.034684477393090885,-0.034684477393090885,-0.03510639184166112,-0.03510639184166112,-0.037147821233891314,-0.037147821233891314,-0.036421751572767724,-0.036421751572767724,-0.020916881648225964,-0.021167230244792817,-0.021860488033983574,-0.02207628070622428,-0.021688107927597376,-0.021903683691952273,-0.022102681883176933,-0.02235303047974379,-0.023247709261153254,-0.023483824776207727,-0.023040877806549485,-0.023276722410758337,-0.023298364380692802,-0.023548712977259658,-0.024647736960435467,-0.024898085557002323,-0.024406523517359415,-0.02465687211392627,-0.024504242981006126,-0.024754591577572982,-0.02606016611173812,-0.026310514708304977,-0.025784004799618208,-0.026034353396185064,-0.022274534373117428,-0.022441433437495332,-0.020995948201017932,-0.02115225412351499,-0.020920601544733023,-0.02107749022140753,-0.023306709617336628,-0.023473608681714532,-0.023046723406041053,-0.023213622470418957,-0.022965080722997702,-0.023131979787375606,-0.024103831282347207,-0.02427073034672511,-0.02487138831379695,-0.025038287378174855,-0.024775337445084533,-0.024942236509462437,-0.024907750349222758,-0.02507464941360066,-0.02594503243637742,-0.026111931500755324,-0.025760924894964145,-0.02592782395934205,-0.019741483943312873,-0.019825787654967335,-0.01841756404917644,-0.01850626837931941,-0.018534225408708353,-0.018631827123088817,-0.020619181944249897,-0.020708008704423832,-0.020420356097466286,-0.020514544187051457,-0.020517429691013677,-0.020622503551381004,-0.021323711193440408,-0.021417123826736526,-0.021935100807271856,-0.02203486451836707,-0.021906001972872062,-0.022018716755404084,-0.022003683636151548,-0.022101746285265945,-0.022782464187441842,-0.022887897709874903,-0.022646060947168197,-0.02276659121167805
2023-05-02,-0.013573904502148904,-0.014093760809675029,-0.013634819680120147,-0.014154675987646272,-0.013821052339405766,-0.01430457617091623,-0.013649247272045195,-0.01416910357957132,-0.013724408998548574,-0.0142442653060747,-0.013697485052065647,-0.014217341359591771,-0.013726555946292922,-0.014246412253819047,-0.0138167556941839,-0.014336612001710023,-0.013784397013243077,-0.014304253320769202,-0.013805908485947649,-0.014325764793473774,-0.013911989056360248,-0.014431845363886373,-0.01387387520343267,-0.014393731510958796,-0.010922352126281874,-0.011052316203163406,-0.010908881286348355,-0.011038845363229886,-0.010994634769521758,-0.011106623461315008,-0.010903471039315731,-0.011033435116197263,-0.010887028891181578,-0.011016992968063109,-0.010864563604983835,-0.010994527681865365,-0.010884221084092078,-0.011014185160973609,-0.010864696804920486,-0.010994660881802018,-0.010837841483615227,-0.010967805560496757,-0.010864582695471161,-0.010994546772352691,-0.010841855630281996,-0.010971819707163528,-0.010810476312448167,-0.0109404403893297,-0.003375298213415661,-0.0035485836492577024,-0.004252335707710685,-0.004414795611020454,-0.004328114713308121,-0.0044814453936045315,-0.0032434761069639237,-0.003416761542805965,-0.003736378111970029,-0.003909663547812071,-0.0036938858428451136,-0.0038671712786871554,-0.003230642803481488,-0.00340392823932353,-0.0032827872911928117,-0.0034560727270348535,-0.003232941522112393,-0.003406226957954434,-0.0032175505444008764,-0.003390835980242918,-0.0032023991676081004,-0.003375684603450142,-0.003181479622385548,-0.00335476505822759,0.0007221036734353489,0.0006571216349945833,-0.00037222327759231906,-0.00043720531603308466,-0.0002907795822711112,-0.00034677392816773574,0.0008692466628875327,0.000804264624446767,0.00048288306114455907,0.00041790102270379347,0.0006034717890003831,0.0005384897505596176,0.0009289039603474214,0.0008639219219066559,0.0009063621199485093,0.0008413800815077437,0.0009634236695344744,0.0008984416310937089,0.0009749669028181117,0.000909984864377346,0.0009863304354126936,0.000921348396971928,0.0010020200943296079,0.0009370380558888423
2023-05-03,0.00983902843328109,0.009324750478700803,0.010247679282241145,0.009733401327660858,0.010105667153910813,0.009624099563884722,0.010344518307104858,0.00983024035252457,0.010849326660735585,0.010335048706155299,0.010668436221833286,0.010154158267252997,0.010863754026693468,0.010349476072113182,0.0114702846250992,0.010956006670518912,0.011252606545135015,0.010738328590554727,0.011397304009171716,0.010883026054591429,0.01211149803271023,0.011597220078129942,0.01185477151118072,0.01134049355660043,0.009824050400623523,0.009695480911978456,0.010212526923204925,0.010083957434559856,0.01017246902385925,0.010060254964274127,0.010313851722539133,0.010185282233894064,0.010792594094061319,0.010664024605416251,0.010739860945396171,0.010611291456751104,0.010816062292782504,0.010687492804137435,0.011389921219590387,0.01126135173094532,0.011325773121033491,0.011197203632388424,0.011331202000431266,0.011202632511786199,0.01200535885937093,0.011876789370725862,0.011928546501629602,0.011799977012984535,0.007806624069147217,0.007635198084287122,0.007702547589002245,0.007534951888015705,0.00768594854350212,0.007532651807534353,0.008184482572703015,0.00801305658784292,0.008286429321217724,0.008115003336357628,0.008263164275038835,0.00809173829017874,0.00851928961953193,0.008347863634671835,0.008873817042898939,0.008702391058038843,0.00884480349513557,0.008673377510275474,0.008862716091297771,0.008691290106437675,0.009312153997257547,0.00914072801239745,0.00926094575876333,0.009089519773903234,0.009102811904226167,0.009038527159903633,0.008621308535075494,0.00855702379075296,0.008661620069605056,0.008605513039812496,0.009388058588641548,0.009323773844319014,0.009439626745277612,0.009375342000955078,0.00944982518215912,0.009385540437836586,0.009641078831609053,0.00957679408728652,0.009907607301744528,0.009843322557421994,0.009886598128260728,0.009822313383938195,0.00990003257538238,0.009835747831059847,0.01023711100485221,0.010172826260529677,0.010198704825981548,0.010134420081659015
2023-05-04,-0.002056054425598689,-0.0025718948472128267,-0.0021037438105456934,-0.002619584232159831,-0.0022513451396199186,-0.0027343275190628686,-0.0021150056773426057,-0.002630846098956744,-0.0021734706406647064,-0.0026893110622788446,-0.002152567077161208,-0.002668407498775346,-0.0021751356292405272,-0.0026909760508546654,-0.002244836198886681,-0.002760676620500819,-0.002219887672211104,-0.002735728093825242,-0.0022364799895373704,-0.002752320411151508,-0.0023178989425156455,-0.0028337393641297837,-0.0022887227679427697,-0.002804563189556908,-0.003734874743871947,-0.003929691055173363,-0.003793663926737848,-0.003998887698194905,-0.003874844437846105,-0.00406437797010782,-0.003808138061960723,-0.004017154564742014,-0.0038800977968771228,-0.004101957010813395,-0.0038785911504360553,-0.004101339481301322,-0.0038828023507730325,-0.004106393700749151,-0.003968465607030696,-0.004207470660402136,-0.003966537568025222,-0.004206612151429542,-0.003958917274061058,-0.004197473152452296,-0.004058847571948941,-0.0043155327171302315,-0.004056386410199493,-0.004314306621006562,-0.0055907607727590965,-0.005758372896421423,-0.004768095103464674,-0.004912822885534217,-0.004837879426394237,-0.004973211137668354,-0.005766426192389841,-0.005938372999594554,-0.005319870726890975,-0.005476659480937325,-0.005338125007910992,-0.005496786512024999,-0.005830465476285058,-0.00600241228348977,-0.005846564537598782,-0.00601552082546173,-0.0058671794059135625,-0.006038340172978519,-0.0058958531957734855,-0.006067800002978198,-0.0059802148763134,-0.0061521616835181125,-0.005979782749397705,-0.006151729556602418,-0.007276224491356993,-0.00738061130887551,-0.006194031784584707,-0.006300418213697082,-0.0062973813811404555,-0.006404049567613075,-0.00743826859513821,-0.0075514241786367965,-0.00698156838829736,-0.007097205108602765,-0.007028626769127145,-0.007154820739753146,-0.00748730494164533,-0.007609522477415274,-0.007479483477689048,-0.007604695817885865,-0.007510251025556735,-0.007639016792544215,-0.00753707331250804,-0.007665839079495521,-0.007600344572912976,-0.007729110339900457,-0.007600020477726205,-0.007728786244713686
2023-05-05,0.015874326698401005,0.015348570795928948,0.015963910810060718,0.015438154907588661,0.014295215310071527,0.013804002760559613,0.015985074883442696,0.015459318980970638,0.01609500003283266,0.015569244130360602,0.016055687032933048,0.015529931130460988,0.016098131846469337,0.01557237594399728,0.016229303077098134,0.015703547174626076,0.01618233707220464,0.01565658116973258,0.016213570544928984,0.015687814642456926,0.01636693959605649,0.01584118369358443,0.016311960204615623,0.015786204302143565,0.01185036987572942,0.01165222605860415,0.011877311447726326,0.011668437171151442,0.011036642090057345,0.010844333369366441,0.011884990361251664,0.011672328683125717,0.011918348951516293,0.011692397865875401,0.011891066219253224,0.011664421194954002,0.011920595993832892,0.011692983179716667,0.011960758703155097,0.011717136325550588,0.011928307581340749,0.011683847072371452,0.01195721991148865,0.011714202996411127,0.012004595125786046,0.011742675380439906,0.011966777871786984,0.011703899920550955,0.010351953481991805,0.010181762290536234,0.00961019865832917,0.009465026496184251,0.009044076426495804,0.008908268296239242,0.010424555198393989,0.010249303230903303,0.010021945693897916,0.00986435563254812,0.009996798572319372,0.009836653453917123,0.010419518248978086,0.0102442662814874,0.010401888628618402,0.010231549509439946,0.010370668593213799,0.010197267058736914,0.010414331434912449,0.010239079467421763,0.010409814412226649,0.010234562444735962,0.010382448816213535,0.010207196848722849,0.020192899070007923,0.020127179582198913,0.01787561784186728,0.01780989835405827,0.017655602257475388,0.017598337602865582,0.020320458548640292,0.020254739060831282,0.019675920952257175,0.019610201464448165,0.01977886284820864,0.019713143360399626,0.020316680836578366,0.020250961348769355,0.020242076765546062,0.02017635727773705,0.02025960450795144,0.020193885020142428,0.02031279072602914,0.020247071238220126,0.02030940295901479,0.020243683471205778,0.020288878762004952,0.02022315927419594
2023-05-06,-0.01291421160181153,-0.013423603222215015,-0.013639477185835898,-0.014148868806239381,-0.012513644958603663,-0.012990544871309764,-0.013810687533570953,-0.014320079153974439,-0.014699133815870671,-0.015208525436274156,-0.014381551268245474,-0.014890942888648959,-0.01472442609520722,-0.015233817715610705,-0.015782764759067893,-0.016292156379471377,-0.015404047495658648,-0.015913439116062134,-0.01565593075047616,-0.016165322370879642,-0.01689119293864835,-0.017400584559051833,-0.0164486818805984,-0.016958073501001886,-0.01282131867612764,-0.013009124026613195,-0.01318514470162202,-0.013383689153447422,-0.01262266870209027,-0.012808928326826199,-0.01327092773128924,-0.013471072885311741,-0.013716593448289936,-0.013929721784969975,-0.013558343447896566,-0.013776343245349645,-0.013729177519324938,-0.013941747238305578,-0.014260042475352881,-0.014487872811211984,-0.014071320600472106,-0.014304881747745872,-0.014196319869483989,-0.014421399791185927,-0.014815903404503419,-0.015058555294605305,-0.014595381697518759,-0.01484463798598352,-0.013572547095897477,-0.013739540595897801,-0.01311629358370016,-0.01325971284027973,-0.012799949662350065,-0.012931401402690853,-0.014305886988959219,-0.014475684195760381,-0.014425987837693163,-0.014582198382850929,-0.01439233768804628,-0.014547184166868357,-0.01495874930055859,-0.015128546507359751,-0.015679892540731703,-0.015849296648939654,-0.015637189920673596,-0.01580495266992299,-0.015625445026642277,-0.01579524223344344,-0.016491375591269362,-0.016661172798070525,-0.01641767838312373,-0.016587475589924888,-0.02073992705011383,-0.020867274955214704,-0.018627944962775866,-0.01874325718458617,-0.018445480177714826,-0.018556877304533936,-0.021474359131347143,-0.021601707036448013,-0.020860618547176368,-0.02098561320195976,-0.020881239450562476,-0.021008587355663348,-0.02196400586504667,-0.02209135377014754,-0.022380417555168182,-0.022507765460269055,-0.022402062168935942,-0.02252941007403681,-0.022464027659609438,-0.022591375564710307,-0.02311347558307975,-0.02324082348818062,-0.023058202676970525,-0.023185550582071394
2023-05-07,-0.012569181306085022,-0.01294695394731425,-0.012571627617079386,-0.01297141705725773,-0.01102871560026164,-0.011388781071753198,-0.012572208866360362,-0.012977229550067701,-0.012575248448595557,-0.013007625372419571,-0.012574157402053619,-0.012996714907000146,-0.012575335557331877,-0.013008496459782812,-0.012579009661368015,-0.013045237500144222,-0.01257768835135653,-0.013032024400029374,-0.012578566328753584,-0.013040804173999856,-0.012582919580751719,-0.013084336693981156,-0.012581350952432799,-0.013068650410791891,-0.008130734581187729,-0.008384273692094697,-0.008182979872967257,-0.008436518983874224,-0.007393254865493438,-0.007630981071733267,-0.008195393477922872,-0.008448932588829838,-0.008260309124842744,-0.008513848235749712,-0.008237007899013096,-0.008490547009920064,-0.008262169485752027,-0.008515708596658995,-0.008340636466377227,-0.008594175577284193,-0.008312417557481022,-0.008565956668387989,-0.008331168315414346,-0.008584707426321312,-0.008424139700229165,-0.008677678811136133,-0.008390638872082063,-0.00864417798298903,-0.006103300170090166,-0.00626766588575873,-0.006039163927878864,-0.006180266748074507,-0.005515144102703949,-0.005646515962045013,-0.006170526592045967,-0.006339552665983945,-0.006187184544841224,-0.006341401987948277,-0.006174645237541594,-0.006329950789580197,-0.006239292048254501,-0.006408318122192479,-0.006318652050271606,-0.006486696934863188,-0.0063044421419346545,-0.006473468215872633,-0.006310215845995422,-0.0064792419199334,-0.006404158892786761,-0.0065731849667247395,-0.006387032024314211,-0.006556058098252189,-0.007255363027387963,-0.007382132582841447,-0.006721705142076385,-0.00684031379623704,-0.00634105892967616,-0.006452310049127136,-0.007365869984859568,-0.007492639540313052,-0.007160276991924512,-0.0072870465473779955,-0.007165336718679892,-0.007292106274133375,-0.007417444077015968,-0.007544213632469452,-0.007443991453077233,-0.0075707610085307174,-0.007449449266011452,-0.007576218821464935,-0.00747063692532166,-0.007597406480775143,-0.0075410942104151635,-0.007667863765868648,-0.007528249059060751,-0.007655018614514235
2023-05-08,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.011388631615334448,-0.011864574731392796,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.013077026143482764,-0.013584615535145641,-0.0180416923759234,-0.01829548707175484,-0.01827721503810953,-0.018531009733940968,-0.017348592878785152,-0.017586564436814327,-0.018333226693222467,-0.018587021389053906,-0.01862645277626437,-0.018880247472095806,-0.018521138716780065,-0.0187749334126115,-0.018634863989956823,-0.018888658685788262,-0.01899003703613315,-0.01924383173196459,-0.018862216471007363,-0.019116011166838802,-0.01894713869707822,-0.019200933392909656,-0.019368870378631775,-0.019622665074463214,-0.0192167782506862,-0.019470572946517637,-0.016633222625419657,-0.016802419089307283,-0.017180799370992605,-0.017325737746988184,-0.016627893406806725,-0.016762091848812062,-0.01733407833102044,-0.017503274794908066,-0.01801398487589519,-0.018173102321180773,-0.018024803098379283,-0.018183729899182106,-0.01805569582235723,-0.018224892286244857,-0.018875669896534792,-0.019044866360422415,-0.01888697022659726,-0.019056166690484884,-0.018799112242413575,-0.0189683087063012,-0.019766894336103395,-0.019936090799991018,-0.019777378797838193,-0.01994657526172582,-0.018428188988969665,-0.018555086336885383,-0.017279585773399976,-0.017398414460678715,-0.016901537613994776,-0.017012885638893412,-0.019165847279121878,-0.019292744627037596,-0.01878350698377231,-0.018910404331688026,-0.0188401632580954,-0.018967060606011117,-0.01970706039762447,-0.01983395774554019,-0.020206149334436797,-0.02033304668235252,-0.020271401612325084,-0.020398298960240806,-0.02026462271266673,-0.02039152006058245,-0.020990459282934092,-0.021117356630849814,-0.020998322629235195,-0.021125219977150913
2023-05-09,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.008313245573683181,0.00828268167978874,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.009387355560778188,0.0033401581327046864,0.003080601384131909,0.003278756939801223,0.0030192001912284455,0.002673775786111602,0.0024167804370972784,0.003264093620836271,0.0030045368722634936,0.0031869441989318403,0.002927387450359063,0.0032147276985799284,0.0029551709500071515,0.0031847215585466865,0.002925164809973909,0.0030903746272093074,0.00283081787863653,0.00312443985259832,0.002864883104025543,0.0031018214153665314,0.002842264666793754,0.00298866871531792,0.0027291119667451425,0.0030296354133171016,0.0027700786647443243,0.0015594260105937098,0.0013488672871034783,0.001516133597643587,0.001284350315022979,0.0011124130137321212,0.0008787389977517416,0.0015056762092671573,0.0012677563450483504,0.0014513084560376446,0.0011869753441798752,0.0014693393249479343,0.0012005830353942284,0.0014496140272781254,0.0011833668988956594,0.0013831620552746619,0.001084928766885236,0.0014052819487563688,0.001101736349368234,0.0013910860510772155,0.001095487995967476,0.0013114308677270776,0.0009778523627577511,0.0013380517653865836,0.0009982611513576622,0.0002080660184356883,-1.4742211325179705e-05,0.00046115613765342664,0.000230471396457694,0.00015100581330690366,-8.329454251364475e-05,0.00012675098082233691,-0.00011657810448496246,0.0002580588736292696,-5.080147407251648e-06,0.00026228692695532644,-4.169477353147385e-06,8.4704344330563e-05,-0.00017987018909948075,5.728412868232938e-05,-0.0002312800247529342,6.289845971383221e-05,-0.0002296499269704631,4.080836217988064e-05,-0.00024577936629561835,-1.893302533272277e-05,-0.00033400609120291206,1.0326479119066828e-06,-0.0003186994997529787
2023-05-10,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004271294922236419,0.004242146785530984,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.004733776257159539,0.005005354350348387,0.0047469942364536865,0.0050244205059288205,0.00476606039203412,0.004699051951734938,0.004442601899263757,0.00502897860258097,0.00477061848868627,0.005052991560146333,0.004794631446251633,0.005044337858275278,0.004785977744380577,0.0050536841368046415,0.004795324022909941,0.00508312279735647,0.00482476268346177,0.005072484533536085,0.0048141244196413845,0.00507954692709892,0.004821186813204219,0.005114945600429751,0.004856585486535051,0.005102116514457292,0.004843756400562592,0.004604323549095092,0.004518203511130192,0.004617034319482048,0.004530914281517148,0.004400121289589443,0.004315268682036614,0.0046200730505834816,0.004533953012618582,0.00463608168896039,0.004549961650995489,0.004630312554379686,0.004544192516414787,0.0046365434067325954,0.004550423368767696,0.0046561691804338145,0.004570049142468914,0.004649077004553558,0.004562956966588657,0.004653785266928781,0.004567665228963881,0.0046773843824826685,0.004591264344517769,0.004668831658501029,0.004582711620536129,0.006329913965075469,0.006200733908128119,0.0054697441637739375,0.005343483537108141,0.005330125858958875,0.0052074053038153045,0.0064674333017816854,0.006338253244834335,0.005952228189179081,0.005823048132231731,0.0059763470309879595,0.005847166974040609,0.0064797860688935215,0.006350606011946171,0.0064257698150347875,0.0062965897580874374,0.006454097214549386,0.006324917157602036,0.00649271746404066,0.00636353740709331,0.006510416800706076,0.006381236743758726,0.006504002257719846,0.006374822200772496
2023-05-11,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.02259393445485114,-0.02262452041989468,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.024533478786127105,-0.017601448332349747,-0.018299262555537574,-0.017602692461817195,-0.018311703850212042,-0.015949259974704866,-0.016653711778071654,-0.017602989794444475,-0.018314677176484884,-0.01760455557649457,-0.018330334996985807,-0.017603991426775156,-0.01832469349979165,-0.017604600720863735,-0.01833078644067741,-0.01760651881982106,-0.018349967430250642,-0.017605825857422857,-0.0183430378062687,-0.01760628591534733,-0.018347638385513343,-0.01760859048644744,-0.018370684096514538,-0.017607755533545395,-0.01836233456749405,-0.01177262777850731,-0.01258279727309992,-0.011773457198152275,-0.012591091469549561,-0.01067116782273314,-0.01148575291468011,-0.011773655419903797,-0.01259307368706479,-0.01177469927460386,-0.012603512234065407,-0.011774323174790916,-0.012599751235935966,-0.01177472937084997,-0.012603813196526476,-0.011776008103488186,-0.01261660052290863,-0.01177554612855605,-0.012611980773587337,-0.011775852833839032,-0.012615047826417097,-0.011777389214572439,-0.012630411633751226,-0.011776832579304407,-0.0126248452810709,-0.0088635509044268,-0.009777898660288097,-0.008854005004534513,-0.009682439661365212,-0.008027554131268325,-0.008856097328194812,-0.008865780611507945,-0.009800195731099585,-0.008860424903399059,-0.009746638650010702,-0.00886047292555428,-0.009747118871562896,-0.008866586074717575,-0.00980825036319585,-0.00886674884030945,-0.00980987801911459,-0.008866790700523862,-0.009810296621258778,-0.008867428671959372,-0.009816676335613814,-0.008868580957509429,-0.009828199191114412,-0.008868163481058403,-0.009824024426604168
