strategy,regime,annualized_return,annualized_volatility,sharpe,days
TOP20_MOM_top4_monthly__bull_only,non_bull,-0.30873834420400337,0.40647063031825575,-0.6927581695504441,1151
TOP20_MOM_top4_biweekly__bull_only,bull,4.268452691366949,0.866706617389685,2.347894452431514,676
TOP20_MOM_top4_biweekly__bull_only,non_bull,-0.2156013437207671,0.3553417308660902,-0.48705390501400603,1151
TOP20_MOM_top6_monthly__bull_only,bull,2.5226822711064822,0.7212812273054164,2.1073334846404683,676
TOP20_MOM_top6_monthly__bull_only,non_bull,-0.3004667784787278,0.3831190481270028,-0.7278295523707385,1151
TOP20_MOM_top6_biweekly__bull_only,bull,3.98464966016173,0.7927132800937885,2.4238458909241,676
TOP20_MOM_top6_biweekly__bull_only,non_bull,-0.21633075926433332,0.32174263233425854,-0.575501631370085,1151
TOP20_MOM_top8_monthly__bull_only,bull,2.9425576949799983,0.7171340258920477,2.2731802264023035,676
TOP20_MOM_top8_monthly__bull_only,non_bull,-0.30789816361945843,0.38414807648416954,-0.750711018736844,1151
TOP20_MOM_top8_biweekly__bull_only,bull,5.435466556318504,0.7879366319604199,2.758506530626397,676
TOP20_MOM_top8_biweekly__bull_only,non_bull,-0.23789145915752052,0.3174234045635213,-0.6747852459364982,1151
TOP20_SECTOR_top2_monthly__bull_only,bull,2.657097834475152,0.8903558894747053,1.89047427971226,676
TOP20_SECTOR_top2_monthly__bull_only,non_bull,-0.3459434746372747,0.4190923042164851,-0.7938149035551021,1151
TOP20_SECTOR_top2_biweekly__bull_only,bull,5.1127470271091315,0.8811199768274396,2.494017050187692,676
TOP20_SECTOR_top2_biweekly__bull_only,non_bull,-0.13301875486398607,0.342413306322344,-0.23394341206707253,1151
TOP20_SECTOR_top3_monthly__bull_only,bull,4.0216340513583955,0.7889258095594668,2.438555951865057,676
TOP20_SECTOR_top3_monthly__bull_only,non_bull,-0.34007298192783364,0.39158064536534465,-0.8534530060904629,1151
TOP20_SECTOR_top3_biweekly__bull_only,bull,5.642045214184307,0.8037862020108871,2.759229822116417,676
TOP20_SECTOR_top3_biweekly__bull_only,non_bull,-0.19190217070728932,0.31340105001501345,-0.5084085765838199,1151
TOP20_SECTOR_top4_monthly__bull_only,bull,3.2402034009880136,0.7201950689266275,2.3673699204740375,676
TOP20_SECTOR_top4_monthly__bull_only,non_bull,-0.31252747678008563,0.3791310569658851,-0.7848617542711481,1151
TOP20_SECTOR_top4_biweekly__bull_only,bull,6.566630873903246,0.7859028567161767,2.9700837801410063,676
TOP20_SECTOR_top4_biweekly__bull_only,non_bull,-0.22789776813902007,0.30702638564020696,-0.6713437122697036,1151
