strategy,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,calmar,monthly_win_rate,annualized_turnover,avg_turnover_per_rebalance,average_holdings
TOP20_SECTOR_top4_biweekly__bull_only,17.774425116464656,0.7965300966258331,0.5404065176793409,1.3578873392040023,2.171466434397445,-0.5276777586583363,1.5095009853192898,0.31666666666666665,10.857875684169954,0.9534890110540019,2.1565407772304326
TOP20_SECTOR_top3_biweekly__bull_only,16.027173040758527,0.7618095746458191,0.5518490213593598,1.3051194418075078,2.0856524501571196,-0.519506388544045,1.4664104069650552,0.35,11.201887944245732,0.9836985952481111,1.6365626710454297
TOP20_SECTOR_top2_biweekly__bull_only,17.225153935164546,0.7859045018007702,0.6036885932548464,1.2632863423610212,2.074906693376167,-0.5314089194613092,1.4789072464147646,0.35,13.14887062168583,1.1546737142907963,1.0782703886152163
TOP20_MOM_top8_biweekly__bull_only,12.350068501813736,0.6782253910742109,0.5448242504296039,1.2284276979669557,1.9085430476130705,-0.5265190229322272,1.2881308395983846,0.2833333333333333,9.447427453798007,0.8296298946449872,2.8385331143951835
ETH_BH__always_on,17.50535875313099,0.7913565746620488,0.8364818986225908,1.1242623652848107,1.8564701430051236,-0.7933036373122262,0.9975456274765433,0.6,0.19978106185002736,1.0,0.983032293377121
ETH_BH__bull_only,7.5650091740369305,0.535823670603585,0.518542385764086,1.08557018995776,1.7757389061114919,-0.4977118347925572,1.0765741000049005,0.23333333333333334,2.5971538040503557,1.0,0.33169129720853857
TOP20_MOM_top6_biweekly__bull_only,8.08266599049891,0.5539351096405483,0.5482329533514771,1.0839955247372417,1.6784328296057056,-0.5364381103830898,1.0326169951738948,0.31666666666666665,9.85468148937861,0.8653930824847259,2.1652983032293376
TOP20_MOM_top4_biweekly__bull_only,9.093144501493496,0.5870312501100081,0.6005017575013786,1.0722763210001351,1.7167731995307631,-0.5559883327545316,1.0558337568014793,0.31666666666666665,11.241594575491611,0.9871854501044545,1.4537493158182813
BTC_BH__always_on,8.97676101316286,0.5833582777696671,0.6447592597733675,1.0424092472278188,1.7005009568127352,-0.7666855566184849,0.7608833539823101,0.5666666666666667,0.19978106185002736,1.0,0.983032293377121
TOP20_EQ__always_on,10.825087851547925,0.638045637227656,0.797082012922566,1.024339298488964,1.6532501934289126,-0.864942993257936,0.7376736295930469,0.5333333333333333,7.314257217128039,0.6423046352171559,11.365079365079366
TOP20_SECTOR_top4_monthly__always_on,8.743922186214446,0.575905930458259,0.7834344001172165,0.9781071627189605,1.593663662712723,-0.8862111352066869,0.6498518327959658,0.5166666666666667,12.314165632040549,1.0813737375504966,5.162014230979748
TOP20_MOM_top8_biweekly__always_on,8.508318500840955,0.5682185979037859,0.822428316600354,0.9628675345155788,1.5863953035434106,-0.8508027263537846,0.6678617502073056,0.5,17.18133560075348,0.6935550186163637,7.221674876847291
TOP20_EQ__bull_only,5.017392945786184,0.43123527743448653,0.5195785228512999,0.955064072561105,1.4520628597192164,-0.6349547057267038,0.6791591172490627,0.2,4.222577897328971,0.8129241115300349,4.598795840175151
TOP20_SECTOR_top4_biweekly__always_on,6.897928441579524,0.5111450017902439,0.8077874392683767,0.9178206200888777,1.5270744432624557,-0.8804058600145601,0.5805788273396892,0.55,21.59737972648763,0.8718164551545051,5.305966064586754
TOP20_MOM_top6_biweekly__always_on,6.696133658060893,0.5033513136040242,0.8360106847434403,0.9096702299890346,1.5093877151332775,-0.8294250025314643,0.6068677843901016,0.55,18.94799409239341,0.7648693152187971,5.590585659551177
TOP20_SECTOR_top3_monthly__always_on,6.546633487748031,0.4974711979396784,0.8229915587053351,0.9055384318690285,1.504686221208094,-0.9175741722731694,0.5421591114615387,0.5333333333333333,12.969148588856077,1.1388913468800796,4.114395183360701
TOP20_MOM_top4_monthly__always_on,5.841677693373745,0.46841791128599497,0.8620866447833458,0.8794248649919978,1.485783721741181,-0.9071446490491514,0.5163651814261155,0.5,13.231128099075686,1.16189718995488,3.8007662835249043
TOP20_MOM_top4_monthly__bull_only,4.474884981264052,0.4044728282224308,0.5861808840874523,0.8737716025111486,1.4095690014327784,-0.6816240714566566,0.5933957516465886,0.2,5.891666524667512,1.1342544510608583,1.3267651888341543
TOP20_SECTOR_top3_monthly__bull_only,4.355467694256818,0.39829858836999277,0.574586411606488,0.8724358441980844,1.385999617052138,-0.7240750302824485,0.5500791654348635,0.18333333333333332,5.735363999796492,1.1041633327321594,1.541871921182266
TOP20_MOM_top8_monthly__always_on,5.384902000625413,0.44828678580698167,0.8003161646047617,0.8689663727912886,1.4098332389663926,-0.8929652313828016,0.5020204259384063,0.5,10.327819760507094,0.9069419227323461,7.098522167487685
TOP20_MOM_top6_monthly__always_on,4.564700248428701,0.4090459286742749,0.8118330291746111,0.83368445786359,1.3637308958794399,-0.8763115033895534,0.4667814208670026,0.5,11.594148846720282,1.0181451546723363,5.566502463054187
TOP20_SECTOR_top4_monthly__bull_only,3.4540134020411344,0.347746669962991,0.5338833554507509,0.830486519764345,1.276384503464915,-0.6801184296175401,0.5113031125454781,0.18333333333333332,5.4012083610668595,1.0398322102917967,1.922824302134647
TOP20_SECTOR_top3_biweekly__always_on,4.526360515405365,0.40710107335618484,0.8330741177549205,0.8284614994334676,1.384512489197371,-0.8939236941570017,0.4554091988132097,0.55,24.264738195195815,0.9794891003672724,4.111658456486043
TOP20_MOM_top4_biweekly__always_on,3.6252533399167595,0.3579428150097006,0.8966242351282985,0.7909329944211093,1.3379229617829076,-0.8642980605865789,0.41414279556149086,0.48333333333333334,23.64335237989982,0.954405762219995,3.7679255610290094
TOP20_MOM_top8_monthly__bull_only,2.9755914666796204,0.3174954317923957,0.5344209226945927,0.7886913656244013,1.1941785622008352,-0.6617038706985807,0.4798149834868069,0.2,5.229570254943124,1.0067887097767214,2.6042692939244665
TOP20_MOM_top6_monthly__bull_only,2.337754925750215,0.27226120643701224,0.5357530152673338,0.7218436201372601,1.1017689765384262,-0.6566775549966515,0.41460409963060263,0.18333333333333332,5.647594446582681,1.0872660752272452,1.9901477832512315
TOP20_SECTOR_top2_biweekly__always_on,2.0887027371560887,0.25270263780657687,0.909895039884415,0.7000361359410344,1.1992031111741246,-0.9301277909880804,0.2716859341855911,0.5166666666666667,29.19979868263948,1.1787015508878111,2.7334428024083195
