,BTC_BH__always_on,ETH_BH__always_on,TOP20_EQ__always_on,TOP20_MOM_top4_monthly__always_on,TOP20_MOM_top4_biweekly__always_on,TOP20_MOM_top6_monthly__always_on,TOP20_MOM_top6_biweekly__always_on,TOP20_MOM_top8_monthly__always_on,TOP20_MOM_top8_biweekly__always_on,TOP20_SECTOR_top2_monthly__always_on,TOP20_SECTOR_top2_biweekly__always_on,TOP20_SECTOR_top3_monthly__always_on,TOP20_SECTOR_top3_biweekly__always_on,TOP20_SECTOR_top4_monthly__always_on,TOP20_SECTOR_top4_biweekly__always_on,BTC_BH__bull_only,ETH_BH__bull_only,TOP20_EQ__bull_only,TOP20_MOM_top4_monthly__bull_only,TOP20_MOM_top4_biweekly__bull_only,TOP20_MOM_top6_monthly__bull_only,TOP20_MOM_top6_biweekly__bull_only,TOP20_MOM_top8_monthly__bull_only,TOP20_MOM_top8_biweekly__bull_only,TOP20_SECTOR_top2_monthly__bull_only,TOP20_SECTOR_top2_biweekly__bull_only,TOP20_SECTOR_top3_monthly__bull_only,TOP20_SECTOR_top3_biweekly__bull_only,TOP20_SECTOR_top4_monthly__bull_only,TOP20_SECTOR_top4_biweekly__bull_only
2022-07-06,219475.9700842313,658524.4531032551,230994.42481488475,197488.12043948082,152636.17971299836,146373.06050643226,208749.5473052176,132893.12864441876,255241.81070152536,208773.54369783463,232092.42904899432,196468.60920445938,193444.86510345238,194291.92955534233,288798.42967619974,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-07,230871.8196833099,686983.979961034,239748.74257316618,205273.6102159793,156640.594611099,151734.2165875733,216237.13581033115,137276.96023869363,264114.04330075625,212558.95061267636,236982.98564487082,202604.69385451503,199326.04489073917,201535.916148205,299392.75703343836,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-08,230667.24647113253,674406.9023100459,235534.39973588294,199827.7497189791,151580.9130302763,148354.7036935428,211093.79298857084,134523.00575524537,259288.86256498675,211367.4134122265,235807.96907152116,198731.46597198097,195809.553845455,197921.90905793724,294362.150511922,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-09,230555.29204483383,675812.3796270512,238990.44085867488,205703.7667984163,153780.02834169674,151735.0704745453,214984.69604667684,137419.3252606391,263178.0288588529,214991.2695945315,238775.62701496444,202902.64060590274,198733.58709484988,202095.87774130903,299264.6942429593,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-10,222696.6895484277,648469.4572780392,229446.0508873873,196677.31728055084,147206.93010856956,145045.01616713565,205577.45462238876,131711.3822307894,252274.7201765927,206699.8601625695,227838.79274930642,194351.83201490238,189689.31739868576,194006.96073558286,286516.25304863113,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-11,213057.92621247898,608671.6726969094,215308.84679640856,185271.08130159957,138870.13624909005,136665.13625434425,193918.28143642156,124402.73388951072,239009.2019736206,198174.50116099408,219827.1089313774,187110.88777003819,183655.11764179933,184607.71375705287,273855.2183481816,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-12,206279.3420842783,576284.5866963527,208671.73962499676,179681.12817004696,134539.61464458605,132946.4325221635,188219.6416441652,120874.37834463162,232106.86147287823,193775.7858246355,215969.7647134575,183479.01033770264,180571.49741373002,180274.29008058578,267984.4010349301,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-13,216119.15334989695,619171.0882271068,221037.41551649862,189420.15681247474,141109.60000451808,139419.54926051988,197603.33354655904,126762.34039476205,243486.7772826129,202494.92218308055,225200.15430207868,191264.64546643163,188028.83002908764,188273.77506847787,279658.8538463772,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-14,219821.44776996583,662496.4542165305,228123.90485527844,193922.2655864116,148732.37087133163,142549.32845639015,206139.58224280048,129573.64729793083,252632.98082227347,209489.50799815787,244696.64072087067,196637.74646722365,199118.1297778297,192625.64772618437,293410.93123503664,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
2022-07-15,222490.94124208117,683978.5917060935,229397.92565617582,195168.86281742313,149679.2412162405,143377.47873414904,207312.2646548267,130172.27483733675,253817.8225358384,209856.37914716062,243586.527246256,197528.0236153259,199441.41322015357,193998.51130966566,294371.8668319932,92378.41861222916,336144.12031989155,193279.4809603204,170735.28266797305,298536.708121182,128998.6243988604,293376.7155412433,121976.5004341981,397270.021635984,162581.73484802616,1132087.8406031106,184045.97660470213,611884.3119286464,185773.91950953988,686490.7157909081
