rebalance_date,sector,sector_rank,sector_weight,sector_ret_30,sector_ret_60,sector_ret_90,sector_rel_btc_60,breadth_positive_30,breadth_above_ma20,leader_momentum,top2_momentum,member_count,sector_ret_21,sector_rel_btc_30,leader_vs_sector,sector_lead_score
2023-03-27,Store of Value,1,1.0,0.1716683902578826,0.17979195233200684,0.6254570211502142,0.0,1.0,1.0,0.2648631850585862,0.2648631850585862,1.0,0.1716683902578826,0.0,0.08507123272657935,0.9500000000000001
2023-04-10,Smart Contract Platform / L1,1,1.0,inf,inf,inf,inf,1.0,1.0,inf,inf,4.0,inf,inf,,0.9
2023-10-23,Oracle / Middleware,1,1.0,0.47128354888054513,0.7392733848430051,0.43108345732449616,0.47489205655026745,1.0,1.0,0.5436404813580733,0.5436404813580733,1.0,0.47128354888054513,0.2268385694726669,-0.19563290348493179,0.85
2023-11-06,Smart Contract Platform / L1,1,1.0,0.38710427827682803,0.4036598454449653,0.14756392186421818,0.06899684655862542,1.0,1.0,0.8883251893788157,0.7259404793677774,7.0,0.38710427827682803,0.1339771434583611,0.48466534393385036,0.89
2023-11-20,Smart Contract Platform / L1,1,1.0,0.654956495331519,0.7406016770168307,0.6302525648232011,0.32997958917783055,1.0,0.875,1.3880251261651586,1.3277585387925686,8.0,0.654956495331519,0.4025651101995449,0.647423449148328,1.0
2023-12-04,Smart Contract Platform / L1,1,1.0,0.3645542520795868,0.8226058233947633,0.8367468813032675,0.2911435618763527,0.875,1.0,1.1529805816678098,1.1502820031086682,8.0,0.3645542520795868,0.1679430024362094,0.3303747582730465,0.93
2023-12-18,Smart Contract Platform / L1,1,1.0,0.5791830492201268,1.8140499477977907,1.8219013413161231,1.329724878141101,1.0,0.7,2.4331249066482714,2.311482403438701,10.0,0.5791830492201268,0.4135945564709159,0.6190749588504807,1.0
2024-01-01,Smart Contract Platform / L1,1,1.0,0.7935211089076405,1.4700140052526742,2.0717289529989373,1.205315453296363,1.0,0.8571428571428571,2.1311239975884093,2.01154377667071,7.0,0.7935211089076405,0.6737253686686956,0.6611099923357351,1.0
2024-01-15,Smart Contract Platform / L1,1,1.0,0.5707736815639683,0.9641418030410204,2.315878505146124,0.7891302855596128,1.0,0.6666666666666666,1.5311244266240305,1.5184973878742225,6.0,0.5707736815639683,0.5649029225363744,0.5669826235830101,1.0
2024-01-29,Smart Contract Platform / L1,1,1.0,0.10473532972264943,0.7756783274926544,1.3863056222359074,0.6279772399109746,0.5,0.5,1.4563696733861928,1.0498185466376868,8.0,0.10473532972264943,0.07730095452764285,0.6806913458935384,1.0
2024-02-12,Smart Contract Platform / L1,1,1.0,0.1313219543903984,0.5027457583802348,1.1368132651619869,0.3421072825049274,0.875,1.0,1.11350989531378,0.8704246567874581,8.0,0.1313219543903984,-0.03450237608830575,0.6107641369335453,0.825
2024-02-26,DeFi,1,1.0,0.7738433272089527,0.35788262370540846,0.720395269722987,0.07777140234136426,1.0,1.0,0.6383655046606963,0.6383655046606963,1.0,0.7738433272089527,0.47960360364980503,0.28048288095528784,0.9071428571428573
2024-03-11,Meme,1,1.0,1.9144897616059244,1.7438847647081435,1.7376830173237363,1.1885242336546984,1.0,1.0,2.504917445232583,1.8279469136801527,2.0,1.9144897616059244,1.4052015585114757,0.7610326805244396,0.9833333333333334
2024-03-25,Meme,1,1.0,1.5065193754018733,1.745941665279871,1.3135317008803105,0.9960865012334374,1.0,0.5,2.002927893187503,1.5397485274609601,2.0,1.5065193754018733,1.1513513964292743,0.25698622790763226,0.9666666666666667
2024-04-08,Smart Contract Platform / L1,1,1.0,0.11985436601233755,0.6127937290928578,inf,0.03173255231636629,0.5555555555555556,0.3333333333333333,inf,inf,9.0,0.11985436601233755,0.07335018580221085,inf,0.9125
