family,variant_id,offset_days,cost_bps,multiple,cagr,sharpe,max_drawdown,annualized_turnover,average_holdings
stop_grid,stop_ma75_c3,0,2.0,25.868495072589642,0.9911665323130321,1.3599489766759607,-0.41786949487206715,16.71594202898551,0.2718840579710145
stop_grid,stop_ma75_c3,0,20.0,22.435339742440824,0.9320364844298183,1.3134453709359495,-0.43987187292967755,16.71594202898551,0.2718840579710145
stop_grid,stop_ma100_c1,0,2.0,20.101306774419296,0.8876203716174966,1.3108686632702031,-0.4561993379636504,15.869565217391305,0.24695652173913044
stop_grid,stop_ma100_c1,0,20.0,17.559731439689426,0.834363971179165,1.2646280276145503,-0.47922024694753307,15.869565217391305,0.24695652173913044
stop_grid,stop_ma100_c2,0,2.0,19.813888027797475,0.8818736168354735,1.3058907150029873,-0.4561993379636504,15.869565217391305,0.24753623188405796
stop_grid,stop_ma100_c2,0,20.0,17.308653434759208,0.8287793525334617,1.2596547303512786,-0.47922024694753307,15.869565217391305,0.24753623188405796
stop_grid,stop_ma100_c3,0,2.0,20.482602493709077,0.8951450036232076,1.3170536197748655,-0.4561993379636504,15.869565217391305,0.24811594202898551
stop_grid,stop_ma100_c3,0,20.0,17.892816771154163,0.8416763068877646,1.2708273905006005,-0.47922024694753307,15.869565217391305,0.24811594202898551
stop_grid,stop_ma150_c1,0,2.0,13.548659623665054,0.736367405790886,1.194560775554315,-0.4561993379636504,15.446376811594204,0.2272463768115942
stop_grid,stop_ma150_c1,0,20.0,11.878369186695947,0.688667799889042,1.148212884505667,-0.47922024694753307,15.446376811594204,0.2272463768115942
stop_grid,stop_ma150_c2,0,2.0,21.51154361305721,0.914913427383615,1.3353874983767884,-0.4561993379636504,15.446376811594204,0.23768115942028986
stop_grid,stop_ma150_c2,0,20.0,18.859581974093732,0.8623089984374597,1.2903148853765896,-0.47922024694753307,15.446376811594204,0.23768115942028986
stop_grid,stop_ma150_c3,0,2.0,21.500959169331107,0.9147139078365258,1.3352182924319742,-0.4561993379636504,15.446376811594204,0.2382608695652174
stop_grid,stop_ma150_c3,0,20.0,18.850302389713665,0.8621149598754048,1.2901457468641455,-0.47922024694753307,15.446376811594204,0.2382608695652174
stop_grid,stop_ma200_c1,0,2.0,11.178781574812824,0.6671046636329938,1.1451688652223282,-0.5345281764153141,14.600000000000001,0.21333333333333335
stop_grid,stop_ma200_c1,0,20.0,9.871549370430284,0.6237838397645072,1.0999405853876112,-0.5526219570762374,14.600000000000001,0.21333333333333335
stop_grid,stop_ma200_c2,0,2.0,9.551899786772054,0.6125069746185554,1.0856164378356206,-0.5899449305380875,15.023188405797102,0.216231884057971
stop_grid,stop_ma200_c2,0,20.0,8.404568605371054,0.5694069613645774,1.0393006493055255,-0.6058845559027453,15.023188405797102,0.216231884057971
stop_grid,stop_ma200_c3,0,2.0,8.962596257444298,0.590912793036132,1.0600242808291804,-0.6283146603912444,15.023188405797102,0.22144927536231884
stop_grid,stop_ma200_c3,0,20.0,7.886049561810617,0.5483899614793883,1.0139593605619757,-0.6427627809197218,15.023188405797102,0.22144927536231884
trailing_grid,trailing_lb5_c2,0,2.0,3.0221201690103436,0.26383427239472157,0.6991668163761615,-0.465433141058042,17.56231884057971,0.1791304347826087
trailing_grid,trailing_lb5_c2,0,20.0,2.6022647881349164,0.22443840899777712,0.6349761659338812,-0.4692724087071549,17.56231884057971,0.1791304347826087
trailing_grid,trailing_lb7_c2,0,2.0,4.340263945478078,0.3644981931586244,0.8367807839516308,-0.4792115315916694,18.408695652173915,0.22144927536231884
trailing_grid,trailing_lb7_c2,0,20.0,3.7104410203211375,0.3199486307063093,0.7728334198022176,-0.5110449420807113,18.408695652173915,0.22144927536231884
trailing_grid,trailing_lb10_c2,0,2.0,6.445398128723844,0.48365142600765076,0.926413485866935,-0.5184520367614331,16.71594202898551,0.25333333333333335
trailing_grid,trailing_lb10_c2,0,20.0,5.590059308049256,0.4395962756765892,0.8776090081240885,-0.5388375798602166,16.71594202898551,0.25333333333333335
trailing_grid,trailing_lb11_c2,0,2.0,25.868495072589642,0.9911665323130321,1.3599489766759607,-0.41786949487206715,16.71594202898551,0.2718840579710145
