strategy,cost_bps,period,start,end,days,multiple,cagr,sharpe,max_drawdown
param_trend_50,20.0,full_2022_plus,2022-01-01,2026-09-21,1725,17.565865125914897,0.8344996103160305,1.2343079795949001,-0.5336254713713029
param_trend_100,20.0,full_2022_plus,2022-01-01,2026-09-21,1725,14.709855232961687,0.7668613642923701,1.1854208741068375,-0.5585803899848576
param_trend_150,20.0,full_2022_plus,2022-01-01,2026-09-21,1725,10.675846824097377,0.6509358279273767,1.0827496760211281,-0.566998349961353
param_trend_200,20.0,full_2022_plus,2022-01-01,2026-09-21,1725,10.567163131673182,0.6473631195301848,1.0757138902816497,-0.5250595836080183
param_trend_100_trailing_stop_20,20.0,full_2022_plus,2022-01-01,2026-09-21,1725,15.218543618200847,0.7796246397889708,1.19665479848062,-0.5585803899848576
param_trend_100_target_vol_0.7,20.0,full_2022_plus,2022-01-01,2026-09-21,1725,12.447318851130563,0.7054779060982823,1.1924671564527303,-0.5133702683497388
