strategy,cost_bps,period,start,end,days,multiple,cagr,sharpe,max_drawdown
phase_momentum,2.0,full_2022_plus,2022-01-01,2026-09-21,1725,28.798457185969642,1.0369162934831997,1.5140973534258024,-0.4261085254602903
phase_momentum,20.0,full_2022_plus,2022-01-01,2026-09-21,1725,23.087723285385238,0.9437968444641187,1.4328964512043647,-0.44919124813072153
phase_momentum,50.0,full_2022_plus,2022-01-01,2026-09-21,1725,15.965522105976184,0.797770486246389,1.296985115540098,-0.48717012426954787
phase_momentum,100.0,full_2022_plus,2022-01-01,2026-09-21,1725,8.621402152720322,0.5778935046261822,1.0692135621134942,-0.5448656518280546
BTC,0.0,full_2022_plus,2022-01-01,2026-09-21,1725,1.87021291004726,0.14173138764939397,0.5148078298770699,-0.6689381488321313
