candidate,train_percentile,test_percentile,train_sharpe,test_sharpe
parameter_ensemble_20bps,0.1875,0.5,0.04632045124179102,0.08238680286482176
primary,0.6875,0.84375,0.07539951938439668,0.06777124945093708
parameter_ensemble_20bps,0.28125,0.5625,0.0690107177829289,0.06304371307038094
primary,0.5,0.84375,0.04301052812523927,0.09722050802300734
parameter_ensemble_20bps,0.21875,0.53125,0.034798959149417344,0.09409553617480236
primary,0.59375,0.84375,0.06578249236002137,0.0775041547982536
parameter_ensemble_20bps,0.21875,0.53125,0.05735117485297213,0.07484982132846063
primary,0.53125,0.8125,0.057539447717146315,0.08377066159397095
parameter_ensemble_20bps,0.1875,0.5625,0.0496884215160764,0.07995364901295911
primary,0.75,0.8125,0.04087596956518422,0.09653001468185392
parameter_ensemble_20bps,0.3125,0.53125,0.030962081851178026,0.09418654370884294
primary,0.78125,0.75,0.06505715144178482,0.07751772435198578
parameter_ensemble_20bps,0.40625,0.53125,0.05523444345237639,0.07576662113830102
primary,0.84375,0.75,0.05665545043508856,0.0838610804905389
parameter_ensemble_20bps,0.375,0.5,0.047191625142755274,0.08092891877547177
primary,0.75,0.78125,0.046389261861945016,0.09297443223096924
parameter_ensemble_20bps,0.21875,0.59375,0.03472104877965058,0.09193648889142408
primary,0.59375,0.84375,0.06562101676362059,0.07699703444098042
parameter_ensemble_20bps,0.21875,0.5,0.059709406503760915,0.07177623636833637
primary,0.78125,0.78125,0.08633209278335417,0.05534161151963447
parameter_ensemble_20bps,0.28125,0.5,0.08011641688817223,0.05053888537535753
primary,0.75,0.78125,0.0804312898880667,0.06375381635984878
parameter_ensemble_20bps,0.40625,0.5,0.07519306901015091,0.05804706902656849
primary,0.53125,0.8125,0.07007018222253983,0.07283862663117231
parameter_ensemble_20bps,0.1875,0.5,0.0626361994376332,0.06908480928660887
primary,0.71875,0.71875,0.06977789801988517,0.07325853684566254
parameter_ensemble_20bps,0.40625,0.4375,0.061000296661291004,0.07046469402612177
primary,0.75,0.84375,0.08699405273328101,0.05558156551956341
parameter_ensemble_20bps,0.53125,0.40625,0.08384161282455624,0.046975174672815534
primary,0.53125,0.78125,0.07728145421393545,0.0651671655949527
parameter_ensemble_20bps,0.3125,0.375,0.07229189982506036,0.058849178045642894
primary,0.71875,0.8125,0.07034553202801115,0.07261003367497997
parameter_ensemble_20bps,0.34375,0.40625,0.06637061829270709,0.06549812804540099
primary,0.75,0.8125,0.09078402060291542,0.050695480796305994
parameter_ensemble_20bps,0.5625,0.40625,0.08627262715535426,0.04371390453071647
primary,0.78125,0.78125,0.07712334569281432,0.06578214228545942
parameter_ensemble_20bps,0.5,0.34375,0.07102151242965446,0.06063290977409772
primary,0.8125,0.75,0.07026247367417177,0.0731506537023392
parameter_ensemble_20bps,0.5,0.1875,0.06508357033657225,0.06712186208093582
primary,0.84375,0.5625,0.09158698800748703,0.05228919531151387
parameter_ensemble_20bps,0.5,0.21875,0.08605909889238196,0.046596012482400646
primary,0.8125,0.75,0.05978680375101,0.08218753731210311
parameter_ensemble_20bps,0.53125,0.46875,0.05261894519191918,0.07824128013416065
primary,0.84375,0.6875,0.08118185105142713,0.061224659921920555
parameter_ensemble_20bps,0.5,0.46875,0.07367802041280398,0.057664859782719714
primary,0.84375,0.75,0.07474143765331485,0.06903997000949066
parameter_ensemble_20bps,0.5,0.375,0.0680193635791927,0.06444631091787689
primary,0.75,0.75,0.0970262967917651,0.041818200630834385
parameter_ensemble_20bps,0.53125,0.375,0.09370401002922117,0.03245246653178015
primary,0.78125,0.84375,0.09212382197113439,0.05174489715948039
parameter_ensemble_20bps,0.5625,0.40625,0.08999258545161844,0.04212083907024083
primary,0.8125,0.90625,0.11072946435252318,0.027645392010825963
parameter_ensemble_20bps,0.5625,0.1875,0.108072419212314,0.017976034399410427
primary,0.5625,0.78125,0.08170214659339467,0.06066031521032333
parameter_ensemble_20bps,0.34375,0.40625,0.07763847858494968,0.053150077681214
primary,0.75,0.8125,0.1004982871448498,0.03617213622741738
parameter_ensemble_20bps,0.53125,0.34375,0.09592787559118197,0.028632316748729885
primary,0.71875,0.78125,0.09581973902852788,0.0468695721065731
parameter_ensemble_20bps,0.5,0.40625,0.09234891157114933,0.03885687280254522
primary,0.8125,0.78125,0.08198472868550016,0.061668672820701584
parameter_ensemble_20bps,0.53125,0.25,0.07683964616486452,0.0554023420724239
primary,0.84375,0.53125,0.1014356312101467,0.03865127199328434
parameter_ensemble_20bps,0.53125,0.1875,0.09592963040671211,0.03265525155986567
primary,0.875,0.5625,0.09720461686393705,0.048734467244211176
parameter_ensemble_20bps,0.5,0.1875,0.09278328822066181,0.042046863652931046
primary,0.84375,0.6875,0.08597087890635835,0.05709501762361513
parameter_ensemble_20bps,0.53125,0.40625,0.07943891487659044,0.052407495959002404
primary,0.6875,0.875,0.09860928017972315,0.044944768449229545
parameter_ensemble_20bps,0.46875,0.4375,0.09199884354226046,0.03972039255438989
primary,0.6875,0.90625,0.09452923190939298,0.054165193263498834
parameter_ensemble_20bps,0.5,0.46875,0.08882922996143625,0.048186509923867
primary,0.75,0.875,0.11389697228906617,0.032116560170490006
parameter_ensemble_20bps,0.5,0.34375,0.10809967805193259,0.026587562634365562
primary,0.46875,0.84375,0.08232460739740641,0.062195984137615075
parameter_ensemble_20bps,0.3125,0.46875,0.07464228686374196,0.05823764118143548
primary,0.71875,0.875,0.10212274440326434,0.039837626570907794
parameter_ensemble_20bps,0.375,0.46875,0.09431548218794192,0.0363906612913964
primary,0.71875,0.90625,0.09822296637315986,0.04964591882517905
parameter_ensemble_20bps,0.46875,0.46875,0.0912706636684026,0.04524624872468757
primary,0.8125,0.78125,0.08334944552779336,0.06332925296612746
parameter_ensemble_20bps,0.5,0.4375,0.07418478844475888,0.06031306014850138
primary,0.875,0.5625,0.10383129041983419,0.042105717902309964
parameter_ensemble_20bps,0.46875,0.28125,0.09482910190859191,0.0397412220699335
primary,0.90625,0.46875,0.10085902451516075,0.05143429897309946
parameter_ensemble_20bps,0.46875,0.21875,0.09264642363413085,0.04803568637580518
primary,0.8125,0.8125,0.08743075633298816,0.059044640170306056
parameter_ensemble_20bps,0.4375,0.5,0.07696187639265543,0.057575289384641744
primary,0.6875,0.875,0.10437008774024663,0.041564923709482296
parameter_ensemble_20bps,0.53125,0.4375,0.09870069784897378,0.035267976752029265
primary,0.75,0.90625,0.12228230389928575,0.017095637547347182
parameter_ensemble_20bps,0.5,0.34375,0.11646133762352116,0.011191938273646406
primary,0.75,0.875,0.12052291220740094,0.02922971158100059
parameter_ensemble_20bps,0.5,0.1875,0.11585198852220498,0.022722820737334382
primary,0.71875,0.84375,0.10774223100216641,0.03649869902629179
parameter_ensemble_20bps,0.4375,0.40625,0.10091660399310481,0.03195055726205155
primary,0.78125,0.5,0.11018048364241805,0.03895652559846749
parameter_ensemble_20bps,0.5,0.21875,0.10222265799975966,0.0355368497468248
primary,0.5,0.84375,0.055479385650077755,0.08633906963850424
parameter_ensemble_20bps,0.25,0.5,0.05050791197847534,0.08073146051086087
primary,0.5,0.875,0.04574123692833035,0.09194223626032047
parameter_ensemble_20bps,0.25,0.5,0.041847366612530315,0.08539627704255905
primary,0.6875,0.84375,0.07009740634540161,0.07294857626635082
parameter_ensemble_20bps,0.34375,0.5,0.06539607919989542,0.06653825150137745
primary,0.46875,0.875,0.03612152750286677,0.10136618887207371
parameter_ensemble_20bps,0.25,0.5,0.030220724235576764,0.09693538793009673
primary,0.5,0.84375,0.06023065533461654,0.08243459900215544
parameter_ensemble_20bps,0.25,0.5,0.053580002104971935,0.0781795531648837
primary,0.5,0.84375,0.05122330030741732,0.08832126507511484
parameter_ensemble_20bps,0.25,0.46875,0.04538708623712124,0.0830288284607806
primary,0.6875,0.78125,0.03345156236827093,0.10065241639960909
parameter_ensemble_20bps,0.21875,0.5,0.025936945702734457,0.09697294526248847
primary,0.875,0.71875,0.05927030936045397,0.08233995553585431
parameter_ensemble_20bps,0.34375,0.53125,0.051229347339239985,0.07897884740651404
primary,0.84375,0.78125,0.04997821266619541,0.08832179711382335
parameter_ensemble_20bps,0.40625,0.46875,0.0425293625745726,0.08390787744333675
primary,0.65625,0.75,0.039452564910308796,0.09722755289091352
parameter_ensemble_20bps,0.21875,0.53125,0.029910839870259442,0.09477769005074
primary,0.5625,0.90625,0.05986196884777057,0.08183829386102831
parameter_ensemble_20bps,0.28125,0.5,0.055861147340904374,0.07509168687729871
primary,0.625,0.90625,0.08160560254047386,0.06119144588990175
parameter_ensemble_20bps,0.3125,0.46875,0.07689146983341455,0.05448828356310156
primary,0.75,0.875,0.07528458737332727,0.06898372824198473
parameter_ensemble_20bps,0.375,0.46875,0.07167428840278671,0.06157501406817432
primary,0.5,0.84375,0.0645895107205492,0.07787769605980109
parameter_ensemble_20bps,0.25,0.46875,0.05890563679198332,0.07248643275328535
primary,0.84375,0.78125,0.064099207040931,0.07815814150051398
parameter_ensemble_20bps,0.46875,0.46875,0.057053467784044846,0.07372960934763095
primary,0.46875,0.90625,0.0589381678068169,0.08213816306765108
parameter_ensemble_20bps,0.21875,0.46875,0.0506323018612812,0.07842688256580586
primary,0.59375,0.875,0.08245672485706483,0.06276762080001644
parameter_ensemble_20bps,0.21875,0.5,0.07396753130567166,0.05946511628166264
primary,0.71875,0.8125,0.07682423917349901,0.07029528731377538
parameter_ensemble_20bps,0.25,0.5,0.06896915044325531,0.06601696811258152
primary,0.46875,0.84375,0.06401577231334973,0.07834341975994956
parameter_ensemble_20bps,0.21875,0.53125,0.05404022413944969,0.07598868978062161
primary,0.75,0.75,0.06417468925876732,0.07886328954775228
parameter_ensemble_20bps,0.3125,0.53125,0.05218074284052171,0.07727439093558056
primary,0.59375,0.875,0.08842737417169197,0.05919818753562511
parameter_ensemble_20bps,0.25,0.46875,0.08092745830837254,0.054854307438428195
primary,0.875,0.59375,0.05919818753562511,0.08842737417169197
parameter_ensemble_20bps,0.46875,0.25,0.054854307438428195,0.08092745830837254
primary,0.75,0.75,0.07886328954775228,0.06417468925876732
parameter_ensemble_20bps,0.53125,0.3125,0.07727439093558056,0.05218074284052171
primary,0.84375,0.46875,0.07834341975994956,0.06401577231334973
parameter_ensemble_20bps,0.53125,0.21875,0.07598868978062161,0.05404022413944969
primary,0.8125,0.71875,0.07029528731377538,0.07682423917349901
parameter_ensemble_20bps,0.5,0.25,0.06601696811258152,0.06896915044325531
primary,0.875,0.59375,0.06276762080001644,0.08245672485706483
parameter_ensemble_20bps,0.5,0.21875,0.05946511628166264,0.07396753130567166
primary,0.90625,0.46875,0.08213816306765108,0.0589381678068169
parameter_ensemble_20bps,0.46875,0.21875,0.07842688256580586,0.0506323018612812
primary,0.78125,0.84375,0.07815814150051398,0.064099207040931
parameter_ensemble_20bps,0.46875,0.46875,0.07372960934763095,0.057053467784044846
primary,0.84375,0.5,0.07787769605980109,0.0645895107205492
parameter_ensemble_20bps,0.46875,0.25,0.07248643275328535,0.05890563679198332
primary,0.875,0.75,0.06898372824198473,0.07528458737332727
parameter_ensemble_20bps,0.46875,0.375,0.06157501406817432,0.07167428840278671
primary,0.90625,0.625,0.06119144588990175,0.08160560254047386
parameter_ensemble_20bps,0.46875,0.3125,0.05448828356310156,0.07689146983341455
primary,0.90625,0.5625,0.08183829386102831,0.05986196884777057
parameter_ensemble_20bps,0.5,0.28125,0.07509168687729871,0.055861147340904374
primary,0.75,0.65625,0.09722755289091352,0.039452564910308796
parameter_ensemble_20bps,0.53125,0.21875,0.09477769005074,0.029910839870259442
primary,0.78125,0.84375,0.08832179711382335,0.04997821266619541
parameter_ensemble_20bps,0.46875,0.40625,0.08390787744333675,0.0425293625745726
primary,0.71875,0.875,0.08233995553585431,0.05927030936045397
parameter_ensemble_20bps,0.53125,0.34375,0.07897884740651404,0.051229347339239985
primary,0.78125,0.6875,0.10065241639960909,0.03345156236827093
parameter_ensemble_20bps,0.5,0.21875,0.09697294526248847,0.025936945702734457
primary,0.84375,0.5,0.08832126507511484,0.05122330030741732
parameter_ensemble_20bps,0.46875,0.25,0.0830288284607806,0.04538708623712124
primary,0.84375,0.5,0.08243459900215544,0.06023065533461654
parameter_ensemble_20bps,0.5,0.25,0.0781795531648837,0.053580002104971935
primary,0.875,0.46875,0.10136618887207371,0.03612152750286677
parameter_ensemble_20bps,0.5,0.25,0.09693538793009673,0.030220724235576764
primary,0.84375,0.6875,0.07294857626635082,0.07009740634540161
parameter_ensemble_20bps,0.5,0.34375,0.06653825150137745,0.06539607919989542
primary,0.875,0.5,0.09194223626032047,0.04574123692833035
parameter_ensemble_20bps,0.5,0.25,0.08539627704255905,0.041847366612530315
primary,0.84375,0.5,0.08633906963850424,0.055479385650077755
parameter_ensemble_20bps,0.5,0.25,0.08073146051086087,0.05050791197847534
primary,0.5,0.78125,0.03895652559846749,0.11018048364241805
parameter_ensemble_20bps,0.21875,0.5,0.0355368497468248,0.10222265799975966
primary,0.84375,0.71875,0.03649869902629179,0.10774223100216641
parameter_ensemble_20bps,0.40625,0.4375,0.03195055726205155,0.10091660399310481
primary,0.875,0.75,0.02922971158100059,0.12052291220740094
parameter_ensemble_20bps,0.1875,0.5,0.022722820737334382,0.11585198852220498
primary,0.90625,0.75,0.017095637547347182,0.12228230389928575
parameter_ensemble_20bps,0.34375,0.5,0.011191938273646406,0.11646133762352116
primary,0.875,0.6875,0.041564923709482296,0.10437008774024663
parameter_ensemble_20bps,0.4375,0.53125,0.035267976752029265,0.09870069784897378
primary,0.8125,0.8125,0.059044640170306056,0.08743075633298816
parameter_ensemble_20bps,0.5,0.4375,0.057575289384641744,0.07696187639265543
primary,0.46875,0.90625,0.05143429897309946,0.10085902451516075
parameter_ensemble_20bps,0.21875,0.46875,0.04803568637580518,0.09264642363413085
primary,0.5625,0.875,0.042105717902309964,0.10383129041983419
parameter_ensemble_20bps,0.28125,0.46875,0.0397412220699335,0.09482910190859191
primary,0.78125,0.8125,0.06332925296612746,0.08334944552779336
parameter_ensemble_20bps,0.4375,0.5,0.06031306014850138,0.07418478844475888
primary,0.90625,0.71875,0.04964591882517905,0.09822296637315986
parameter_ensemble_20bps,0.46875,0.46875,0.04524624872468757,0.0912706636684026
primary,0.875,0.71875,0.039837626570907794,0.10212274440326434
parameter_ensemble_20bps,0.46875,0.375,0.0363906612913964,0.09431548218794192
primary,0.84375,0.46875,0.062195984137615075,0.08232460739740641
parameter_ensemble_20bps,0.46875,0.3125,0.05823764118143548,0.07464228686374196
primary,0.875,0.75,0.032116560170490006,0.11389697228906617
parameter_ensemble_20bps,0.34375,0.5,0.026587562634365562,0.10809967805193259
primary,0.90625,0.6875,0.054165193263498834,0.09452923190939298
parameter_ensemble_20bps,0.46875,0.5,0.048186509923867,0.08882922996143625
primary,0.875,0.6875,0.044944768449229545,0.09860928017972315
parameter_ensemble_20bps,0.4375,0.46875,0.03972039255438989,0.09199884354226046
primary,0.6875,0.84375,0.05709501762361513,0.08597087890635835
parameter_ensemble_20bps,0.40625,0.53125,0.052407495959002404,0.07943891487659044
primary,0.5625,0.875,0.048734467244211176,0.09720461686393705
parameter_ensemble_20bps,0.1875,0.5,0.042046863652931046,0.09278328822066181
primary,0.53125,0.84375,0.03865127199328434,0.1014356312101467
parameter_ensemble_20bps,0.1875,0.53125,0.03265525155986567,0.09592963040671211
primary,0.78125,0.8125,0.061668672820701584,0.08198472868550016
parameter_ensemble_20bps,0.25,0.53125,0.0554023420724239,0.07683964616486452
primary,0.78125,0.71875,0.0468695721065731,0.09581973902852788
parameter_ensemble_20bps,0.40625,0.5,0.03885687280254522,0.09234891157114933
primary,0.8125,0.75,0.03617213622741738,0.1004982871448498
parameter_ensemble_20bps,0.34375,0.53125,0.028632316748729885,0.09592787559118197
primary,0.78125,0.5625,0.06066031521032333,0.08170214659339467
parameter_ensemble_20bps,0.40625,0.34375,0.053150077681214,0.07763847858494968
primary,0.90625,0.8125,0.027645392010825963,0.11072946435252318
parameter_ensemble_20bps,0.1875,0.5625,0.017976034399410427,0.108072419212314
primary,0.84375,0.78125,0.05174489715948039,0.09212382197113439
parameter_ensemble_20bps,0.40625,0.5625,0.04212083907024083,0.08999258545161844
primary,0.75,0.75,0.041818200630834385,0.0970262967917651
parameter_ensemble_20bps,0.375,0.53125,0.03245246653178015,0.09370401002922117
primary,0.75,0.84375,0.06903997000949066,0.07474143765331485
parameter_ensemble_20bps,0.375,0.5,0.06444631091787689,0.0680193635791927
primary,0.6875,0.84375,0.061224659921920555,0.08118185105142713
parameter_ensemble_20bps,0.46875,0.5,0.057664859782719714,0.07367802041280398
primary,0.75,0.8125,0.08218753731210311,0.05978680375101
parameter_ensemble_20bps,0.46875,0.53125,0.07824128013416065,0.05261894519191918
primary,0.5625,0.84375,0.05228919531151387,0.09158698800748703
parameter_ensemble_20bps,0.21875,0.5,0.046596012482400646,0.08605909889238196
primary,0.75,0.8125,0.0731506537023392,0.07026247367417177
parameter_ensemble_20bps,0.1875,0.5,0.06712186208093582,0.06508357033657225
primary,0.78125,0.78125,0.06578214228545942,0.07712334569281432
parameter_ensemble_20bps,0.34375,0.5,0.06063290977409772,0.07102151242965446
primary,0.8125,0.75,0.050695480796305994,0.09078402060291542
parameter_ensemble_20bps,0.40625,0.5625,0.04371390453071647,0.08627262715535426
primary,0.8125,0.71875,0.07261003367497997,0.07034553202801115
parameter_ensemble_20bps,0.40625,0.34375,0.06549812804540099,0.06637061829270709
primary,0.78125,0.53125,0.0651671655949527,0.07728145421393545
parameter_ensemble_20bps,0.375,0.3125,0.058849178045642894,0.07229189982506036
primary,0.84375,0.75,0.05558156551956341,0.08699405273328101
parameter_ensemble_20bps,0.40625,0.53125,0.046975174672815534,0.08384161282455624
primary,0.71875,0.71875,0.07325853684566254,0.06977789801988517
parameter_ensemble_20bps,0.4375,0.40625,0.07046469402612177,0.061000296661291004
primary,0.8125,0.53125,0.07283862663117231,0.07007018222253983
parameter_ensemble_20bps,0.5,0.1875,0.06908480928660887,0.0626361994376332
primary,0.78125,0.75,0.06375381635984878,0.0804312898880667
parameter_ensemble_20bps,0.5,0.40625,0.05804706902656849,0.07519306901015091
primary,0.78125,0.78125,0.05534161151963447,0.08633209278335417
parameter_ensemble_20bps,0.5,0.28125,0.05053888537535753,0.08011641688817223
primary,0.84375,0.59375,0.07699703444098042,0.06562101676362059
parameter_ensemble_20bps,0.5,0.21875,0.07177623636833637,0.059709406503760915
primary,0.78125,0.75,0.09297443223096924,0.046389261861945016
parameter_ensemble_20bps,0.59375,0.21875,0.09193648889142408,0.03472104877965058
primary,0.75,0.84375,0.0838610804905389,0.05665545043508856
parameter_ensemble_20bps,0.5,0.375,0.08092891877547177,0.047191625142755274
primary,0.75,0.78125,0.07751772435198578,0.06505715144178482
parameter_ensemble_20bps,0.53125,0.40625,0.07576662113830102,0.05523444345237639
primary,0.8125,0.75,0.09653001468185392,0.04087596956518422
parameter_ensemble_20bps,0.53125,0.3125,0.09418654370884294,0.030962081851178026
primary,0.8125,0.53125,0.08377066159397095,0.057539447717146315
parameter_ensemble_20bps,0.5625,0.1875,0.07995364901295911,0.0496884215160764
primary,0.84375,0.59375,0.0775041547982536,0.06578249236002137
parameter_ensemble_20bps,0.53125,0.21875,0.07484982132846063,0.05735117485297213
primary,0.84375,0.5,0.09722050802300734,0.04301052812523927
parameter_ensemble_20bps,0.53125,0.21875,0.09409553617480236,0.034798959149417344
primary,0.84375,0.6875,0.06777124945093708,0.07539951938439668
parameter_ensemble_20bps,0.5625,0.28125,0.06304371307038094,0.0690107177829289
primary,0.875,0.5625,0.08754328856052783,0.05246265694802922
parameter_ensemble_20bps,0.5,0.1875,0.08238680286482176,0.04632045124179102
primary,0.84375,0.46875,0.08160437432866048,0.061303938854216686
parameter_ensemble_20bps,0.53125,0.21875,0.07748687247470228,0.054394261408119135
primary,0.78125,0.8125,0.09413468087281798,0.04905821250344746
parameter_ensemble_20bps,0.46875,0.28125,0.0900741000978026,0.04173797957054674
primary,0.65625,0.78125,0.08384735986244085,0.05803576367806823
parameter_ensemble_20bps,0.40625,0.4375,0.07781255314361296,0.05283843897075834
primary,0.65625,0.90625,0.07766433978268478,0.06618356088540732
parameter_ensemble_20bps,0.46875,0.46875,0.072578449504988,0.060123481310059707
primary,0.71875,0.90625,0.09776085399956108,0.04404631312270445
parameter_ensemble_20bps,0.5,0.375,0.09242466548161667,0.03845069252005279
primary,0.78125,0.53125,0.0841725220258357,0.05915924469995867
parameter_ensemble_20bps,0.5,0.21875,0.07699862520351368,0.055101921695246574
primary,0.84375,0.5,0.07826999517009647,0.06710227835573945
parameter_ensemble_20bps,0.46875,0.25,0.07195917670460959,0.06209701668702131
primary,0.875,0.5,0.09913608909265577,0.04606256659078592
parameter_ensemble_20bps,0.5,0.25,0.0928176909435294,0.0416695845950415
primary,0.8125,0.75,0.06699440084288576,0.07567779903828999
parameter_ensemble_20bps,0.53125,0.5,0.05850928471888741,0.07262740784220328
primary,0.875,0.625,0.08807377797241282,0.054466574024136
parameter_ensemble_20bps,0.5,0.3125,0.07958783380863786,0.052089009041430226
primary,0.875,0.59375,0.08251711123306249,0.06289002198308663
parameter_ensemble_20bps,0.5,0.25,0.07478915463230473,0.05938800451581082
primary,0.71875,0.84375,0.1037715808111856,0.034965587293892944
parameter_ensemble_20bps,0.5,0.375,0.09961786752048346,0.027128548708323805
primary,0.71875,0.90625,0.09967568772785225,0.04552198830323646
parameter_ensemble_20bps,0.5,0.21875,0.09672446463364352,0.037229671770198494
primary,0.8125,0.6875,0.11788998509211955,0.021266361147460798
parameter_ensemble_20bps,0.53125,0.21875,0.11463613252449943,0.013353863380572477
primary,0.6875,0.875,0.08859694424706091,0.053906157369851285
parameter_ensemble_20bps,0.5,0.40625,0.08354493511097023,0.0475982836604142
primary,0.78125,0.84375,0.10710625051490258,0.02917876655199661
parameter_ensemble_20bps,0.5,0.375,0.10177296679837461,0.023300324923922897
primary,0.78125,0.84375,0.10317753950276319,0.04054007438590974
parameter_ensemble_20bps,0.5,0.21875,0.09897697040948923,0.033951198707513085
primary,0.84375,0.53125,0.08943930377810243,0.05535327211141226
parameter_ensemble_20bps,0.53125,0.21875,0.08329817693719946,0.05023942793856861
primary,0.84375,0.5625,0.10851921070673097,0.03214714895947922
parameter_ensemble_20bps,0.53125,0.25,0.10227865991203622,0.027667616332325548
primary,0.84375,0.5,0.10523197997052725,0.042773277123641484
parameter_ensemble_20bps,0.5,0.21875,0.10015289480273075,0.037416164844523474
primary,0.78125,0.5625,0.09323862198440734,0.05066482872263492
parameter_ensemble_20bps,0.5,0.25,0.08580831937780486,0.047213632799057374
primary,0.71875,0.84375,0.051118143328210554,0.0905541937419765
parameter_ensemble_20bps,0.28125,0.40625,0.0484687938706412,0.08263803386127869
primary,0.40625,0.8125,0.042645687725217825,0.1013862986798345
parameter_ensemble_20bps,0.21875,0.46875,0.038028569783324015,0.09572460066843752
primary,0.5,0.875,0.03159184774187317,0.10544609036839397
parameter_ensemble_20bps,0.25,0.46875,0.02801029966188941,0.09873210048942356
primary,0.625,0.84375,0.0559753405643263,0.0867515002264593
parameter_ensemble_20bps,0.28125,0.46875,0.05158193130791066,0.08012116918325968
primary,0.875,0.71875,0.0404224344217792,0.10003998155254475
parameter_ensemble_20bps,0.40625,0.5,0.034545887615755035,0.09525523126170658
primary,0.8125,0.75,0.028530645533036914,0.10450770329663711
parameter_ensemble_20bps,0.5,0.46875,0.023520547161788374,0.0986823177724168
primary,0.90625,0.6875,0.054698534011302875,0.08639072908102292
parameter_ensemble_20bps,0.46875,0.3125,0.04908415132501027,0.0808105728746934
primary,0.6875,0.78125,0.01998915760106739,0.11443682675038064
parameter_ensemble_20bps,0.21875,0.5,0.012851871907630943,0.11063355963244854
primary,0.9375,0.75,0.0456247029451769,0.09649431458244055
parameter_ensemble_20bps,0.375,0.5,0.0379510460419195,0.09296410862262039
primary,0.90625,0.75,0.03468319699417875,0.10115892172768874
parameter_ensemble_20bps,0.375,0.53125,0.02756259056797994,0.09651173206284559
primary,0.59375,0.9375,0.06375199884325518,0.07987131255687484
parameter_ensemble_20bps,0.25,0.40625,0.06095054955158523,0.071610621671112
primary,0.71875,0.90625,0.0552907565591053,0.08588939437104143
parameter_ensemble_20bps,0.46875,0.40625,0.05375942316324084,0.0769513071924628
primary,0.78125,0.875,0.07731728704880397,0.06547561704582046
parameter_ensemble_20bps,0.53125,0.40625,0.07497312303043328,0.056512843973566235
primary,0.5,0.875,0.046193821114857696,0.09597819323711383
parameter_ensemble_20bps,0.28125,0.46875,0.042576722373892775,0.0891319713784796
primary,0.5,0.84375,0.06807298423370307,0.07564545177959475
parameter_ensemble_20bps,0.28125,0.46875,0.06371354037682309,0.06878932428382842
primary,0.65625,0.8125,0.06014018699820713,0.08201875048648584
parameter_ensemble_20bps,0.375,0.46875,0.056848767354398345,0.07437856086896744
primary,0.90625,0.78125,0.04424577698136643,0.09515385530525149
parameter_ensemble_20bps,0.46875,0.46875,0.03940104230185301,0.08927330125964938
primary,0.8125,0.71875,0.06736173831254973,0.07558390864200383
parameter_ensemble_20bps,0.46875,0.5,0.0619254211984006,0.06990720750243287
primary,0.875,0.625,0.05928508293719554,0.08206198619673863
parameter_ensemble_20bps,0.40625,0.3125,0.05483529636680884,0.07551939388506536
primary,0.84375,0.78125,0.04947421043999898,0.09152239542458884
parameter_ensemble_20bps,0.40625,0.5,0.0428101609479752,0.08691080572251439
primary,0.625,0.84375,0.062497466047279314,0.07968498288299533
parameter_ensemble_20bps,0.25,0.5,0.05615176375594515,0.07490212310421078
primary,0.6875,0.875,0.05371552842122842,0.08586535145793377
parameter_ensemble_20bps,0.25,0.5,0.04824324277283512,0.08014273319223217
primary,0.8125,0.84375,0.07765179766490736,0.06667066977094194
parameter_ensemble_20bps,0.4375,0.53125,0.07184070869412118,0.06130646033065967
primary,0.5,0.875,0.04325909896210882,0.09484179200816123
parameter_ensemble_20bps,0.21875,0.5,0.03565482211055708,0.09108913801664122
primary,0.59375,0.84375,0.06709632807087139,0.0756402763153977
parameter_ensemble_20bps,0.21875,0.53125,0.05917779898755301,0.07228575628216886
primary,0.75,0.8125,0.058974348519125995,0.08213969923927722
parameter_ensemble_20bps,0.25,0.53125,0.051716891681116726,0.07772978524414231
primary,0.8125,0.78125,0.04125069998800986,0.09451083544272773
parameter_ensemble_20bps,0.375,0.53125,0.03183245154218504,0.09153820554923149
primary,0.84375,0.75,0.06670572403483721,0.07598300556524204
parameter_ensemble_20bps,0.4375,0.5,0.057327168239367614,0.07352362092559568
primary,0.8125,0.71875,0.05858319572989515,0.08247434835956667
parameter_ensemble_20bps,0.375,0.34375,0.049616198457562016,0.07893494673369174
primary,0.875,0.78125,0.04704984028688725,0.09097745403058846
parameter_ensemble_20bps,0.3125,0.53125,0.03578170961599314,0.08928966048431505
primary,0.65625,0.90625,0.06730168864773024,0.07548407194762113
parameter_ensemble_20bps,0.34375,0.46875,0.06197562658026662,0.06964089393881047
primary,0.75,0.8125,0.08869417313005296,0.05461068131527323
parameter_ensemble_20bps,0.4375,0.5,0.08299674182357482,0.04909511474000363
primary,0.78125,0.8125,0.08334515838325172,0.0629677068138625
parameter_ensemble_20bps,0.46875,0.46875,0.07873063177651657,0.05665286396836929
primary,0.59375,0.875,0.071845501042308,0.07140309078259466
parameter_ensemble_20bps,0.25,0.46875,0.06495380095387981,0.06698659326977605
primary,0.84375,0.75,0.07203123357087565,0.07206776989245371
parameter_ensemble_20bps,0.40625,0.46875,0.06373177178123453,0.06859788832480786
primary,0.78125,0.84375,0.074877226949148,0.0682797681151127
parameter_ensemble_20bps,0.46875,0.4375,0.07109545669858058,0.06040916949566163
primary,0.90625,0.5625,0.07439030573141113,0.06842633905374326
parameter_ensemble_20bps,0.46875,0.25,0.0696433822452608,0.061927967320164534
