,TOP20_MOM_top8_biweekly__bull_only__NO_STOP,TOP20_MOM_top8_biweekly__bull_only__BTC_LT_14D,TOP20_MOM_top8_biweekly__bull_only__BTC_LT_14D_CONFIRM2,TOP20_MOM_top8_biweekly__bull_only__BTC_LT_20DMA
2021-06-13,100000.0,100000.0,100000.0,100000.0
2021-06-14,100000.0,100000.0,100000.0,100000.0
2021-06-15,100000.0,100000.0,100000.0,100000.0
2021-06-16,100000.0,100000.0,100000.0,100000.0
2021-06-17,100000.0,100000.0,100000.0,100000.0
2021-06-18,100000.0,100000.0,100000.0,100000.0
2021-06-19,100000.0,100000.0,100000.0,100000.0
2021-06-20,100000.0,100000.0,100000.0,100000.0
2021-06-21,100000.0,100000.0,100000.0,100000.0
2021-06-22,100000.0,100000.0,100000.0,100000.0
2021-06-23,100000.0,100000.0,100000.0,100000.0
2021-06-24,100000.0,100000.0,100000.0,100000.0
2021-06-25,100000.0,100000.0,100000.0,100000.0
2021-06-26,100000.0,100000.0,100000.0,100000.0
2021-06-27,100000.0,100000.0,100000.0,100000.0
2021-06-28,100000.0,100000.0,100000.0,100000.0
2021-06-29,100000.0,100000.0,100000.0,100000.0
2021-06-30,100000.0,100000.0,100000.0,100000.0
2021-07-01,100000.0,100000.0,100000.0,100000.0
2021-07-02,100000.0,100000.0,100000.0,100000.0
2021-07-03,100000.0,100000.0,100000.0,100000.0
2021-07-04,100000.0,100000.0,100000.0,100000.0
2021-07-05,100000.0,100000.0,100000.0,100000.0
2021-07-06,100000.0,100000.0,100000.0,100000.0
2021-07-07,100000.0,100000.0,100000.0,100000.0
2021-07-08,100000.0,100000.0,100000.0,100000.0
2021-07-09,100000.0,100000.0,100000.0,100000.0
2021-07-10,100000.0,100000.0,100000.0,100000.0
2021-07-11,100000.0,100000.0,100000.0,100000.0
2021-07-12,100000.0,100000.0,100000.0,100000.0
2021-07-13,100000.0,100000.0,100000.0,100000.0
2021-07-14,100000.0,100000.0,100000.0,100000.0
2021-07-15,100000.0,100000.0,100000.0,100000.0
2021-07-16,100000.0,100000.0,100000.0,100000.0
2021-07-17,100000.0,100000.0,100000.0,100000.0
2021-07-18,100000.0,100000.0,100000.0,100000.0
2021-07-19,100000.0,100000.0,100000.0,100000.0
2021-07-20,100000.0,100000.0,100000.0,100000.0
2021-07-21,100000.0,100000.0,100000.0,100000.0
2021-07-22,100000.0,100000.0,100000.0,100000.0
2021-07-23,100000.0,100000.0,100000.0,100000.0
2021-07-24,100000.0,100000.0,100000.0,100000.0
2021-07-25,100000.0,100000.0,100000.0,100000.0
2021-07-26,100000.0,100000.0,100000.0,100000.0
2021-07-27,100000.0,100000.0,100000.0,100000.0
2021-07-28,100000.0,100000.0,100000.0,100000.0
2021-07-29,100000.0,100000.0,100000.0,100000.0
2021-07-30,100000.0,100000.0,100000.0,100000.0
2021-07-31,100000.0,100000.0,100000.0,100000.0
2021-08-01,100000.0,100000.0,100000.0,100000.0
2021-08-02,100000.0,100000.0,100000.0,100000.0
2021-08-03,100000.0,100000.0,100000.0,100000.0
2021-08-04,100000.0,100000.0,100000.0,100000.0
2021-08-05,100000.0,100000.0,100000.0,100000.0
2021-08-06,100000.0,100000.0,100000.0,100000.0
2021-08-07,100000.0,100000.0,100000.0,100000.0
2021-08-08,100000.0,100000.0,100000.0,100000.0
2021-08-09,100000.0,100000.0,100000.0,100000.0
2021-08-10,100000.0,100000.0,100000.0,100000.0
2021-08-11,100000.0,100000.0,100000.0,100000.0
2021-08-12,100000.0,100000.0,100000.0,100000.0
2021-08-13,100000.0,100000.0,100000.0,100000.0
2021-08-14,100000.0,100000.0,100000.0,100000.0
2021-08-15,100000.0,100000.0,100000.0,100000.0
2021-08-16,100000.0,100000.0,100000.0,100000.0
2021-08-17,100000.0,100000.0,100000.0,100000.0
2021-08-18,100000.0,100000.0,100000.0,100000.0
2021-08-19,100000.0,100000.0,100000.0,100000.0
2021-08-20,100000.0,100000.0,100000.0,100000.0
2021-08-21,100000.0,100000.0,100000.0,100000.0
2021-08-22,100000.0,100000.0,100000.0,100000.0
2021-08-23,100000.0,100000.0,100000.0,100000.0
2021-08-24,100000.0,100000.0,100000.0,100000.0
2021-08-25,100000.0,100000.0,100000.0,100000.0
2021-08-26,100000.0,100000.0,100000.0,100000.0
2021-08-27,100000.0,100000.0,100000.0,100000.0
2021-08-28,100000.0,100000.0,100000.0,100000.0
2021-08-29,100000.0,100000.0,100000.0,100000.0
2021-08-30,100000.0,100000.0,100000.0,100000.0
2021-08-31,100000.0,100000.0,100000.0,100000.0
2021-09-01,100000.0,100000.0,100000.0,100000.0
2021-09-02,100000.0,100000.0,100000.0,100000.0
2021-09-03,100000.0,100000.0,100000.0,100000.0
2021-09-04,100000.0,100000.0,100000.0,100000.0
2021-09-05,100000.0,100000.0,100000.0,100000.0
2021-09-06,100000.0,100000.0,100000.0,100000.0
2021-09-07,100000.0,100000.0,100000.0,100000.0
2021-09-08,100000.0,100000.0,100000.0,100000.0
2021-09-09,100000.0,100000.0,100000.0,100000.0
2021-09-10,100000.0,100000.0,100000.0,100000.0
2021-09-11,100000.0,100000.0,100000.0,100000.0
2021-09-12,100000.0,100000.0,100000.0,100000.0
2021-09-13,100000.0,100000.0,100000.0,100000.0
2021-09-14,100000.0,100000.0,100000.0,100000.0
2021-09-15,100000.0,100000.0,100000.0,100000.0
2021-09-16,100000.0,100000.0,100000.0,100000.0
2021-09-17,100000.0,100000.0,100000.0,100000.0
2021-09-18,100000.0,100000.0,100000.0,100000.0
2021-09-19,100000.0,100000.0,100000.0,100000.0
2021-09-20,100000.0,100000.0,100000.0,100000.0
2021-09-21,100000.0,100000.0,100000.0,100000.0
2021-09-22,100000.0,100000.0,100000.0,100000.0
2021-09-23,100000.0,100000.0,100000.0,100000.0
2021-09-24,100000.0,100000.0,100000.0,100000.0
2021-09-25,100000.0,100000.0,100000.0,100000.0
2021-09-26,100000.0,100000.0,100000.0,100000.0
2021-09-27,100000.0,100000.0,100000.0,100000.0
2021-09-28,100000.0,100000.0,100000.0,100000.0
2021-09-29,100000.0,100000.0,100000.0,100000.0
2021-09-30,100000.0,100000.0,100000.0,100000.0
2021-10-01,100000.0,100000.0,100000.0,100000.0
2021-10-02,100000.0,100000.0,100000.0,100000.0
2021-10-03,100000.0,100000.0,100000.0,100000.0
2021-10-04,100000.0,100000.0,100000.0,100000.0
2021-10-05,100000.0,100000.0,100000.0,100000.0
2021-10-06,100000.0,100000.0,100000.0,100000.0
2021-10-07,100000.0,100000.0,100000.0,100000.0
2021-10-08,100000.0,100000.0,100000.0,100000.0
2021-10-09,100000.0,100000.0,100000.0,100000.0
2021-10-10,100000.0,100000.0,100000.0,100000.0
2021-10-11,100000.0,100000.0,100000.0,100000.0
2021-10-12,100000.0,100000.0,100000.0,100000.0
2021-10-13,100000.0,100000.0,100000.0,100000.0
2021-10-14,100000.0,100000.0,100000.0,100000.0
2021-10-15,100000.0,100000.0,100000.0,100000.0
2021-10-16,100000.0,100000.0,100000.0,100000.0
2021-10-17,100000.0,100000.0,100000.0,100000.0
2021-10-18,100000.0,100000.0,100000.0,100000.0
2021-10-19,100000.0,100000.0,100000.0,100000.0
2021-10-20,100000.0,100000.0,100000.0,100000.0
2021-10-21,100000.0,100000.0,100000.0,100000.0
2021-10-22,100000.0,100000.0,100000.0,100000.0
2021-10-23,100000.0,100000.0,100000.0,100000.0
2021-10-24,100000.0,100000.0,100000.0,100000.0
2021-10-25,100000.0,100000.0,100000.0,100000.0
2021-10-26,100000.0,100000.0,100000.0,100000.0
2021-10-27,100000.0,100000.0,100000.0,100000.0
2021-10-28,100000.0,100000.0,100000.0,100000.0
2021-10-29,100000.0,100000.0,100000.0,100000.0
2021-10-30,100000.0,100000.0,100000.0,100000.0
2021-10-31,100000.0,100000.0,100000.0,100000.0
2021-11-01,100000.0,100000.0,100000.0,100000.0
2021-11-02,100000.0,100000.0,100000.0,100000.0
2021-11-03,100000.0,100000.0,100000.0,100000.0
2021-11-04,100000.0,100000.0,100000.0,100000.0
2021-11-05,101733.33432494238,100000.0,100000.0,100000.0
2021-11-06,103094.3494395274,100000.0,100000.0,100000.0
2021-11-07,105079.30982140468,100000.0,100000.0,100000.0
2021-11-08,106782.75081766087,100000.0,100000.0,100000.0
2021-11-09,104874.70301831272,100000.0,100000.0,100000.0
2021-11-10,99601.66095858558,100000.0,100000.0,100000.0
2021-11-11,103228.93703479912,100000.0,100000.0,100000.0
2021-11-12,101038.32683067585,100000.0,100000.0,100000.0
2021-11-13,103432.0087649985,100000.0,100000.0,100000.0
2021-11-14,102103.03514310754,100000.0,100000.0,100000.0
2021-11-15,100091.4542049664,100000.0,100000.0,100000.0
2021-11-16,93591.989822821,100000.0,100000.0,100000.0
2021-11-17,95655.3710397259,100000.0,100000.0,100000.0
2021-11-18,89760.688039276,100000.0,100000.0,100000.0
2021-11-19,89581.16666319745,100000.0,100000.0,100000.0
2021-11-20,89581.16666319745,100000.0,100000.0,100000.0
2021-11-21,89581.16666319745,100000.0,100000.0,100000.0
2021-11-22,89581.16666319745,100000.0,100000.0,100000.0
2021-11-23,89581.16666319745,100000.0,100000.0,100000.0
2021-11-24,89581.16666319745,100000.0,100000.0,100000.0
2021-11-25,89581.16666319745,100000.0,100000.0,100000.0
2021-11-26,89581.16666319745,100000.0,100000.0,100000.0
2021-11-27,89581.16666319745,100000.0,100000.0,100000.0
2021-11-28,89581.16666319745,100000.0,100000.0,100000.0
2021-11-29,89581.16666319745,100000.0,100000.0,100000.0
2021-11-30,89581.16666319745,100000.0,100000.0,100000.0
2021-12-01,89581.16666319745,100000.0,100000.0,100000.0
2021-12-02,89581.16666319745,100000.0,100000.0,100000.0
2021-12-03,89581.16666319745,100000.0,100000.0,100000.0
2021-12-04,89581.16666319745,100000.0,100000.0,100000.0
2021-12-05,89581.16666319745,100000.0,100000.0,100000.0
2021-12-06,89581.16666319745,100000.0,100000.0,100000.0
2021-12-07,89581.16666319745,100000.0,100000.0,100000.0
2021-12-08,89581.16666319745,100000.0,100000.0,100000.0
2021-12-09,89581.16666319745,100000.0,100000.0,100000.0
2021-12-10,89581.16666319745,100000.0,100000.0,100000.0
2021-12-11,89581.16666319745,100000.0,100000.0,100000.0
2021-12-12,89581.16666319745,100000.0,100000.0,100000.0
2021-12-13,89581.16666319745,100000.0,100000.0,100000.0
2021-12-14,89581.16666319745,100000.0,100000.0,100000.0
2021-12-15,89581.16666319745,100000.0,100000.0,100000.0
2021-12-16,89581.16666319745,100000.0,100000.0,100000.0
2021-12-17,89581.16666319745,100000.0,100000.0,100000.0
2021-12-18,89581.16666319745,100000.0,100000.0,100000.0
2021-12-19,89581.16666319745,100000.0,100000.0,100000.0
2021-12-20,89581.16666319745,100000.0,100000.0,100000.0
2021-12-21,89581.16666319745,100000.0,100000.0,100000.0
2021-12-22,89581.16666319745,100000.0,100000.0,100000.0
2021-12-23,89581.16666319745,100000.0,100000.0,100000.0
2021-12-24,89581.16666319745,100000.0,100000.0,100000.0
2021-12-25,89581.16666319745,100000.0,100000.0,100000.0
2021-12-26,89581.16666319745,100000.0,100000.0,100000.0
2021-12-27,89581.16666319745,100000.0,100000.0,100000.0
2021-12-28,89581.16666319745,100000.0,100000.0,100000.0
2021-12-29,89581.16666319745,100000.0,100000.0,100000.0
2021-12-30,89581.16666319745,100000.0,100000.0,100000.0
2021-12-31,89581.16666319745,100000.0,100000.0,100000.0
2022-01-01,89581.16666319745,100000.0,100000.0,100000.0
2022-01-02,89581.16666319745,100000.0,100000.0,100000.0
2022-01-03,89581.16666319745,100000.0,100000.0,100000.0
2022-01-04,89581.16666319745,100000.0,100000.0,100000.0
2022-01-05,89581.16666319745,100000.0,100000.0,100000.0
2022-01-06,89581.16666319745,100000.0,100000.0,100000.0
2022-01-07,89581.16666319745,100000.0,100000.0,100000.0
2022-01-08,89581.16666319745,100000.0,100000.0,100000.0
2022-01-09,89581.16666319745,100000.0,100000.0,100000.0
2022-01-10,89581.16666319745,100000.0,100000.0,100000.0
2022-01-11,89581.16666319745,100000.0,100000.0,100000.0
2022-01-12,89581.16666319745,100000.0,100000.0,100000.0
2022-01-13,89581.16666319745,100000.0,100000.0,100000.0
2022-01-14,89581.16666319745,100000.0,100000.0,100000.0
2022-01-15,89581.16666319745,100000.0,100000.0,100000.0
2022-01-16,89581.16666319745,100000.0,100000.0,100000.0
2022-01-17,89581.16666319745,100000.0,100000.0,100000.0
2022-01-18,89581.16666319745,100000.0,100000.0,100000.0
2022-01-19,89581.16666319745,100000.0,100000.0,100000.0
2022-01-20,89581.16666319745,100000.0,100000.0,100000.0
2022-01-21,89581.16666319745,100000.0,100000.0,100000.0
2022-01-22,89581.16666319745,100000.0,100000.0,100000.0
2022-01-23,89581.16666319745,100000.0,100000.0,100000.0
2022-01-24,89581.16666319745,100000.0,100000.0,100000.0
2022-01-25,89581.16666319745,100000.0,100000.0,100000.0
2022-01-26,89581.16666319745,100000.0,100000.0,100000.0
2022-01-27,89581.16666319745,100000.0,100000.0,100000.0
2022-01-28,89581.16666319745,100000.0,100000.0,100000.0
2022-01-29,89581.16666319745,100000.0,100000.0,100000.0
2022-01-30,89581.16666319745,100000.0,100000.0,100000.0
2022-01-31,89581.16666319745,100000.0,100000.0,100000.0
2022-02-01,89581.16666319745,100000.0,100000.0,100000.0
2022-02-02,89581.16666319745,100000.0,100000.0,100000.0
2022-02-03,89581.16666319745,100000.0,100000.0,100000.0
2022-02-04,89581.16666319745,100000.0,100000.0,100000.0
2022-02-05,89581.16666319745,100000.0,100000.0,100000.0
2022-02-06,89581.16666319745,100000.0,100000.0,100000.0
2022-02-07,89581.16666319745,100000.0,100000.0,100000.0
2022-02-08,89581.16666319745,100000.0,100000.0,100000.0
2022-02-09,89581.16666319745,100000.0,100000.0,100000.0
2022-02-10,89581.16666319745,100000.0,100000.0,100000.0
2022-02-11,89581.16666319745,100000.0,100000.0,100000.0
2022-02-12,89581.16666319745,100000.0,100000.0,100000.0
2022-02-13,89581.16666319745,100000.0,100000.0,100000.0
2022-02-14,89581.16666319745,100000.0,100000.0,100000.0
2022-02-15,89581.16666319745,100000.0,100000.0,100000.0
2022-02-16,89581.16666319745,100000.0,100000.0,100000.0
2022-02-17,89581.16666319745,100000.0,100000.0,100000.0
2022-02-18,89581.16666319745,100000.0,100000.0,100000.0
2022-02-19,89581.16666319745,100000.0,100000.0,100000.0
2022-02-20,89581.16666319745,100000.0,100000.0,100000.0
2022-02-21,89581.16666319745,100000.0,100000.0,100000.0
2022-02-22,89581.16666319745,100000.0,100000.0,100000.0
2022-02-23,89581.16666319745,100000.0,100000.0,100000.0
2022-02-24,89581.16666319745,100000.0,100000.0,100000.0
2022-02-25,89581.16666319745,100000.0,100000.0,100000.0
2022-02-26,89581.16666319745,100000.0,100000.0,100000.0
2022-02-27,89581.16666319745,100000.0,100000.0,100000.0
2022-02-28,89581.16666319745,100000.0,100000.0,100000.0
2022-03-01,89581.16666319745,100000.0,100000.0,100000.0
2022-03-02,89581.16666319745,100000.0,100000.0,100000.0
2022-03-03,89581.16666319745,100000.0,100000.0,100000.0
2022-03-04,89581.16666319745,100000.0,100000.0,100000.0
2022-03-05,89581.16666319745,100000.0,100000.0,100000.0
2022-03-06,89581.16666319745,100000.0,100000.0,100000.0
2022-03-07,89581.16666319745,100000.0,100000.0,100000.0
2022-03-08,89581.16666319745,100000.0,100000.0,100000.0
2022-03-09,89581.16666319745,100000.0,100000.0,100000.0
2022-03-10,89581.16666319745,100000.0,100000.0,100000.0
2022-03-11,89581.16666319745,100000.0,100000.0,100000.0
2022-03-12,89581.16666319745,100000.0,100000.0,100000.0
2022-03-13,89581.16666319745,100000.0,100000.0,100000.0
2022-03-14,89581.16666319745,100000.0,100000.0,100000.0
2022-03-15,89581.16666319745,100000.0,100000.0,100000.0
2022-03-16,89581.16666319745,100000.0,100000.0,100000.0
2022-03-17,89581.16666319745,100000.0,100000.0,100000.0
2022-03-18,89581.16666319745,100000.0,100000.0,100000.0
2022-03-19,89581.16666319745,100000.0,100000.0,100000.0
2022-03-20,89581.16666319745,100000.0,100000.0,100000.0
2022-03-21,89581.16666319745,100000.0,100000.0,100000.0
2022-03-22,89581.16666319745,100000.0,100000.0,100000.0
2022-03-23,89581.16666319745,100000.0,100000.0,100000.0
2022-03-24,89581.16666319745,100000.0,100000.0,100000.0
2022-03-25,88318.83213910648,98590.8483098495,98590.8483098495,98590.8483098495
2022-03-26,88219.82520788122,98480.3262716654,98480.3262716654,98480.3262716654
2022-03-27,91878.20120178547,102564.19359576359,102564.19359576359,102564.19359576359
2022-03-28,92602.7730394536,103373.03753546393,103373.03753546393,103373.03753546393
2022-03-29,94715.44894345467,105731.43046859482,105731.43046859482,105731.43046859482
2022-03-30,94779.55118183744,105802.9881863278,105802.9881863278,105802.9881863278
2022-03-31,90692.73305307345,101240.84830693842,101240.84830693842,101240.84830693842
2022-04-01,93681.57362593438,104577.30917722182,104577.30917722182,104577.30917722182
2022-04-02,92840.8822170305,103638.84025543979,103638.84025543979,103638.84025543979
2022-04-03,97042.89340528283,108329.57084622438,108329.57084622438,108329.57084622438
2022-04-04,95677.97463305229,106805.9037373082,106805.9037373082,106805.9037373082
2022-04-05,91473.07448414277,102111.94818220934,102111.94818220934,102111.94818220934
2022-04-06,83107.73397683601,92773.6678059799,92773.6678059799,92773.6678059799
2022-04-07,88288.65901736362,98557.16587093208,98557.16587093208,92588.12047036794
2022-04-08,84120.03326622317,98360.05153919022,93903.70364620638,92588.12047036794
2022-04-09,86627.67431612339,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-10,83282.47431542074,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-11,76663.04699260928,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-12,79303.5238493941,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-13,81346.86346934487,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-14,78541.39751840117,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-15,79364.1450448287,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-16,79645.24747635503,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-17,77568.77777672125,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-18,80053.1373031412,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-19,83291.89312657404,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-20,82928.59309678953,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-21,80154.9865194891,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-22,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-23,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-24,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-25,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-26,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-27,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-28,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-29,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-04-30,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-01,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-02,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-03,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-04,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-05,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-06,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-07,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-08,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-09,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-10,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-11,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-12,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-13,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-14,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-15,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-16,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-17,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-18,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-19,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-20,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-21,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-22,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-23,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-24,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-25,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-26,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-27,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-28,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-29,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-30,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-05-31,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-01,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-02,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-03,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-04,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-05,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-06,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-07,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-08,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-09,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-10,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-11,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-12,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-13,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-14,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-15,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-16,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-17,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-18,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-19,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-20,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-21,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-22,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-23,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-24,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-25,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-26,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-27,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-28,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-29,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-06-30,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-01,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-02,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-03,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-04,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-05,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-06,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-07,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-08,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
2022-07-09,79994.67654645012,98360.05153919022,93715.89623891398,92588.12047036794
