tranches,shift_days,offsets,cost_bps,multiple,cagr,sharpe,max_drawdown
3,15,"15,1,8",2.0,2.8639702563694485,0.24953369545489812,0.7488721340344939,-0.4523763527349969
3,16,"16,2,9",2.0,3.5475739303339378,0.30746419152417714,0.8278411114840986,-0.47140731224521804
3,17,"17,3,10",2.0,6.714482145171513,0.49655457384718416,1.0884411823395517,-0.4457655630851741
3,18,"18,4,11",2.0,8.510700942861165,0.5735821175391322,1.2735288724749443,-0.41285971814531286
3,19,"19,5,12",2.0,5.599962032515289,0.4401358255307626,1.075285012896822,-0.46919505091689595
3,20,"20,6,13",2.0,11.203498605019243,0.6678843898641382,1.3843371696230276,-0.3190892310179996
7,0,"0,3,6,9,12,15,18",2.0,8.719123251613249,0.5816632519842933,1.2646240676358296,-0.3286980532249296
7,1,"1,4,7,10,13,16,19",2.0,4.774193155789691,0.3923057790608553,1.0593013989358957,-0.3775014133302349
7,2,"2,5,8,11,14,17,20",2.0,5.835041974463957,0.45272859888802275,1.127819865821208,-0.3272351558951516
7,3,"3,6,9,12,15,18,0",2.0,8.719123251613249,0.5816632519842933,1.2646240676358296,-0.3286980532249296
7,4,"4,7,10,13,16,19,1",2.0,4.774193155789691,0.3923057790608553,1.0593013989358957,-0.3775014133302349
7,5,"5,8,11,14,17,20,2",2.0,5.835041974463957,0.45272859888802275,1.127819865821208,-0.3272351558951516
7,6,"6,9,12,15,18,0,3",2.0,8.719123251613249,0.5816632519842933,1.2646240676358296,-0.3286980532249296
7,7,"7,10,13,16,19,1,4",2.0,4.774193155789691,0.3923057790608553,1.0593013989358957,-0.3775014133302349
7,8,"8,11,14,17,20,2,5",2.0,5.835041974463957,0.45272859888802275,1.127819865821208,-0.3272351558951516
7,9,"9,12,15,18,0,3,6",2.0,8.719123251613249,0.5816632519842933,1.2646240676358296,-0.3286980532249296
7,10,"10,13,16,19,1,4,7",2.0,4.774193155789691,0.3923057790608553,1.0593013989358957,-0.3775014133302349
7,11,"11,14,17,20,2,5,8",2.0,5.835041974463957,0.45272859888802275,1.127819865821208,-0.3272351558951516
7,12,"12,15,18,0,3,6,9",2.0,8.719123251613249,0.5816632519842933,1.2646240676358296,-0.3286980532249296
