train_start,train_end,test_start,test_end,selected_candidate,previous_candidate,switched,train_metric,train_c7_tv0.5_vw60_own75_btc_ma100_20bps,train_c7_tv0.6_vw60_own75_btc_ma100_20bps,train_c7_tv0.7_vw60_own75_btc_ma100_20bps,train_c7_tv0.8_vw60_own75_btc_ma100_20bps,train_c14_tv0.5_vw60_own75_btc_ma100_20bps,train_c14_tv0.6_vw60_own75_btc_ma100_20bps,train_c14_tv0.7_vw60_own75_btc_ma100_20bps,train_c14_tv0.8_vw60_own75_btc_ma100_20bps,switch_cost_bps
2024-06-19,2025-06-18,2025-06-19,2025-09-16,c14_tv0.8_vw60_own75_btc_ma100_20bps,c14_tv0.7_vw60_own75_btc_ma100_20bps,True,2.049074670507687,1.787294410926389,1.8879802704211182,1.9396994394350813,1.913783980974904,1.8343631943812562,1.9572184764700833,2.0473899850922925,2.049074670507687,0.0
2024-09-17,2025-09-16,2025-09-17,2025-12-15,c14_tv0.8_vw60_own75_btc_ma100_20bps,c14_tv0.8_vw60_own75_btc_ma100_20bps,False,2.5876431042418737,2.2311180506397297,2.452365697270121,2.5752201423569465,2.5709561604735622,2.2119152493153407,2.441981380399282,2.582015653707297,2.5876431042418737,0.0
2024-12-16,2025-12-15,2025-12-16,2026-03-15,c14_tv0.5_vw60_own75_btc_ma100_20bps,c14_tv0.8_vw60_own75_btc_ma100_20bps,True,0.9727112212078897,0.9714135995977973,0.9158581446751961,0.8550251553138057,0.7924786947537978,0.9727112212078897,0.943176641922208,0.8997378576931886,0.8530906924049421,0.0
2025-03-16,2026-03-15,2026-03-16,2026-06-13,c7_tv0.6_vw60_own75_btc_ma100_20bps,c14_tv0.5_vw60_own75_btc_ma100_20bps,True,1.3356509831519563,1.3296404876038586,1.3356509831519563,1.3302732754777997,1.3166280345648511,1.2077703420763575,1.2242239691732417,1.2209464333803866,1.2110336216525033,0.0
2025-06-14,2026-06-13,2026-06-14,2026-09-11,c7_tv0.7_vw60_own75_btc_ma100_20bps,c7_tv0.6_vw60_own75_btc_ma100_20bps,True,1.199141154809652,1.1772474237929198,1.1920043418402377,1.199141154809652,1.174184712614065,1.141570720602644,1.1604581515450547,1.1597919287613108,1.1363477225821912,0.0
2025-09-12,2026-09-11,2026-09-12,2026-09-21,c7_tv0.7_vw60_own75_btc_ma100_20bps,c7_tv0.7_vw60_own75_btc_ma100_20bps,False,1.1449548597990038,1.1208411087743277,1.1259879735532108,1.1449548597990038,1.144376019671845,1.0937874059942136,1.1058678588751227,1.1214221717573778,1.1225034112356609,0.0
2022-01-01,2022-12-31,2023-01-01,2023-03-31,c14_tv0.5_vw60_own75_btc_ma100_20bps,,False,0.8641670741211532,0.8379639063737266,0.8104665484423059,0.7944762893243724,0.7818174303811444,0.8641670741211532,0.8403570350698704,0.8225153096606991,0.8064312373508925,40.0
2022-04-01,2023-03-31,2023-04-01,2023-06-29,c14_tv0.5_vw60_own75_btc_ma100_20bps,c14_tv0.5_vw60_own75_btc_ma100_20bps,False,0.8708477811900402,0.7696076542301247,0.7457651013078691,0.7307444815407085,0.7146919379960289,0.8708477811900402,0.8478233007119346,0.8289571894758515,0.8104371365991416,40.0
2022-06-30,2023-06-29,2023-06-30,2023-09-27,c14_tv0.5_vw60_own75_btc_ma100_20bps,c14_tv0.5_vw60_own75_btc_ma100_20bps,False,1.0488552545040315,0.9939071493906504,0.9817136031355487,0.976664404839865,0.9727917091497507,1.0488552545040315,1.0440489417382854,1.0434122559180863,1.0435900533899392,40.0
2022-09-28,2023-09-27,2023-09-28,2023-12-26,c14_tv0.5_vw60_own75_btc_ma100_20bps,c14_tv0.5_vw60_own75_btc_ma100_20bps,False,0.9915785501755362,0.9368697585182277,0.9149222283172814,0.9082578427836069,0.902984461910273,0.9915785501755362,0.9588533425516691,0.9373709850256422,0.9253164743209674,40.0
2022-12-27,2023-12-26,2023-12-27,2024-03-25,c14_tv0.8_vw60_own75_btc_ma100_20bps,c14_tv0.5_vw60_own75_btc_ma100_20bps,True,1.7729983237367906,1.4591049163972143,1.5321739129458303,1.5955185871967095,1.621545008997853,1.6195421248346644,1.684241029660301,1.7450429754349726,1.7729983237367906,40.0
2023-03-27,2024-03-25,2024-03-26,2024-06-23,c7_tv0.8_vw60_own75_btc_ma100_20bps,c14_tv0.8_vw60_own75_btc_ma100_20bps,True,2.7443704793669825,2.276279458548134,2.4871722710623456,2.6370689484738863,2.7443704793669825,2.0052096211308923,2.1299584897244257,2.229549649885311,2.289439845433015,40.0
2023-06-25,2024-06-23,2024-06-24,2024-09-21,c7_tv0.8_vw60_own75_btc_ma100_20bps,c7_tv0.8_vw60_own75_btc_ma100_20bps,False,2.012182149637121,1.7069503203497673,1.8467247741255257,1.9526354057499142,2.012182149637121,1.5993391619547477,1.6561360522033926,1.6921727507009316,1.6884956831857703,40.0
2023-09-23,2024-09-21,2024-09-22,2024-12-20,c7_tv0.8_vw60_own75_btc_ma100_20bps,c7_tv0.8_vw60_own75_btc_ma100_20bps,False,1.5688985812173668,1.4600008594776892,1.535191123803372,1.56836294555881,1.5688985812173668,1.4501029530763678,1.5012119266826298,1.5306341614661567,1.5176163807992644,40.0
2023-12-22,2024-12-20,2024-12-21,2025-03-20,c7_tv0.8_vw60_own75_btc_ma100_20bps,c7_tv0.8_vw60_own75_btc_ma100_20bps,False,2.716104633246118,2.1467138261346794,2.4122890875146616,2.610065102245809,2.716104633246118,1.8518517516227913,1.9899134520158692,2.081316374669458,2.0788440820902148,40.0
2024-03-21,2025-03-20,2025-03-21,2025-06-18,c14_tv0.7_vw60_own75_btc_ma100_20bps,c7_tv0.8_vw60_own75_btc_ma100_20bps,True,1.4573790904990742,1.2826378297569154,1.3411512387301705,1.373758874460403,1.3538010373633147,1.3781093863504212,1.4289419134474288,1.4573790904990742,1.4189352872257583,40.0
2024-06-19,2025-06-18,2025-06-19,2025-09-16,c14_tv0.8_vw60_own75_btc_ma100_20bps,c14_tv0.7_vw60_own75_btc_ma100_20bps,True,2.049074670507687,1.787294410926389,1.8879802704211182,1.9396994394350813,1.913783980974904,1.8343631943812562,1.9572184764700833,2.0473899850922925,2.049074670507687,40.0
2024-09-17,2025-09-16,2025-09-17,2025-12-15,c14_tv0.8_vw60_own75_btc_ma100_20bps,c14_tv0.8_vw60_own75_btc_ma100_20bps,False,2.5876431042418737,2.2311180506397297,2.452365697270121,2.5752201423569465,2.5709561604735622,2.2119152493153407,2.441981380399282,2.582015653707297,2.5876431042418737,40.0
2024-12-16,2025-12-15,2025-12-16,2026-03-15,c14_tv0.5_vw60_own75_btc_ma100_20bps,c14_tv0.8_vw60_own75_btc_ma100_20bps,True,0.9727112212078897,0.9714135995977973,0.9158581446751961,0.8550251553138057,0.7924786947537978,0.9727112212078897,0.943176641922208,0.8997378576931886,0.8530906924049421,40.0
2025-03-16,2026-03-15,2026-03-16,2026-06-13,c7_tv0.6_vw60_own75_btc_ma100_20bps,c14_tv0.5_vw60_own75_btc_ma100_20bps,True,1.3356509831519563,1.3296404876038586,1.3356509831519563,1.3302732754777997,1.3166280345648511,1.2077703420763575,1.2242239691732417,1.2209464333803866,1.2110336216525033,40.0
2025-06-14,2026-06-13,2026-06-14,2026-09-11,c7_tv0.7_vw60_own75_btc_ma100_20bps,c7_tv0.6_vw60_own75_btc_ma100_20bps,True,1.199141154809652,1.1772474237929198,1.1920043418402377,1.199141154809652,1.174184712614065,1.141570720602644,1.1604581515450547,1.1597919287613108,1.1363477225821912,40.0
2025-09-12,2026-09-11,2026-09-12,2026-09-21,c7_tv0.7_vw60_own75_btc_ma100_20bps,c7_tv0.7_vw60_own75_btc_ma100_20bps,False,1.1449548597990038,1.1208411087743277,1.1259879735532108,1.1449548597990038,1.144376019671845,1.0937874059942136,1.1058678588751227,1.1214221717573778,1.1225034112356609,40.0
