,BTC_BH__always_on,ETH_BH__always_on,TOP20_EQ__always_on,TOP20_MOM_top4_monthly__always_on,TOP20_MOM_top4_biweekly__always_on,TOP20_MOM_top6_monthly__always_on,TOP20_MOM_top6_biweekly__always_on,TOP20_MOM_top8_monthly__always_on,TOP20_MOM_top8_biweekly__always_on,TOP20_SECTOR_top2_monthly__always_on,TOP20_SECTOR_top2_biweekly__always_on,TOP20_SECTOR_top3_monthly__always_on,TOP20_SECTOR_top3_biweekly__always_on,TOP20_SECTOR_top4_monthly__always_on,TOP20_SECTOR_top4_biweekly__always_on,BTC_BH__bull_only,ETH_BH__bull_only,TOP20_EQ__bull_only,TOP20_MOM_top4_monthly__bull_only,TOP20_MOM_top4_biweekly__bull_only,TOP20_MOM_top6_monthly__bull_only,TOP20_MOM_top6_biweekly__bull_only,TOP20_MOM_top8_monthly__bull_only,TOP20_MOM_top8_biweekly__bull_only,TOP20_SECTOR_top2_monthly__bull_only,TOP20_SECTOR_top2_biweekly__bull_only,TOP20_SECTOR_top3_monthly__bull_only,TOP20_SECTOR_top3_biweekly__bull_only,TOP20_SECTOR_top4_monthly__bull_only,TOP20_SECTOR_top4_biweekly__bull_only
2023-05-09,160961.9287568428,142496.229882927,99812.49691257646,90622.73784969203,94396.46167201681,102097.43139067672,90136.48075745425,99812.49691257646,91891.22888857673,106448.00236573264,105786.43192581342,96798.81141137397,91647.71561291948,105580.0252289444,90624.6091908907,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-10,160662.5697529768,142011.4570784294,100758.6925428145,92001.60072104953,96021.6442168673,103065.28758532737,91049.40144518563,100758.6925428145,92740.49986621767,107100.78243983106,106581.41618481948,97136.27330856492,92484.95617837681,105948.10036436949,90980.3014356184,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-11,156957.74040268385,138380.67062057875,97598.68806190904,88523.13692016363,92250.42919426727,99832.94343341161,88222.44695468462,97598.68806190904,90386.70814652338,103888.17224717219,103272.11623433801,94693.17560778503,89736.68477863458,103283.3742884581,88787.34860694538,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-12,155884.68840222937,139364.85960522643,99786.98828900694,90845.078954245,94885.59454274668,102071.33881684761,90348.43929285495,99786.98828900694,92000.11939005415,104551.74578633108,104107.34700604838,95924.36476517515,90979.3137250163,104626.25216478271,89897.7069971126,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-13,155778.79626041895,138424.60074753637,99413.4236513738,90555.17947103978,94591.98872173115,101689.22243723096,89858.09965162315,99413.4236513738,91490.35152777056,104365.25490333597,103925.08720766068,95572.44784884626,90545.61819411721,104242.41070678593,89445.95371950653,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-14,156607.79042497103,138739.04797207535,99837.5309334825,90828.58452946112,94867.60797406528,102123.03849711077,90201.21170750992,99837.5309334825,92270.6304136896,104792.51260227815,104340.76493968243,96073.37669965417,90848.9420034789,104788.78188567823,89870.47540890069,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-15,158031.49020967417,140039.99629320716,100207.76247684092,91623.05884587066,95713.32457167453,102501.74548036366,90583.15864679788,100207.76247684092,93055.28438372708,105829.41972879937,105385.90736595409,96220.68711467583,91479.98299737736,104949.45573185157,89998.59772789382,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-16,157219.12710089245,140618.02427949203,99753.44672179979,91120.29474302208,95164.40850406696,102037.02940707836,90748.7626369248,99753.44672179979,93757.45799091875,105415.82591129832,104961.12414779491,95995.87937854334,91617.41576244602,104704.25430730452,90079.62849368356,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-17,159368.60383339121,140439.22095573458,100642.56246673496,92144.7067107881,96269.61325921102,102946.49902836635,91658.92085905118,100642.56246673496,95348.20249002412,106630.90799004768,106189.41433446607,96634.08572582342,93127.78621569711,105400.35626625054,91199.57634771556,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
2023-05-18,155979.00858565417,138791.45584283184,98514.09341546752,89818.59932989239,93777.31262472688,100769.30449210208,90385.40474048127,98514.09341546752,93641.70769136974,104315.23385726358,103840.26048462791,95053.40506227917,91132.26690014734,103676.2823659351,89600.12682913146,102266.4383483959,102351.60502066326,98571.46484629091,96541.45128927357,106339.842885152,98659.35169567283,102949.02472346884,98571.46484629091,103559.04588236613,99368.45993539495,103101.88978028703,97746.06454258172,99786.92843262959,97746.06454258172,100933.10020457223
