,equity
2025-05-23,26131252.703458417
2025-05-24,26256594.867792755
2025-05-25,26962939.864748362
2025-05-26,27897863.122152764
2025-05-27,26875413.331240438
2025-05-28,24869249.82741977
2025-05-29,23219802.304132547
2025-05-30,22647496.059971087
2025-05-31,21749334.235403944
2025-06-01,21803064.180697285
2025-06-02,22016875.01823604
2025-06-03,22053092.719652053
2025-06-04,21959313.212954376
2025-06-05,21829857.237428952
2025-06-06,21171250.614224132
2025-06-07,21745886.838785943
2025-06-08,22010752.670135718
2025-06-09,22013000.551671434
2025-06-10,22964682.566501345
2025-06-11,22954509.87139682
2025-06-12,22635273.23488616
2025-06-13,22072771.983267304
2025-06-14,22086588.062978804
2025-06-15,21969399.74971697
2025-06-16,21984309.76457518
2025-06-17,22170857.172507387
2025-06-18,22044375.53233788
2025-06-19,21779996.447885714
2025-06-20,23691738.706986774
2025-06-21,23281117.262292467
2025-06-22,22883382.587069433
2025-06-23,22729500.225739308
2025-06-24,23783852.25558674
2025-06-25,23888957.225861575
2025-06-26,24174655.134277802
2025-06-27,24117057.136027183
2025-06-28,24138533.922208447
2025-06-29,24195713.70599924
2025-06-30,24436732.67090972
2025-07-01,23046967.019601256
2025-07-02,22837812.176700648
2025-07-03,22617390.35392834
2025-07-04,22698773.42448365
2025-07-05,23290882.021527987
2025-07-06,23429899.039687887
2025-07-07,23337723.70595744
2025-07-08,23356534.252571218
2025-07-09,23306028.133265883
2025-07-10,24264896.739995994
2025-07-11,24216190.95224864
2025-07-12,24201380.267873414
2025-07-13,23899207.36171983
2025-07-14,23974593.42641583
2025-07-15,23169561.90236593
2025-07-16,22813100.0390612
2025-07-17,22959085.07733618
2025-07-18,25448655.103224315
2025-07-19,23148071.306507673
2025-07-20,23365288.100857124
2025-07-21,23377779.95259242
2025-07-22,23933766.405589867
2025-07-23,23876129.19612354
2025-07-24,21597550.040740583
2025-07-25,21470275.343039352
2025-07-26,21818894.65129964
2025-07-27,21808849.885632187
2025-07-28,22079750.502967525
2025-07-29,20471612.05257268
2025-07-30,19942542.136711773
2025-07-31,19859225.006796185
2025-08-01,19498249.164199386
2025-08-02,19081067.07502057
2025-08-03,18966051.19558534
2025-08-04,19244275.66382632
2025-08-05,19403266.05141987
2025-08-06,19232302.76239112
2025-08-07,19383537.21872191
2025-08-08,19796655.008009657
2025-08-09,19665495.164660238
2025-08-10,19635327.06599764
2025-08-11,20101825.82641655
2025-08-12,20018552.87187117
2025-08-13,20259358.837439433
2025-08-14,20825409.763629656
2025-08-15,19956494.01645746
2025-08-16,19776858.26032196
2025-08-17,19804065.55042592
2025-08-18,19811080.44496896
2025-08-19,19594260.288257547
2025-08-20,19008049.855821576
2025-08-21,19256491.444412176
2025-08-22,18946708.99849632
2025-08-23,19691645.642486792
2025-08-24,19443167.78131267
2025-08-25,19112749.329442848
2025-08-26,18571018.028313078
2025-08-27,18850354.424905956
2025-08-28,18744740.86240131
2025-08-29,18965450.614807114
2025-08-30,18283643.421346743
2025-08-31,18334484.65154875
2025-09-01,18245393.206536327
2025-09-02,18398653.906816814
2025-09-03,18740375.132754322
2025-09-04,18828243.175484672
2025-09-05,18661927.312537186
2025-09-06,18651384.03567638
2025-09-07,18575035.15754204
2025-09-08,18730567.638927445
2025-09-09,18881099.913978647
2025-09-10,18800588.532924127
2025-09-11,19209792.664180875
2025-09-12,19467300.357387584
2025-09-13,19578029.485767394
2025-09-14,19546080.634840406
2025-09-15,19445455.262032032
2025-09-16,19449449.264174543
2025-09-17,19679611.665310375
2025-09-18,19627885.145333778
2025-09-19,19744104.03560421
2025-09-20,19493027.47311352
2025-09-21,19503090.342567865
2025-09-22,19433813.029126316
2025-09-23,19692926.044965122
2025-09-24,19707965.42087127
2025-09-25,19856486.82586535
2025-09-26,19089956.62820544
2025-09-27,19221319.168156162
2025-09-28,19211572.950327586
2025-09-29,19649243.075775165
2025-09-30,20030407.107012115
2025-10-01,19980280.917919446
2025-10-02,20768270.555474684
2025-10-03,21139212.718124874
2025-10-04,21427460.81418497
2025-10-05,21450469.747268043
2025-10-06,21648433.70180402
2025-10-07,22654980.98327691
2025-10-08,24273558.75697182
2025-10-09,24176381.672543567
2025-10-10,23236452.723314825
2025-10-11,20541919.230749793
2025-10-12,21049204.477619763
2025-10-13,21784946.798569623
2025-10-14,21791158.19146685
2025-10-15,21398912.768722083
2025-10-16,20934096.391757045
2025-10-17,20434333.59104421
2025-10-18,20124231.28832902
2025-10-19,20259502.83740158
2025-10-20,20537707.483912397
2025-10-21,20913306.542204577
2025-10-22,20511997.48966254
2025-10-23,20347940.329047702
2025-10-24,20807413.621549007
2025-10-25,20986901.344934303
2025-10-26,21104602.431852706
2025-10-27,21644548.833059043
2025-10-28,21589108.2194158
2025-10-29,21356081.642493885
2025-10-30,20807064.01629146
2025-10-31,20465609.956255253
2025-11-01,20717675.495032597
2025-11-02,20800911.582898546
2025-11-03,20921177.15837604
2025-11-04,21366146.39454643
2025-11-05,22190188.34956882
2025-11-06,22588942.66038167
2025-11-07,22031035.78654163
2025-11-08,22483734.041052174
2025-11-09,22242270.887535598
2025-11-10,22770533.161193997
2025-11-11,23032398.752524823
2025-11-12,22388692.439878132
2025-11-13,22074498.67984122
2025-11-14,21683411.13048121
2025-11-15,20531917.423895616
2025-11-16,20761584.002300225
2025-11-17,20522078.48432507
2025-11-18,20005736.42486277
2025-11-19,20175943.53190656
2025-11-20,19859350.025259726
2025-11-21,18834824.343348205
2025-11-22,18487431.888569705
2025-11-23,18407184.184141174
2025-11-24,18863924.612386953
2025-11-25,19178133.346396986
2025-11-26,18978365.798793193
2025-11-27,19666097.93398639
2025-11-28,19841043.698864844
2025-11-29,19769598.132605597
2025-11-30,19745921.370190434
2025-12-01,19651329.39828864
2025-12-02,18754736.60014278
2025-12-03,19855316.604687795
2025-12-04,20349762.015329894
2025-12-05,20028334.411745403
2025-12-06,19412400.951536804
2025-12-07,19398852.592263933
2025-12-08,19598426.892720666
2025-12-09,19697360.628316086
2025-12-10,20154952.66401706
2025-12-11,19998866.623425327
2025-12-12,20105167.65588641
2025-12-13,19629804.481927395
2025-12-14,19618972.875178
2025-12-15,19178445.224312283
2025-12-16,18783521.164340198
2025-12-17,19089567.20201225
2025-12-18,18707666.251802113
2025-12-19,18574069.11783706
2025-12-20,19150858.47244679
2025-12-21,19203913.883083656
2025-12-22,19253794.635573912
2025-12-23,19235035.838434774
2025-12-24,18999261.531403724
2025-12-25,19050597.60621784
2025-12-26,18960862.437207308
2025-12-27,18977420.552344196
2025-12-28,19086331.48339774
2025-12-29,19089788.72049632
2025-12-30,18944947.271511544
2025-12-31,19218409.09022811
2026-01-01,19023985.732209574
2026-01-02,19286453.930280965
2026-01-03,19546991.83509525
2026-01-04,19692100.547988106
2026-01-05,19861507.889343746
2026-01-06,20416571.47344597
2026-01-07,20360070.922836382
2026-01-08,19836280.19721451
2026-01-09,19776800.00717934
2026-01-10,19672763.847893503
2026-01-11,19659096.57588263
2026-01-12,19741119.2842778
2026-01-13,19226427.081498664
2026-01-14,20069091.40444848
2026-01-15,18132775.6852406
2026-01-16,17881498.000896644
2026-01-17,16784014.770573374
2026-01-18,15970133.617735557
2026-01-19,15924446.888754161
2026-01-20,15666892.161009777
2026-01-21,16766169.433750102
2026-01-22,19599219.476644084
2026-01-23,19540123.150712315
2026-01-24,19533323.760319892
2026-01-25,19480347.05625769
2026-01-26,18905109.631038167
2026-01-27,19289292.605590656
2026-01-28,19485088.504767872
2026-01-29,19475886.882822365
2026-01-30,18472905.403479945
2026-01-31,18379277.86412766
2026-02-01,17196255.947465025
2026-02-02,16805522.138010655
2026-02-03,17205386.410971638
2026-02-04,16521971.152508598
2026-02-05,15983167.339201491
2026-02-06,13729232.305181932
2026-02-07,15404679.895554766
2026-02-08,15136628.990605144
2026-02-09,15408703.261406826
2026-02-10,15311289.669217465
2026-02-11,15023724.729655655
2026-02-12,14621301.472300492
2026-02-13,14456821.445580222
2026-02-14,15036604.58568165
2026-02-15,15239030.102044975
2026-02-16,15009892.216748731
2026-02-17,15051656.427532006
2026-02-18,14741848.346035954
2026-02-19,14516186.011816304
2026-02-20,14617173.71330536
2026-02-21,14846878.83196214
2026-02-22,14848542.193061171
2026-02-23,14762743.930007726
2026-02-24,14105796.085482012
2026-02-25,13995828.257971037
2026-02-26,14841876.26438333
2026-02-27,14737393.427898176
2026-02-28,14391163.736500692
2026-03-01,14636782.38526532
2026-03-02,14353922.854961239
2026-03-03,15042100.765093721
2026-03-04,14923619.149948394
2026-03-05,15873394.217167193
2026-03-06,15481356.335479751
2026-03-07,14885757.381149203
2026-03-08,14694172.394406939
2026-03-09,14424401.829457149
2026-03-10,16254908.12934412
2026-03-11,15934676.058485009
2026-03-12,16938322.73118509
2026-03-13,17453965.55042358
2026-03-14,17022291.467358015
2026-03-15,17701245.760000993
2026-03-16,17417936.80225176
2026-03-17,19051951.576508705
2026-03-18,19264465.658120967
2026-03-19,19706602.449916095
2026-03-20,18301000.134818383
2026-03-21,18478618.407751203
2026-03-22,18420553.080953848
2026-03-23,17938036.14028685
2026-03-24,18667695.329742182
2026-03-25,18570319.002787534
2026-03-26,18777793.54860326
2026-03-27,18112038.654066104
2026-03-28,17458989.547178086
2026-03-29,17459002.543463662
2026-03-30,17366300.51408511
2026-03-31,17558994.268433034
2026-04-01,17964174.84773234
2026-04-02,17926427.651132375
2026-04-03,17609858.815594133
2026-04-04,17622556.207297795
2026-04-05,17718938.948527362
2026-04-06,18163438.65167073
2026-04-07,18131353.33541903
2026-04-08,18950561.26416886
2026-04-09,18724512.083278704
2026-04-10,18896619.051200207
2026-04-11,19213087.635529555
2026-04-12,19234461.759759642
2026-04-13,18629640.57947729
2026-04-14,19619065.58530034
2026-04-15,19531251.422018528
2026-04-16,19703023.639438514
2026-04-17,19786141.86798605
2026-04-18,20307265.554976255
2026-04-19,19938658.24290107
2026-04-20,19445667.07450891
2026-04-21,23699983.312605925
