strategy,window_start,window_end,min_history_days,min_daily_dollar_volume,leader_pool,rebalance_frequency,regime_mode,risk_off_asset,initial_asset,btc_stop_lookback_days,btc_stop_confirm_days,weight_momentum_rank,weight_ret_21_rank,weight_ret_42_rank,weight_near_high_rank,multiple,total_return,cagr,sharpe,max_drawdown,annualized_turnover,monthly_win_rate,ending_equity
MOMENTUM_LEAD_TOP1_ALL_14D_STOP11_CONFIRM2_BTC_PARK,2022-11-21,2026-04-21,30,1000000,top20 eligible universe (includes BTC/ETH/etc.),14D,always_on,BTC,BTC,11,2,0.607681,0.268948,0.017319,0.106052,236.99983312605926,235.99983312605926,3.9492305844527538,2.2937857129091577,-0.5078751284617207,37.8012035414024,0.6190476190476191,23699983.312605925
