rebalance_date,sector,sector_rank,sector_weight,sector_ret_30,sector_ret_60,sector_ret_90,sector_rel_btc_60,breadth_positive_30,breadth_above_ma20,leader_momentum,top2_momentum,member_count,sector_ret_21,sector_rel_btc_30,leader_vs_sector,sector_lead_score
2023-12-14,Smart Contract Platform / L1,1,1.0,0.5602804786458666,1.757682436510703,1.7905222203706859,1.1743601110941164,1.0,1.0,2.270368007221566,2.1708035818175953,9.0,0.5602804786458666,0.34989692208056256,0.5126855707108628,1.0
2023-12-28,Smart Contract Platform / L1,1,1.0,0.7128102613663768,1.3819228738998677,2.0050686602412116,1.1487254977598047,1.0,0.9090909090909091,1.8801092698335224,1.8451562851877625,11.0,0.7128102613663768,0.5872094877245381,0.49818639593365477,1.0
2024-01-11,Smart Contract Platform / L1,1,1.0,0.4526153098954348,0.8951625872222063,2.4066078833017226,0.645069544548791,1.0,0.6363636363636364,1.8756853788516246,1.6617865355863506,11.0,0.4526153098954348,0.33494316029620225,0.9805227916294182,1.0
2024-01-25,Smart Contract Platform / L1,1,1.0,0.05041808608519185,0.5455024096295669,1.1520233923157073,0.4792579865470481,0.4,0.2,0.7713800143162428,0.6515928559657347,5.0,0.05041808608519185,0.11099528144933993,0.22587760468667595,1.0
2024-02-08,Smart Contract Platform / L1,1,1.0,0.13594103799202253,0.36935662355064425,0.8233778835988728,0.33480804387784335,0.8571428571428571,1.0,1.1176023772799475,0.7120764403639757,7.0,0.13594103799202253,0.15368467999275973,0.7482457537293032,0.93
2024-02-22,Smart Contract Platform / L1,1,1.0,0.3257118803447449,0.2996625037992156,0.9600471473472848,0.10812479105313871,1.0,0.5714285714285714,0.9936796663279308,0.8615589697344244,7.0,0.3257118803447449,0.04014902668980497,0.6940171625287153,0.86
2024-03-07,Meme,1,1.0,1.7859538418299643,1.7529424100460793,1.3208650781956495,1.2301467137635964,1.0,1.0,2.445508862470786,1.6830326595679357,2.0,1.7859538418299643,1.2327905853091325,0.6925664524247068,1.0
2024-03-21,Meme,1,1.0,1.2965777250098942,1.3662585761588488,1.0629717504717506,0.7907725966692292,1.0,0.0,1.7667019632758392,1.2707607854469518,2.0,1.2965777250098942,1.0435887499672354,0.40044338711699035,0.9833333333333334
2024-04-04,Smart Contract Platform / L1,1,1.0,0.18273113969768545,0.5683438234366471,inf,-0.04132148007019465,0.5555555555555556,0.2222222222222222,inf,inf,9.0,0.18273113969768545,0.1087597293919858,inf,0.8833333333333333
2024-04-18,Meme,1,1.0,0.0500529460706452,1.0636972071993909,1.1953325114718167,0.8455917961785742,0.5,0.0,0.6504250999521055,0.5832021374895031,2.0,0.0500529460706452,0.024421858166468413,-0.41327210724728536,0.7400000000000001
2024-05-02,Smart Contract Platform / L1,1,1.0,-0.18434214814248992,-0.062325976070199705,0.1970177404843327,0.0020543358344366283,0.14285714285714285,0.14285714285714285,0.6058172014256875,0.2883467647699594,7.0,-0.18434214814248992,-0.08684297260606164,0.6681431774958873,0.825
2024-05-16,Smart Contract Platform / L1,1,1.0,0.05539729240860637,-0.11641211752743143,0.398712854739878,-0.07086329792894132,0.5714285714285714,0.42857142857142855,0.6930632709599482,0.6020206245076751,7.0,0.05539729240860637,0.033057508594503085,0.8094753884873797,0.8833333333333333
2024-05-30,Oracle / Middleware,1,1.0,0.3673780487804881,-0.06416275430359941,-0.10568295114656023,-0.02256131075011103,1.0,1.0,0.14330360786985216,0.14330360786985216,1.0,0.3673780487804881,0.24018499181918407,0.20746636217345157,0.7766666666666666
2024-06-13,Smart Contract Platform / L1,1,1.0,0.030637300521490243,-0.11227896869479848,-0.15585244553294147,-0.1271332299777419,0.7142857142857143,0.14285714285714285,0.3114547439405042,0.2140461098116132,7.0,0.030637300521490243,-0.053752435829431594,0.4237337126353027,0.8200000000000001
2024-10-17,Smart Contract Platform / L1,1,1.0,0.27255659627252726,0.3705702237584228,0.12774471395287856,0.21708340446138236,0.8571428571428571,0.42857142857142855,1.075917239963807,0.9561136455919744,7.0,0.27255659627252726,0.15506499832227438,0.7053470162053843,0.93
2024-10-31,Meme,1,1.0,0.29939620197819095,0.5278696991113087,0.33473072470592846,0.30289454494153645,1.0,0.5,0.5537189498229992,0.37500515566367376,2.0,0.29939620197819095,0.14447811175094005,0.02584925071169053,0.8916666666666668
2024-11-14,Meme,1,1.0,1.1193801000401729,1.6918299034456001,1.7534594725568011,1.2150737885093337,1.0,1.0,2.32477497852999,1.866382771694865,3.0,1.1193801000401729,0.8171420668814422,0.6329450750843899,0.9833333333333334
2024-11-28,Payments,1,1.0,2.074864121041915,1.7624997279579921,2.094768392469745,1.3043756170867762,1.0,1.0,4.131573573077388,2.929944534891735,4.0,2.074864121041915,1.7593308153107823,2.3690738451193956,1.0
2024-12-12,Payments,1,1.0,2.134038950455381,3.158276037184012,2.9722320967875833,2.566631654794722,1.0,0.75,4.071414274269825,3.472352072748136,4.0,2.134038950455381,1.9977217493114534,0.9131382370858132,1.0
2024-12-26,Payments,1,1.0,0.37275763348428387,2.7984226072459135,2.3124045234955184,2.390224905394096,0.75,0.0,2.686382267454783,2.2200120252188835,4.0,0.37275763348428387,0.33166796905332235,-0.1120403397911307,0.98
2025-01-09,Exchange / Trading Infrastructure,1,1.0,1.2972483707458364,3.9071925754060324,4.853321033210332,3.756517754012918,1.0,1.0,2.7914461646367945,2.7914461646367945,1.0,1.2972483707458364,1.3397669941627788,-1.1157464107692379,0.9142857142857143
2025-01-23,Exchange / Trading Infrastructure,1,1.0,0.2254821812236718,1.7786597775194715,2.730935112153139,1.7183069042775632,0.5,0.5,2.3359149345002397,1.1925260462983052,2.0,0.2254821812236718,0.1714601160402205,0.5572551569807682,0.9571428571428571
2025-02-06,Exchange / Trading Infrastructure,1,1.0,0.02635588056063387,1.5355664283025967,4.481692432872253,1.581277948069261,1.0,0.0,1.3701863553455467,1.3701863553455467,1.0,0.02635588056063387,0.0302571634555302,-0.16538007295705004,0.9166666666666667
2025-02-20,Payments,1,1.0,-0.1544766859496082,0.084854878743295,0.44122150447873665,0.05071139028614957,0.25,0.75,0.2266954671987645,0.19076639250572752,4.0,-0.1544766859496082,-0.0809059156436395,0.14184058845546949,0.8166666666666667
2025-05-15,Meme,1,1.0,0.6157325099894272,0.5652317478996286,0.048947198075368514,0.31064227988621085,1.0,1.0,0.8971994546780281,0.620443995817354,3.0,0.6157325099894272,0.3771302575620118,0.3319677067783995,0.9857142857142858
2025-05-29,Privacy,1,1.0,0.346039939992806,0.5952792381291581,0.5937425717376756,0.2862378962833334,1.0,0.0,0.4703522557826855,0.4703522557826855,1.0,0.346039939992806,0.2112667512901083,-0.12492698234647254,0.9142857142857143
2025-06-12,Smart Contract Platform / L1,1,1.0,-0.07102581915241454,0.2630324207575402,0.1992054770915871,-0.03493463957831666,0.25,0.5,0.36882166931467014,0.272828725293096,8.0,-0.07102581915241454,-0.1274344938640953,0.10578924855712996,0.8214285714285714
2025-06-26,Exchange / Trading Infrastructure,1,1.0,0.09433551325165905,0.2302564530817018,0.2084980020447245,0.0971845705870805,0.3333333333333333,0.3333333333333333,0.5719544739123802,0.28926893790069225,3.0,0.09433551325165905,0.11389328770210021,0.34169802083067835,1.0
2025-07-10,Exchange / Trading Infrastructure,1,1.0,0.23610483699626028,0.2798502175171498,0.4084401185506049,0.2158475895369658,1.0,1.0,0.5335622644500162,0.28369550746339606,2.0,0.23610483699626028,0.22643731969179448,0.2537120469328664,0.9714285714285714
2025-07-24,Payments,1,1.0,0.44874974192089623,0.30945912738079306,0.40672468956847235,0.20932414102232755,1.0,1.0,0.6206232301459036,0.5393542742178479,5.0,0.44874974192089623,0.32442759657306575,0.31116410276511053,0.9833333333333334
2025-08-07,Payments,1,1.0,0.4022568367370864,0.41609676989482597,0.3092924115072927,0.3277119043738684,1.0,0.4,0.5368010929435544,0.49802186266881976,5.0,0.4022568367370864,0.3401946527398471,0.12070432304872841,0.9857142857142858
2025-08-21,Oracle / Middleware,1,1.0,0.3516884628190666,1.2204886060989586,0.5776417922036894,1.0952102902877956,1.0,1.0,0.6575191716799587,0.6575191716799587,1.0,0.3516884628190666,0.3791825411426808,-0.5629694344189999,0.9142857142857143
2025-09-04,Smart Contract Platform / L1,1,1.0,0.19136507179611192,0.6291324977776178,0.5273341042619171,0.5968451847794454,0.75,0.5,1.60566990650731,1.051136539461596,8.0,0.19136507179611192,0.22113062209568876,0.9765374087296921,0.9416666666666668
2025-09-18,Smart Contract Platform / L1,1,1.0,0.15840856295768146,0.2284172366375715,0.5834880640844314,0.24067898500312077,0.6666666666666666,0.7777777777777778,0.9127219413260088,0.6651692946102951,9.0,0.15840856295768146,0.15669223858387737,0.6843047046884373,0.8833333333333333
2025-10-02,Exchange / Trading Infrastructure,1,1.0,0.15374412692050032,0.3328170663633958,0.35966528338315973,0.2799687046076462,1.0,0.5,0.33353483954038393,0.24865024004590086,2.0,0.15374412692050032,0.06817863457317996,0.0007177731769881235,0.8083333333333333
